iid,dataset,size,key,elapsed,result,target
26,ZKC,22,solve_ftapas_70,0.029776811599731445,22392,22429
796,ZKW,20,solve_ftapas_70,0.009765863418579102,4856,4856
281,ZKW,4,solve_ftapas_70,0.0002789497375488281,2539,2539
1851,ZKW,4,solve_ftapas_50,0.0002970695495605469,957,1040
1928,ZKW,25,solve_ftapas_70,0.014169931411743164,8027,8027
405,NK,22,solve_ftapas_30,0.04099774360656738,5365,5365
43,ZKC,10,solve_ftapas_30,0.004812955856323242,8708,8754
371,ZKC,22,solve_ftapas_70,0.022411108016967773,16665,16665
344,ZKC,20,solve_ftapas_15,0.07339620590209961,16997,17006
416,NK,15,solve_ftapas_70,0.00966024398803711,20819,20819
284,ZKC,10,solve_ftapas_70,0.002931833267211914,9279,9365
98,NK,15,solve_ftapas_70,0.008040904998779297,9800,9800
456,NK,15,solve_ftapas_70,0.009871959686279297,15161,15161
458,ZKC,25,solve_ftapas_70,0.034667015075683594,22708,22708
134,NK,27,solve_ftapas_30,0.06879997253417969,20901,20901
1083,ZKW,10,solve_ftapas_30,0.002489805221557617,6404,6404
59,ZKC,10,solve_ftapas_70,0.0026001930236816406,8195,8195
473,NK,25,solve_ftapas_30,0.06324005126953125,23767,23778
278,NK,10,solve_ftapas_70,0.002627134323120117,6570,6570
243,ZKW,4,solve_ftapas_15,0.0007660388946533203,1770,1770
484,NK,10,solve_ftapas_70,0.0021080970764160156,7848,7848
79,ZKC,15,solve_ftapas_50,0.010150909423828125,13333,13401
309,ZKC,10,solve_ftapas_15,0.00719904899597168,7395,7395
697,ZKW,4,solve_ftapas_50,0.00027179718017578125,84084,84084
292,NK,25,solve_ftapas_30,0.0780491828918457,21046,21046
14,NK,10,solve_ftapas_15,0.009446144104003906,11262,11262
1832,ZKW,4,solve_ftapas_30,0.0003337860107421875,2086,2086
258,NK,15,solve_ftapas_70,0.008265972137451172,19787,19787
84,ZKC,25,solve_ftapas_50,0.05161619186401367,22325,22346
372,NK,10,solve_ftapas_70,0.002135038375854492,8010,8010
419,ZKC,20,solve_ftapas_15,0.05769801139831543,12828,12828
494,ZKC,27,solve_ftapas_15,0.22545623779296875,25704,25712
34,ZKC,20,solve_ftapas_15,0.08825898170471191,18344,18354
306,ZKC,20,solve_ftapas_50,0.02528691291809082,18514,18514
226,ZKC,20,solve_ftapas_70,0.021771907806396484,21428,21471
476,ZKC,20,solve_ftapas_15,0.0704803466796875,15527,15527
57,NK,25,solve_ftapas_50,0.04845714569091797,29216,29216
53,ZKC,27,solve_ftapas_70,0.04711103439331055,24309,24319
468,NK,15,solve_ftapas_70,0.010000228881835938,2171,2171
165,ZKC,10,solve_ftapas_70,0.0025148391723632812,9633,9633
131,ZKC,22,solve_ftapas_30,0.048774003982543945,15913,15940
300,ZKC,15,solve_ftapas_50,0.0106201171875,12848,12861
1258,ZKW,4,solve_ftapas_50,0.0003459453582763672,2426,2660
86,NK,20,solve_ftapas_50,0.02462172508239746,21301,21301
1295,ZKW,4,solve_ftapas_70,0.00030493736267089844,4861,4861
135,ZKC,25,solve_ftapas_15,0.17675495147705078,21793,21793
66,ZKC,22,solve_ftapas_15,0.11092472076416016,20566,20566
215,NK,20,solve_ftapas_30,0.04480409622192383,23934,23934
41,NK,10,solve_ftapas_15,0.011471033096313477,5129,5151
337,ZKC,22,solve_ftapas_70,0.02495718002319336,18957,18968
427,NK,20,solve_ftapas_15,0.08467292785644531,19737,19737
457,ZKC,27,solve_ftapas_50,0.0691823959350586,27382,27390
1505,ZKW,4,solve_ftapas_15,0.0005707740783691406,3683,3683
13,ZKC,25,solve_ftapas_15,0.1594250202178955,20950,20961
306,NK,27,solve_ftapas_15,0.18060994148254395,25024,25024
364,ZKC,15,solve_ftapas_15,0.03268909454345703,13352,13361
174,ZKC,10,solve_ftapas_15,0.009682893753051758,9617,9645
223,ZKC,27,solve_ftapas_15,0.183974027633667,22030,22042
810,ZKW,20,solve_ftapas_15,0.05124497413635254,3627,3627
214,ZKC,4,solve_ftapas_15,0.0008988380432128906,4182,4182
1028,ZKW,4,solve_ftapas_50,0.0002760887145996094,9576,9576
325,ZKC,22,solve_ftapas_30,0.056382179260253906,18267,18267
13,NK,20,solve_ftapas_15,0.06844425201416016,10419,10419
348,NK,20,solve_ftapas_50,0.024916887283325195,20514,20514
83,ZKC,10,solve_ftapas_15,0.008613109588623047,9221,9221
63,NK,15,solve_ftapas_15,0.023961782455444336,7478,7478
39,ZKC,25,solve_ftapas_30,0.0876626968383789,23322,23334
386,NK,10,solve_ftapas_50,0.0030031204223632812,12399,12399
227,ZKC,10,solve_ftapas_70,0.002485990524291992,6403,6403
331,NK,27,solve_ftapas_30,0.08618283271789551,4701,4701
815,ZKW,10,solve_ftapas_15,0.0023419857025146484,25862,25862
406,NK,15,solve_ftapas_50,0.009010791778564453,16573,16573
73,ZKC,25,solve_ftapas_30,0.07882094383239746,20637,20651
478,ZKW,4,solve_ftapas_15,0.0005738735198974609,4134,4134
16,ZKC,15,solve_ftapas_30,0.018232107162475586,14875,14890
155,ZKC,25,solve_ftapas_50,0.0507509708404541,24215,24256
201,ZKC,10,solve_ftapas_15,0.009759902954101562,9689,9689
387,ZKC,22,solve_ftapas_30,0.04950284957885742,17314,17314
316,NK,27,solve_ftapas_70,0.044112205505371094,28581,28623
754,ZKW,20,solve_ftapas_30,0.015861988067626953,6897,6897
111,ZKC,27,solve_ftapas_15,0.2070329189300537,25367,25372
169,ZKC,25,solve_ftapas_15,0.14261579513549805,20146,20146
327,ZKC,10,solve_ftapas_50,0.003759145736694336,10231,10231
447,NK,4,solve_ftapas_50,0.0003497600555419922,2383,2383
1796,ZKW,4,solve_ftapas_50,0.0003292560577392578,1508,1683
150,NK,10,solve_ftapas_70,0.0031337738037109375,10354,10354
128,NK,4,solve_ftapas_70,0.0003077983856201172,2364,2364
163,NK,25,solve_ftapas_30,0.08256006240844727,31315,31315
404,ZKC,22,solve_ftapas_70,0.028867721557617188,20517,20552
366,ZKC,22,solve_ftapas_50,0.04137396812438965,22242,22242
271,NK,22,solve_ftapas_15,0.09244704246520996,26922,26922
285,NK,25,solve_ftapas_30,0.06945681571960449,16892,16892
220,NK,15,solve_ftapas_70,0.008765935897827148,21144,21144
331,ZKC,22,solve_ftapas_30,0.06266522407531738,21984,21984
365,ZKC,4,solve_ftapas_70,0.0002980232238769531,2180,2538
449,ZKC,10,solve_ftapas_15,0.00818490982055664,7488,7506
33,NK,10,solve_ftapas_15,0.008547067642211914,13027,13027
384,ZKC,20,solve_ftapas_70,0.018548965454101562,19007,19007
293,ZKW,4,solve_ftapas_30,0.00043702125549316406,4311,4311
452,ZKC,22,solve_ftapas_30,0.06343197822570801,20768,20779
216,NK,15,solve_ftapas_30,0.016848087310791016,15436,15436
83,ZKW,20,solve_ftapas_15,0.04751110076904297,3690,3690
261,ZKC,20,solve_ftapas_30,0.04406929016113281,18859,18876
384,NK,27,solve_ftapas_70,0.03779006004333496,22452,22452
206,ZKC,15,solve_ftapas_50,0.009228944778442383,12975,13000
412,ZKC,4,solve_ftapas_30,0.0004608631134033203,3842,3842
329,ZKW,4,solve_ftapas_50,0.0002970695495605469,2924,2924
11,ZKC,22,solve_ftapas_15,0.10218691825866699,19170,19174
1469,ZKW,4,solve_ftapas_15,0.0004658699035644531,5367,5367
1531,ZKW,4,solve_ftapas_50,0.0003170967102050781,4851,5788
106,ZKC,10,solve_ftapas_15,0.010002374649047852,10356,10356
662,ZKW,4,solve_ftapas_70,0.00026798248291015625,5961,5961
76,NK,15,solve_ftapas_30,0.014974832534790039,19868,19868
103,NK,20,solve_ftapas_70,0.017078161239624023,23188,23188
159,NK,4,solve_ftapas_30,0.0003666877746582031,2444,2444
323,NK,4,solve_ftapas_70,0.0002949237823486328,4628,4628
1138,ZKW,4,solve_ftapas_15,0.0004661083221435547,4281,4281
218,NK,27,solve_ftapas_50,0.0640871524810791,15051,15051
1497,ZKW,15,solve_ftapas_70,0.004045009613037109,8683,9443
228,ZKC,22,solve_ftapas_30,0.06004810333251953,21368,21368
217,ZKC,4,solve_ftapas_70,0.0003399848937988281,2797,2988
937,ZKW,4,solve_ftapas_50,0.0003349781036376953,1692,1692
354,NK,20,solve_ftapas_50,0.026877164840698242,24338,24338
1544,ZKW,10,solve_ftapas_15,0.006862163543701172,3070,3070
251,NK,22,solve_ftapas_50,0.029170989990234375,19453,19453
9,ZKC,22,solve_ftapas_70,0.029661893844604492,19538,19614
1831,ZKW,4,solve_ftapas_50,0.0003249645233154297,5609,5609
447,ZKC,22,solve_ftapas_30,0.053420066833496094,18653,18658
1248,ZKW,4,solve_ftapas_15,0.0005388259887695312,3804,3804
11,ZKC,15,solve_ftapas_15,0.03681588172912598,15228,15228
1870,ZKW,10,solve_ftapas_15,0.004499912261962891,4671,4671
223,ZKW,10,solve_ftapas_70,0.0010819435119628906,11415,11415
407,ZKC,27,solve_ftapas_70,0.047614097595214844,21418,21441
284,NK,15,solve_ftapas_50,0.008056879043579102,9120,9120
358,ZKC,4,solve_ftapas_50,0.00034308433532714844,1899,1899
189,NK,4,solve_ftapas_15,0.0004611015319824219,2577,2577
414,NK,10,solve_ftapas_15,0.005767822265625,7835,7835
348,NK,22,solve_ftapas_70,0.02424907684326172,4086,4086
391,ZKC,27,solve_ftapas_30,0.09329485893249512,21795,21799
138,ZKW,10,solve_ftapas_30,0.004275083541870117,2802,2802
260,NK,25,solve_ftapas_30,0.07196187973022461,16348,16348
400,ZKC,27,solve_ftapas_30,0.12674403190612793,25869,25893
256,ZKC,27,solve_ftapas_50,0.05253314971923828,20434,20453
1023,ZKW,4,solve_ftapas_15,0.0005908012390136719,3751,3751
395,ZKC,10,solve_ftapas_15,0.008668899536132812,6056,6056
54,NK,22,solve_ftapas_70,0.020955801010131836,18122,18122
1262,ZKW,27,solve_ftapas_30,0.04780220985412598,6783,6783
1176,ZKW,4,solve_ftapas_70,0.0003070831298828125,1440,1440
997,ZKW,4,solve_ftapas_30,0.0003139972686767578,9197,9197
421,ZKC,10,solve_ftapas_30,0.0048749446868896484,7368,7368
351,NK,22,solve_ftapas_15,0.0878441333770752,5174,5174
12,ZKC,22,solve_ftapas_30,0.05976104736328125,21683,21691
1466,ZKW,15,solve_ftapas_50,0.0066699981689453125,5253,5670
923,ZKW,4,solve_ftapas_50,0.0003199577331542969,3778,4730
682,ZKW,4,solve_ftapas_70,0.0014410018920898438,2700,2700
193,ZKC,10,solve_ftapas_15,0.010097742080688477,9227,9227
375,NK,15,solve_ftapas_50,0.008790016174316406,16908,16908
224,ZKC,27,solve_ftapas_30,0.09850096702575684,21266,21272
1050,ZKW,4,solve_ftapas_30,0.00039005279541015625,2959,3178
101,ZKC,15,solve_ftapas_15,0.03585982322692871,14400,14400
325,NK,15,solve_ftapas_15,0.03023695945739746,13695,13695
267,ZKC,27,solve_ftapas_50,0.06561613082885742,22616,22644
420,NK,10,solve_ftapas_30,0.003949880599975586,10089,10089
739,ZKW,4,solve_ftapas_50,0.0002880096435546875,7412,7412
126,NK,4,solve_ftapas_70,0.00027489662170410156,0,0
369,ZKC,22,solve_ftapas_30,0.06252408027648926,20684,20705
281,NK,15,solve_ftapas_70,0.006588935852050781,15534,15534
132,ZKC,15,solve_ftapas_15,0.03609800338745117,14713,14720
223,ZKC,27,solve_ftapas_50,0.05607318878173828,22030,22042
240,NK,27,solve_ftapas_70,0.041735172271728516,14838,14838
105,NK,22,solve_ftapas_30,0.05946612358093262,25411,25411
225,ZKC,4,solve_ftapas_15,0.0009679794311523438,2793,2850
8,NK,20,solve_ftapas_30,0.036925315856933594,19650,19650
1204,ZKW,4,solve_ftapas_50,0.0005178451538085938,2150,2271
136,ZKC,10,solve_ftapas_70,0.002601146697998047,7702,7762
301,NK,22,solve_ftapas_50,0.03344607353210449,16641,16641
370,NK,10,solve_ftapas_50,0.0032258033752441406,8181,8181
104,ZKC,10,solve_ftapas_30,0.0046541690826416016,8936,8936
39,ZKC,25,solve_ftapas_50,0.057335615158081055,23307,23334
168,NK,4,solve_ftapas_50,0.0003662109375,4900,4900
703,ZKW,4,solve_ftapas_70,0.00024819374084472656,9971,9971
1812,ZKW,4,solve_ftapas_15,0.00048828125,7023,7023
1330,ZKW,10,solve_ftapas_50,0.0025539398193359375,3247,3247
1141,ZKW,4,solve_ftapas_30,0.00035881996154785156,3693,3693
422,NK,10,solve_ftapas_15,0.0120849609375,12145,12145
115,NK,27,solve_ftapas_15,0.18797898292541504,5706,5706
156,NK,15,solve_ftapas_30,0.014529943466186523,16569,16569
1695,ZKW,4,solve_ftapas_15,0.0005199909210205078,3245,3245
494,ZKC,27,solve_ftapas_30,0.12340784072875977,25704,25712
18,ZKC,22,solve_ftapas_15,0.10392999649047852,18559,18559
122,NK,25,solve_ftapas_50,0.053141117095947266,24422,24422
126,ZKC,22,solve_ftapas_30,0.055846214294433594,17461,17485
1321,ZKW,4,solve_ftapas_30,0.0003819465637207031,6002,6275
458,NK,27,solve_ftapas_30,0.07616996765136719,23862,23862
262,ZKC,22,solve_ftapas_30,0.04475593566894531,16782,16805
13,NK,15,solve_ftapas_70,0.00790095329284668,17760,17760
8,ZKC,10,solve_ftapas_50,0.003756999969482422,9251,9394
162,ZKC,10,solve_ftapas_50,0.003772735595703125,9830,9936
224,ZKW,15,solve_ftapas_30,0.007760047912597656,6520,6520
819,ZKW,4,solve_ftapas_70,0.00031113624572753906,1895,1895
475,NK,10,solve_ftapas_70,0.0022690296173095703,10110,10110
430,NK,20,solve_ftapas_70,0.01853489875793457,28753,28753
97,NK,22,solve_ftapas_15,0.10629105567932129,10903,10903
1201,ZKW,4,solve_ftapas_70,0.0002892017364501953,4424,4956
196,ZKC,22,solve_ftapas_70,0.025532960891723633,20502,20532
1649,ZKW,4,solve_ftapas_15,0.0006420612335205078,3669,3669
441,ZKC,10,solve_ftapas_15,0.008275747299194336,7898,7898
737,ZKW,4,solve_ftapas_50,0.00030803680419921875,3171,4354
489,ZKW,15,solve_ftapas_30,0.013052940368652344,2200,2200
469,NK,15,solve_ftapas_70,0.007200002670288086,10706,10706
415,NK,15,solve_ftapas_15,0.03237771987915039,16696,16696
439,NK,15,solve_ftapas_15,0.026141881942749023,13080,13111
1448,ZKW,10,solve_ftapas_30,0.002566814422607422,5063,5063
1650,ZKW,4,solve_ftapas_30,0.0004069805145263672,3428,3578
468,NK,4,solve_ftapas_30,0.0003960132598876953,3901,3923
491,ZKC,15,solve_ftapas_15,0.030050039291381836,12791,12793
484,ZKC,15,solve_ftapas_30,0.015565872192382812,11696,11698
186,NK,15,solve_ftapas_70,0.005908966064453125,15526,15526
504,ZKW,4,solve_ftapas_15,0.00046896934509277344,4767,4767
576,ZKW,15,solve_ftapas_30,0.005564212799072266,5700,5700
916,ZKW,4,solve_ftapas_50,0.0002880096435546875,4821,4821
32,NK,22,solve_ftapas_15,0.08770370483398438,15844,15844
180,NK,25,solve_ftapas_70,0.03487706184387207,25460,25473
54,NK,4,solve_ftapas_15,0.0005710124969482422,523,523
73,NK,10,solve_ftapas_70,0.0029010772705078125,10006,10006
18,ZKC,25,solve_ftapas_50,0.05032706260681152,20283,20345
473,NK,10,solve_ftapas_30,0.004040956497192383,8282,8282
87,ZKC,27,solve_ftapas_15,0.1998436450958252,23516,23516
350,ZKC,27,solve_ftapas_70,0.047445058822631836,23883,23915
448,NK,15,solve_ftapas_15,0.03057408332824707,13769,13769
63,ZKC,27,solve_ftapas_50,0.06301283836364746,22870,22890
148,ZKC,27,solve_ftapas_30,0.10198807716369629,23826,23833
251,NK,15,solve_ftapas_15,0.02691817283630371,16040,16040
315,NK,10,solve_ftapas_15,0.008909225463867188,8678,8678
264,ZKC,25,solve_ftapas_15,0.1673736572265625,24230,24238
234,NK,20,solve_ftapas_15,0.08375811576843262,21974,21974
470,ZKC,22,solve_ftapas_50,0.030740976333618164,16436,16490
6,NK,22,solve_ftapas_30,0.05259871482849121,27268,27268
173,ZKC,15,solve_ftapas_70,0.007077932357788086,12274,12358
230,ZKC,22,solve_ftapas_15,0.10487818717956543,18396,18404
358,ZKC,10,solve_ftapas_50,0.0034821033477783203,10206,10355
372,NK,25,solve_ftapas_15,0.14250802993774414,29736,29736
93,NK,22,solve_ftapas_30,0.05124974250793457,21521,21521
239,NK,25,solve_ftapas_50,0.04707789421081543,28655,28655
22,NK,15,solve_ftapas_70,0.007133007049560547,12365,12365
402,ZKC,27,solve_ftapas_50,0.06563091278076172,24738,24738
304,NK,10,solve_ftapas_50,0.002765655517578125,867,867
152,ZKC,10,solve_ftapas_50,0.0031087398529052734,8703,8705
4,ZKC,25,solve_ftapas_15,0.16751790046691895,22947,22947
310,NK,25,solve_ftapas_50,0.04692482948303223,28124,28124
31,NK,4,solve_ftapas_50,0.0003590583801269531,4421,4506
264,ZKC,22,solve_ftapas_15,0.09658217430114746,19144,19159
345,NK,22,solve_ftapas_15,0.0825047492980957,14753,14753
31,ZKC,22,solve_ftapas_50,0.04162096977233887,20550,20577
674,ZKW,27,solve_ftapas_30,0.04686617851257324,5768,5768
5,ZKC,4,solve_ftapas_15,0.0007228851318359375,4026,4026
1758,ZKW,10,solve_ftapas_70,0.0014510154724121094,5896,5896
148,NK,15,solve_ftapas_70,0.007239103317260742,17777,17985
204,ZKW,10,solve_ftapas_30,0.0037260055541992188,2997,2997
707,ZKW,4,solve_ftapas_50,0.00031185150146484375,2035,2035
271,ZKC,25,solve_ftapas_50,0.0484926700592041,21705,21705
164,NK,4,solve_ftapas_15,0.0005960464477539062,4042,4042
1121,ZKW,27,solve_ftapas_50,0.02561807632446289,9078,9206
103,ZKW,10,solve_ftapas_30,0.0015642642974853516,30316,30316
418,ZKC,15,solve_ftapas_50,0.010540008544921875,13053,13053
171,ZKC,15,solve_ftapas_70,0.00824880599975586,13655,13655
417,ZKC,10,solve_ftapas_15,0.008810997009277344,7994,7994
36,ZKC,20,solve_ftapas_15,0.07796716690063477,16032,16032
370,NK,22,solve_ftapas_15,0.10862016677856445,16942,16942
107,ZKC,25,solve_ftapas_50,0.05091595649719238,22477,22477
320,NK,27,solve_ftapas_70,0.04263114929199219,4213,4213
7,ZKC,27,solve_ftapas_70,0.0527341365814209,27177,27185
38,ZKC,4,solve_ftapas_30,0.0004229545593261719,3034,3034
1,NK,27,solve_ftapas_50,0.052533864974975586,26663,26663
438,NK,15,solve_ftapas_70,0.006001949310302734,15066,15066
269,ZKC,22,solve_ftapas_15,0.11167383193969727,20849,20855
443,NK,15,solve_ftapas_30,0.014705896377563477,17975,17975
2,ZKC,22,solve_ftapas_15,0.10261178016662598,18386,18418
309,ZKC,20,solve_ftapas_50,0.025777101516723633,17337,17367
168,ZKC,15,solve_ftapas_30,0.018707752227783203,13167,13187
51,ZKC,27,solve_ftapas_30,0.10520339012145996,22596,22606
131,ZKC,15,solve_ftapas_70,0.010343074798583984,13604,13627
65,ZKC,10,solve_ftapas_30,0.0053920745849609375,7950,7994
678,ZKW,4,solve_ftapas_30,0.0004849433898925781,2242,2242
374,ZKC,10,solve_ftapas_30,0.005285978317260742,10330,10341
497,NK,25,solve_ftapas_50,0.04467415809631348,21950,21951
314,ZKC,15,solve_ftapas_50,0.011085748672485352,14153,14153
778,ZKW,4,solve_ftapas_70,0.00027680397033691406,3057,3057
370,ZKW,4,solve_ftapas_70,0.00024509429931640625,259327,259327
405,NK,20,solve_ftapas_15,0.08490514755249023,22900,22900
1,ZKC,27,solve_ftapas_15,0.18449902534484863,21175,21175
166,NK,27,solve_ftapas_30,0.0870518684387207,27570,27570
370,NK,20,solve_ftapas_30,0.032289981842041016,3230,3230
428,ZKC,4,solve_ftapas_70,0.0003490447998046875,3855,3900
1253,ZKW,15,solve_ftapas_50,0.0037271976470947266,4716,4716
257,ZKC,22,solve_ftapas_15,0.09756588935852051,17951,17959
241,ZKC,4,solve_ftapas_15,0.0007231235504150391,3467,3467
388,NK,4,solve_ftapas_15,0.0004909038543701172,2628,2628
196,NK,10,solve_ftapas_70,0.0023081302642822266,4529,4529
224,NK,10,solve_ftapas_15,0.007778644561767578,11521,11521
206,ZKC,27,solve_ftapas_15,0.17821383476257324,21761,21761
81,ZKC,27,solve_ftapas_70,0.046981096267700195,24357,24382
465,ZKC,10,solve_ftapas_70,0.001722097396850586,5938,6010
1171,ZKW,10,solve_ftapas_15,0.005609989166259766,5352,5352
495,NK,10,solve_ftapas_50,0.003215789794921875,13642,13642
362,ZKC,25,solve_ftapas_50,0.05228590965270996,23188,23189
388,NK,25,solve_ftapas_50,0.044036149978637695,29407,29407
410,NK,20,solve_ftapas_50,0.022298097610473633,23681,23681
498,NK,27,solve_ftapas_15,0.1852250099182129,22669,22669
388,NK,25,solve_ftapas_15,0.1436307430267334,29407,29407
431,NK,20,solve_ftapas_30,0.03831791877746582,6007,6012
34,NK,27,solve_ftapas_15,0.1751699447631836,24617,24617
189,NK,10,solve_ftapas_50,0.003398895263671875,15926,15926
254,ZKW,4,solve_ftapas_15,0.0004398822784423828,4055,4055
161,ZKC,10,solve_ftapas_70,0.0027036666870117188,9913,9976
404,NK,10,solve_ftapas_70,0.0026597976684570312,13295,13295
93,ZKC,22,solve_ftapas_30,0.05597710609436035,18831,18831
434,NK,27,solve_ftapas_50,0.06479096412658691,16299,16299
37,ZKC,10,solve_ftapas_50,0.00362396240234375,8846,8876
84,NK,15,solve_ftapas_15,0.03095698356628418,17301,17301
430,ZKC,10,solve_ftapas_50,0.002878904342651367,8681,8681
470,ZKC,27,solve_ftapas_50,0.06202983856201172,22889,22889
344,NK,10,solve_ftapas_30,0.005086183547973633,6432,6432
309,NK,27,solve_ftapas_30,0.09583187103271484,30115,30115
447,ZKC,27,solve_ftapas_30,0.12120795249938965,28333,28352
306,ZKC,27,solve_ftapas_15,0.21160316467285156,24045,24045
492,ZKC,20,solve_ftapas_30,0.0413970947265625,17662,17692
24,ZKC,15,solve_ftapas_50,0.01046299934387207,14210,14210
356,ZKC,10,solve_ftapas_70,0.002128124237060547,7711,7711
32,ZKC,10,solve_ftapas_30,0.004435062408447266,8192,8207
26,ZKC,15,solve_ftapas_70,0.007166862487792969,12173,12226
346,NK,4,solve_ftapas_50,0.0003371238708496094,4346,4346
365,ZKW,10,solve_ftapas_15,0.0061337947845458984,3600,3600
35,ZKC,15,solve_ftapas_15,0.031404972076416016,12507,12515
31,ZKC,15,solve_ftapas_30,0.014901876449584961,13147,13147
70,ZKC,10,solve_ftapas_70,0.007141828536987305,11784,11897
202,ZKC,20,solve_ftapas_30,0.041979312896728516,15623,15626
298,NK,10,solve_ftapas_30,0.004165172576904297,9105,9105
134,NK,25,solve_ftapas_15,0.1708660125732422,27928,27928
135,NK,10,solve_ftapas_30,0.00500798225402832,15098,15098
343,NK,20,solve_ftapas_50,0.02673792839050293,27066,27066
411,NK,4,solve_ftapas_30,0.00045609474182128906,5135,5135
240,ZKC,20,solve_ftapas_15,0.08452296257019043,19422,19443
819,ZKW,4,solve_ftapas_50,0.00036406517028808594,1895,1895
738,ZKW,22,solve_ftapas_30,0.04065370559692383,4433,4433
442,ZKW,4,solve_ftapas_50,0.0003190040588378906,5827,5827
1627,ZKW,27,solve_ftapas_30,0.06335878372192383,5308,5308
326,ZKC,20,solve_ftapas_50,0.023056983947753906,20576,20633
393,ZKW,4,solve_ftapas_30,0.0003609657287597656,5188,5188
500,ZKC,10,solve_ftapas_50,0.002753019332885742,6436,6436
1423,ZKW,4,solve_ftapas_30,0.0005507469177246094,3373,3373
561,ZKW,4,solve_ftapas_15,0.0005490779876708984,2729,2729
1986,ZKW,25,solve_ftapas_70,0.02749323844909668,3818,3818
201,NK,20,solve_ftapas_70,0.015897035598754883,17156,17156
355,ZKC,10,solve_ftapas_70,0.003156900405883789,9138,9155
453,ZKC,25,solve_ftapas_30,0.08210301399230957,21210,21210
246,ZKC,25,solve_ftapas_70,0.03630471229553223,21306,21323
374,ZKC,10,solve_ftapas_70,0.0029230117797851562,10330,10341
149,ZKC,15,solve_ftapas_30,0.018687963485717773,15870,15870
1892,ZKW,15,solve_ftapas_15,0.016424894332885742,6718,6764
57,NK,25,solve_ftapas_30,0.07275199890136719,29216,29216
391,ZKC,25,solve_ftapas_70,0.03371310234069824,21759,21768
73,NK,10,solve_ftapas_30,0.0052149295806884766,10006,10006
16,NK,25,solve_ftapas_70,0.038368940353393555,5635,5635
232,NK,10,solve_ftapas_15,0.007305145263671875,7888,7899
68,NK,4,solve_ftapas_70,0.0003058910369873047,4275,4275
134,ZKC,10,solve_ftapas_15,0.008491754531860352,8919,8919
124,NK,27,solve_ftapas_50,0.06406807899475098,33599,33599
23,NK,22,solve_ftapas_15,0.10129904747009277,28931,28931
1308,ZKW,4,solve_ftapas_70,0.0005409717559814453,1893,1893
1168,ZKW,4,solve_ftapas_30,0.00039196014404296875,4051,4051
330,NK,22,solve_ftapas_30,0.05068397521972656,22435,22435
288,ZKC,4,solve_ftapas_15,0.0008728504180908203,2948,2948
476,NK,10,solve_ftapas_50,0.0030188560485839844,6816,6816
227,ZKC,22,solve_ftapas_50,0.03211021423339844,18347,18389
104,NK,20,solve_ftapas_30,0.037564992904663086,22176,22176
428,ZKC,4,solve_ftapas_30,0.0005440711975097656,3855,3900
58,ZKC,25,solve_ftapas_50,0.05211472511291504,21018,21071
436,ZKC,15,solve_ftapas_50,0.01461029052734375,14168,14168
90,ZKC,22,solve_ftapas_50,0.0372927188873291,21917,21917
152,NK,20,solve_ftapas_15,0.09281206130981445,3931,3931
14,NK,22,solve_ftapas_50,0.034925222396850586,29608,29608
499,NK,25,solve_ftapas_15,0.14378094673156738,27139,27139
38,ZKC,25,solve_ftapas_15,0.17050480842590332,22647,22662
675,ZKW,4,solve_ftapas_30,0.0004181861877441406,4289,4289
152,ZKC,25,solve_ftapas_15,0.1884472370147705,24853,24861
323,NK,25,solve_ftapas_15,0.15059494972229004,29978,29978
268,NK,27,solve_ftapas_15,0.17055726051330566,19787,19787
2,NK,20,solve_ftapas_50,0.02715277671813965,20949,20949
1440,ZKW,4,solve_ftapas_70,0.00030994415283203125,1005,1005
255,ZKC,15,solve_ftapas_15,0.038305044174194336,14992,14992
130,ZKC,10,solve_ftapas_50,0.0030498504638671875,7540,7540
1219,ZKW,4,solve_ftapas_30,0.0003650188446044922,6255,6255
93,ZKC,20,solve_ftapas_70,0.016945838928222656,16488,16488
28,ZKC,27,solve_ftapas_15,0.25595903396606445,26180,26187
294,NK,10,solve_ftapas_30,0.0044629573822021484,12113,12113
367,NK,27,solve_ftapas_15,0.2063908576965332,37840,37840
1980,ZKW,4,solve_ftapas_70,0.0002617835998535156,11720,11720
163,ZKC,27,solve_ftapas_70,0.04165506362915039,23415,23427
475,NK,20,solve_ftapas_30,0.040062904357910156,15259,15259
1305,ZKW,4,solve_ftapas_30,0.00039315223693847656,4732,4796
355,ZKC,25,solve_ftapas_70,0.036092281341552734,21981,21981
267,NK,25,solve_ftapas_15,0.1410069465637207,24650,24650
326,NK,25,solve_ftapas_15,0.13267302513122559,24416,24416
310,ZKC,15,solve_ftapas_15,0.03130984306335449,13780,13786
346,ZKC,25,solve_ftapas_15,0.16032719612121582,22758,22766
398,ZKC,20,solve_ftapas_50,0.02730393409729004,18062,18122
228,NK,20,solve_ftapas_30,0.047170162200927734,24750,24750
1894,ZKW,10,solve_ftapas_50,0.0016970634460449219,8173,8173
487,NK,22,solve_ftapas_15,0.09711384773254395,23881,23881
199,NK,4,solve_ftapas_50,0.00034999847412109375,3098,3098
10,NK,10,solve_ftapas_15,0.007385730743408203,9767,9767
308,ZKW,4,solve_ftapas_30,0.0005230903625488281,4425,4425
406,NK,10,solve_ftapas_50,0.0028209686279296875,10131,10131
413,NK,20,solve_ftapas_50,0.019724130630493164,12694,12694
