dataset,size,key,elapsed,delta
ZKC,15,solve_ftapas_15,0.0299222469329834,1668.0
NK,15,solve_ftapas_15,0.01470947265625,0.0
ZKC,15,branch_bound,0.10073351860046387,373.0
ZKC,22,greedy_simple,5.078315734863281e-05,4199.0
NK,22,solve_ftapas_30,0.04349064826965332,0.0
ZKW,4,solve_ftapas_15,0.0007729530334472656,0.0
ZKC,22,dynamic_weight,1.2121903896331787,2671.0
NK,27,branch_bound,1.6238696575164795,0.0
NK,20,dynamic_weight,0.8108489513397217,0.0
ZKC,4,solve_ftapas_15,0.0006470680236816406,0.0
ZKC,25,dynamic_cost,0.056442975997924805,4642.0
NK,15,solve_ftapas_50,0.008515119552612305,0.0
ZKC,22,greedy_redux,6.031990051269531e-05,784.0
NK,27,solve_ftapas_50,0.04573488235473633,0.0
ZKC,25,solve_ftapas_30,0.07035636901855469,1638.0
ZKC,25,greedy_simple,5.125999450683594e-05,4936.0
ZKC,20,greedy_simple,4.2438507080078125e-05,2306.0
NK,22,greedy_simple,4.38690185546875e-05,0.0
NK,27,dynamic_cost,0.03896951675415039,0.0
NK,22,solve_ftapas_15,0.09652256965637207,0.0
ZKW,4,greedy_simple,1.9550323486328125e-05,27.0
ZKW,22,branch_bound,0.00902557373046875,0.0
ZKW,15,greedy_simple,4.482269287109375e-05,185.0
ZKW,4,greedy_simple,7.033348083496094e-05,185.0
ZKC,15,greedy_redux,5.650520324707031e-05,1813.0
ZKC,15,solve_ftapas_70,0.0061609745025634766,975.0
NK,4,solve_ftapas_50,0.00034046173095703125,0.0
NK,22,greedy_redux,6.103515625e-05,0.0
ZKC,15,solve_ftapas_70,0.006142616271972656,72.0
NK,4,solve_ftapas_50,0.0004286766052246094,0.0
ZKW,10,solve_ftapas_30,0.002437591552734375,28.0
ZKC,10,dynamic_weight,0.13094568252563477,1956.0
NK,15,solve_ftapas_15,0.03402400016784668,0.0
NK,25,greedy_simple,5.650520324707031e-05,386.0
NK,25,dynamic_weight,1.7148704528808594,0.0
NK,4,dynamic_cost,3.123283386230469e-05,0.0
ZKW,25,solve_ftapas_70,0.0182034969329834,14.0
ZKW,4,dynamic_cost,5.269050598144531e-05,0.0
ZKC,4,greedy_redux,2.5510787963867188e-05,178.0
NK,15,branch_bound,0.022849082946777344,0.0
NK,25,greedy_simple,5.1021575927734375e-05,0.0
ZKC,27,greedy_simple,5.507469177246094e-05,1158.0
ZKC,4,solve_ftapas_15,0.0006277561187744141,0.0
NK,15,solve_ftapas_30,0.017773151397705078,0.0
ZKW,10,solve_ftapas_30,0.00133514404296875,2442.0
ZKW,4,greedy_simple,2.1219253540039062e-05,1800.0
NK,22,greedy_simple,4.5299530029296875e-05,356.0
NK,4,branch_bound,0.0001285076141357422,0.0
NK,25,solve_ftapas_70,0.03447556495666504,8.0
ZKW,4,dynamic_weight,0.03036022186279297,0.0
ZKC,15,dynamic_cost,0.010411977767944336,3752.0
ZKC,25,solve_ftapas_50,0.04839491844177246,1990.0
ZKC,15,solve_ftapas_70,0.007016181945800781,2546.0
NK,20,solve_ftapas_50,0.015125036239624023,7.0
ZKW,4,greedy_simple,2.3603439331054688e-05,106.0
ZKC,22,dynamic_weight,1.5561785697937012,1551.0
ZKC,10,branch_bound,0.002570629119873047,1643.0
ZKC,10,greedy_simple,3.504753112792969e-05,457.0
ZKC,10,dynamic_cost,0.001800537109375,1845.0
ZKC,27,dynamic_cost,0.0655057430267334,5582.0
ZKW,10,dynamic_weight,0.41155076026916504,442.0
NK,10,greedy_simple,4.506111145019531e-05,0.0
ZKC,22,solve_ftapas_50,0.028987407684326172,2327.0
ZKW,4,solve_ftapas_70,0.00032401084899902344,0.0
NK,20,dynamic_weight,0.6430821418762207,0.0
ZKC,22,dynamic_cost,0.04549145698547363,397.0
NK,27,greedy_simple,7.462501525878906e-05,20.0
NK,25,dynamic_cost,0.05397653579711914,0.0
ZKW,4,dynamic_cost,4.38690185546875e-05,0.0
ZKC,25,greedy_simple,5.507469177246094e-05,2703.0
NK,4,solve_ftapas_50,0.0003662109375,0.0
NK,20,greedy_simple,5.269050598144531e-05,486.0
NK,22,solve_ftapas_15,0.0731344223022461,0.0
ZKW,4,solve_ftapas_70,0.0003440380096435547,2909.0
NK,20,solve_ftapas_50,0.020723342895507812,0.0
ZKW,10,dynamic_weight,0.21548676490783691,0.0
ZKW,4,branch_bound,0.00016736984252929688,0.0
NK,15,branch_bound,0.014858245849609375,0.0
NK,20,solve_ftapas_30,0.03831839561462402,0.0
ZKW,10,solve_ftapas_50,0.0022962093353271484,489.0
ZKC,15,branch_bound,0.05469226837158203,459.0
ZKC,27,dynamic_cost,0.48175907135009766,491.0
ZKC,10,dynamic_weight,0.17985033988952637,3393.0
ZKC,25,greedy_simple,7.152557373046875e-05,378.0
ZKC,20,solve_ftapas_30,0.03150439262390137,2663.0
NK,15,solve_ftapas_30,0.010428905487060547,0.0
ZKW,4,branch_bound,0.0002193450927734375,0.0
ZKC,25,dynamic_weight,1.741393804550171,2159.0
NK,10,greedy_redux,4.553794860839844e-05,80.0
NK,25,solve_ftapas_70,0.02812027931213379,261.0
NK,10,solve_ftapas_70,0.0018112659454345703,0.0
NK,20,solve_ftapas_15,0.02721881866455078,0.0
ZKC,15,solve_ftapas_50,0.009022951126098633,1063.0
ZKW,22,branch_bound,0.09894132614135742,0.0
ZKC,4,solve_ftapas_30,0.00028967857360839844,0.0
ZKC,22,dynamic_weight,1.2095446586608887,4629.0
ZKC,4,greedy_simple,1.9550323486328125e-05,204.0
ZKW,4,solve_ftapas_15,0.0005695819854736328,0.0
NK,22,solve_ftapas_15,0.03957104682922363,0.0
ZKC,10,solve_ftapas_30,0.002640247344970703,435.0
NK,10,solve_ftapas_70,0.0022039413452148438,0.0
ZKC,15,dynamic_cost,0.012471914291381836,1679.0
ZKW,4,solve_ftapas_30,0.0003590583801269531,7154.0
ZKC,4,solve_ftapas_30,0.0004737377166748047,0.0
NK,10,solve_ftapas_30,0.0033838748931884766,0.0
ZKC,22,dynamic_weight,0.9987013339996338,1690.0
NK,20,solve_ftapas_15,0.04117441177368164,0.0
ZKC,20,solve_ftapas_50,0.02483677864074707,2953.0
ZKW,4,greedy_redux,4.935264587402344e-05,0.0
NK,10,solve_ftapas_70,0.004633903503417969,0.0
ZKW,22,solve_ftapas_15,0.021862030029296875,0.0
ZKW,4,solve_ftapas_30,0.0012903213500976562,0.0
ZKC,22,greedy_simple,4.649162292480469e-05,1008.0
NK,4,greedy_simple,2.09808349609375e-05,26.0
ZKC,25,solve_ftapas_30,0.04265856742858887,1669.0
NK,15,dynamic_cost,0.00485539436340332,0.0
NK,20,dynamic_weight,0.6907987594604492,0.0
ZKW,4,solve_ftapas_15,0.0007731914520263672,0.0
ZKC,22,dynamic_cost,0.043877363204956055,5677.0
ZKC,22,greedy_simple,5.650520324707031e-05,831.0
NK,27,solve_ftapas_15,0.14435100555419922,0.0
ZKW,4,greedy_redux,6.270408630371094e-05,0.0
ZKC,22,dynamic_weight,0.7449417114257812,3737.0
ZKC,20,solve_ftapas_30,0.04113173484802246,1789.0
NK,10,solve_ftapas_30,0.005007028579711914,0.0
ZKC,25,dynamic_weight,1.5604677200317383,5502.0
NK,15,dynamic_cost,0.009237289428710938,0.0
ZKC,20,dynamic_weight,0.9632871150970459,4974.0
NK,27,branch_bound,5.63568902015686,0.0
ZKC,15,solve_ftapas_50,0.010593175888061523,1565.0
NK,22,solve_ftapas_30,0.022884607315063477,0.0
NK,10,greedy_redux,3.62396240234375e-05,0.0
ZKC,20,greedy_redux,6.914138793945312e-05,1346.0
NK,27,greedy_simple,5.4836273193359375e-05,416.0
ZKW,4,solve_ftapas_30,0.00040078163146972656,0.0
