batch_size,mutation_rate,problem_path,init_type,fitness_type,solved_time
20,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0319.mwcnf,uniform,correct_count,0.06010890007019043
640,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0906.mwcnf,uniform,sum_or_nothing,0.3925142288208008
5,0.16,data/wuf-N1/wuf20-78-N1/wuf20-076.mwcnf,allfalse,sum_or_nothing,0.17412161827087402
10,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0480.mwcnf,allfalse,correct_count,0.16089344024658203
640,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0407.mwcnf,uniform,correct_count,0.4896366596221924
5,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0367.mwcnf,uniform,sum_or_nothing,0.23141050338745117
640,0.0,data/wuf-N1/wuf20-78-N1/wuf20-093.mwcnf,uniform,correct_count,0.49517130851745605
40,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0443.mwcnf,uniform,correct_count,0.12187504768371582
40,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0345.mwcnf,uniform,correct_count,0.14742016792297363
320,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0572.mwcnf,uniform,sum_or_nothing,0.27409815788269043
160,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0464.mwcnf,uniform,correct_count,0.5968160629272461
10,0.08,data/wuf-N1/wuf20-78-N1/wuf20-068.mwcnf,allfalse,correct_count,0.06158113479614258
640,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0425.mwcnf,allfalse,correct_count,0.6408569812774658
160,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0734.mwcnf,uniform,sum_or_nothing,0.12091350555419922
40,0.32,data/wuf-N1/wuf20-78-N1/wuf20-095.mwcnf,allfalse,sum_or_nothing,0.7027957439422607
40,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0551.mwcnf,allfalse,sum_or_nothing,0.16259503364562988
1280,0.0,data/wuf-N1/wuf20-78-N1/wuf20-092.mwcnf,uniform,sum_or_nothing,0.6617541313171387
40,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0252.mwcnf,allfalse,correct_count,0.18474555015563965
40,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0104.mwcnf,uniform,correct_count,0.16216683387756348
1280,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0594.mwcnf,uniform,sum_or_nothing,0.4865608215332031
640,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0345.mwcnf,uniform,sum_or_nothing,0.25906991958618164
80,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0717.mwcnf,allfalse,sum_or_nothing,0.11144900321960449
640,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0717.mwcnf,uniform,sum_or_nothing,0.24880146980285645
320,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0699.mwcnf,uniform,sum_or_nothing,0.8876564502716064
1280,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0856.mwcnf,uniform,sum_or_nothing,0.43912243843078613
160,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0868.mwcnf,uniform,correct_count,0.11067605018615723
1280,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0662.mwcnf,uniform,correct_count,1.129417896270752
1280,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0620.mwcnf,allfalse,correct_count,1.2348694801330566
1280,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0346.mwcnf,allfalse,correct_count,1.2530241012573242
5,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0892.mwcnf,uniform,sum_or_nothing,1.3383455276489258
320,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0379.mwcnf,allfalse,correct_count,1.3500640392303467
5,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0682.mwcnf,uniform,correct_count,0.017972946166992188
40,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0263.mwcnf,uniform,sum_or_nothing,0.0793604850769043
640,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0701.mwcnf,uniform,sum_or_nothing,0.43307018280029297
20,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0752.mwcnf,uniform,correct_count,0.04799008369445801
160,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0516.mwcnf,uniform,sum_or_nothing,0.5962762832641602
160,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0841.mwcnf,allfalse,correct_count,1.1390862464904785
1280,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0561.mwcnf,uniform,sum_or_nothing,0.6920454502105713
1280,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0359.mwcnf,uniform,correct_count,1.0782992839813232
320,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0594.mwcnf,allfalse,correct_count,1.1227898597717285
320,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0263.mwcnf,allfalse,correct_count,1.8816213607788086
1280,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0827.mwcnf,uniform,sum_or_nothing,0.49535202980041504
320,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0314.mwcnf,uniform,sum_or_nothing,0.13723349571228027
640,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0115.mwcnf,allfalse,correct_count,1.7361350059509277
640,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0907.mwcnf,allfalse,sum_or_nothing,0.4756741523742676
1280,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0917.mwcnf,uniform,sum_or_nothing,0.4370543956756592
5,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0138.mwcnf,uniform,sum_or_nothing,2.3666012287139893
1280,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0651.mwcnf,allfalse,correct_count,0.9837465286254883
80,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0936.mwcnf,uniform,correct_count,0.05665421485900879
1280,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0104.mwcnf,uniform,correct_count,0.9952142238616943
1280,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0526.mwcnf,uniform,sum_or_nothing,1.518681287765503
640,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0115.mwcnf,allfalse,sum_or_nothing,1.8762195110321045
10,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0183.mwcnf,allfalse,sum_or_nothing,
20,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0443.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0841.mwcnf,uniform,correct_count,
80,0.0,data/wuf-N1/wuf20-78-N1/wuf20-057.mwcnf,allfalse,correct_count,
160,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0512.mwcnf,allfalse,correct_count,0.8392391204833984
20,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0567.mwcnf,allfalse,correct_count,0.2272942066192627
320,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0394.mwcnf,allfalse,correct_count,
80,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0832.mwcnf,allfalse,correct_count,0.06538629531860352
160,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0138.mwcnf,allfalse,correct_count,
20,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0964.mwcnf,allfalse,sum_or_nothing,
320,0.01,data/wuf-N1/wuf20-78-N1/wuf20-090.mwcnf,uniform,sum_or_nothing,0.12384676933288574
20,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0219.mwcnf,uniform,correct_count,0.08828234672546387
80,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0651.mwcnf,allfalse,sum_or_nothing,
80,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0104.mwcnf,uniform,sum_or_nothing,0.04611992835998535
160,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0524.mwcnf,allfalse,correct_count,0.8696441650390625
10,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0478.mwcnf,allfalse,correct_count,0.15408682823181152
5,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0379.mwcnf,allfalse,sum_or_nothing,
80,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0658.mwcnf,uniform,correct_count,0.8359787464141846
80,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0561.mwcnf,allfalse,sum_or_nothing,
20,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0368.mwcnf,uniform,correct_count,0.05719113349914551
1280,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0519.mwcnf,allfalse,correct_count,
640,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0478.mwcnf,allfalse,sum_or_nothing,
20,0.0,data/wuf-N1/wuf20-78-N1/wuf20-090.mwcnf,uniform,sum_or_nothing,0.015349149703979492
5,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0418.mwcnf,allfalse,correct_count,0.14425158500671387
10,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0600.mwcnf,uniform,correct_count,0.09872174263000488
20,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0551.mwcnf,uniform,correct_count,0.025183916091918945
10,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0257.mwcnf,uniform,sum_or_nothing,
640,0.01,data/wuf-N1/wuf20-78-N1/wuf20-095.mwcnf,allfalse,correct_count,
320,0.04,data/wuf-N1/wuf20-78-N1/wuf20-068.mwcnf,allfalse,sum_or_nothing,
20,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0183.mwcnf,allfalse,sum_or_nothing,
20,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0371.mwcnf,allfalse,correct_count,
40,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0104.mwcnf,allfalse,correct_count,0.24161458015441895
80,0.32,data/wuf-N1/wuf20-78-N1/wuf20-093.mwcnf,allfalse,sum_or_nothing,0.060744524002075195
80,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0106.mwcnf,allfalse,correct_count,
160,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0752.mwcnf,uniform,sum_or_nothing,0.3032057285308838
40,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0572.mwcnf,uniform,sum_or_nothing,
160,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0658.mwcnf,uniform,correct_count,0.5823240280151367
1280,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0345.mwcnf,uniform,sum_or_nothing,0.6905121803283691
640,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0300.mwcnf,allfalse,sum_or_nothing,0.24925804138183594
1280,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0371.mwcnf,allfalse,correct_count,
40,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0456.mwcnf,uniform,correct_count,0.20248198509216309
1280,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0521.mwcnf,uniform,sum_or_nothing,0.5438888072967529
10,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0416.mwcnf,uniform,correct_count,0.09186506271362305
20,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0176.mwcnf,allfalse,correct_count,0.061449289321899414
10,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0454.mwcnf,allfalse,correct_count,0.05454397201538086
5,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0841.mwcnf,allfalse,sum_or_nothing,
640,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0371.mwcnf,uniform,sum_or_nothing,0.6189720630645752
320,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0977.mwcnf,allfalse,sum_or_nothing,
10,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0986.mwcnf,allfalse,sum_or_nothing,0.3085622787475586
80,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0192.mwcnf,uniform,sum_or_nothing,0.13423991203308105
320,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0139.mwcnf,allfalse,correct_count,0.8200767040252686
20,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0492.mwcnf,uniform,correct_count,0.04582405090332031
5,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0856.mwcnf,uniform,sum_or_nothing,
1280,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0561.mwcnf,uniform,correct_count,0.9127750396728516
20,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0319.mwcnf,allfalse,correct_count,0.13426899909973145
80,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0953.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0701.mwcnf,allfalse,correct_count,
20,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0242.mwcnf,uniform,correct_count,0.3378944396972656
40,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0113.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0407.mwcnf,allfalse,sum_or_nothing,
640,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0562.mwcnf,uniform,correct_count,0.5630679130554199
320,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0953.mwcnf,allfalse,correct_count,0.187849760055542
1280,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0138.mwcnf,uniform,sum_or_nothing,0.9576568603515625
40,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0115.mwcnf,allfalse,sum_or_nothing,
80,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0701.mwcnf,allfalse,sum_or_nothing,0.20768427848815918
20,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0562.mwcnf,allfalse,correct_count,0.7127273082733154
160,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0264.mwcnf,uniform,sum_or_nothing,0.7218389511108398
80,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0613.mwcnf,uniform,correct_count,0.12093162536621094
20,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0562.mwcnf,allfalse,sum_or_nothing,
10,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0320.mwcnf,allfalse,correct_count,0.08404016494750977
1280,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0613.mwcnf,uniform,sum_or_nothing,0.5224590301513672
640,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0183.mwcnf,uniform,correct_count,0.5376760959625244
320,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0639.mwcnf,uniform,correct_count,0.3189585208892822
1280,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0827.mwcnf,uniform,sum_or_nothing,0.47631216049194336
20,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0649.mwcnf,uniform,sum_or_nothing,0.007976293563842773
5,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0113.mwcnf,allfalse,sum_or_nothing,
20,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0231.mwcnf,uniform,sum_or_nothing,0.1328587532043457
320,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0121.mwcnf,allfalse,sum_or_nothing,
80,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0456.mwcnf,uniform,sum_or_nothing,0.11815428733825684
10,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0964.mwcnf,uniform,sum_or_nothing,1.4725863933563232
1280,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0676.mwcnf,uniform,correct_count,0.903606653213501
20,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0567.mwcnf,uniform,sum_or_nothing,0.007527589797973633
20,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0594.mwcnf,allfalse,correct_count,0.1264340877532959
640,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0699.mwcnf,allfalse,sum_or_nothing,
640,0.08,data/wuf-N1/wuf20-78-N1/wuf20-092.mwcnf,allfalse,correct_count,2.0358126163482666
80,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0359.mwcnf,allfalse,correct_count,0.18193316459655762
1280,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0314.mwcnf,uniform,sum_or_nothing,0.4230310916900635
1280,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0263.mwcnf,uniform,sum_or_nothing,0.48403453826904297
160,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0964.mwcnf,uniform,correct_count,0.1459064483642578
40,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0649.mwcnf,allfalse,correct_count,0.17719197273254395
160,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0320.mwcnf,uniform,correct_count,0.12673640251159668
80,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0977.mwcnf,uniform,sum_or_nothing,
10,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0478.mwcnf,allfalse,sum_or_nothing,
640,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0379.mwcnf,allfalse,correct_count,
40,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0176.mwcnf,allfalse,sum_or_nothing,
5,0.01,data/wuf-N1/wuf20-78-N1/wuf20-013.mwcnf,uniform,correct_count,
40,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0130.mwcnf,allfalse,correct_count,0.18261384963989258
10,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0368.mwcnf,uniform,sum_or_nothing,
10,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0104.mwcnf,allfalse,correct_count,0.07509827613830566
640,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0977.mwcnf,allfalse,correct_count,3.140608072280884
5,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0524.mwcnf,allfalse,sum_or_nothing,
160,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0126.mwcnf,uniform,correct_count,0.4878106117248535
10,0.0,data/wuf-N1/wuf20-78-N1/wuf20-036.mwcnf,uniform,correct_count,
80,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0708.mwcnf,uniform,correct_count,0.11924958229064941
5,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0300.mwcnf,allfalse,sum_or_nothing,
80,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0368.mwcnf,allfalse,correct_count,0.24382591247558594
1280,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0561.mwcnf,allfalse,sum_or_nothing,
160,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0314.mwcnf,allfalse,sum_or_nothing,
20,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0418.mwcnf,uniform,correct_count,0.045310258865356445
640,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0456.mwcnf,uniform,sum_or_nothing,0.2334153652191162
40,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0736.mwcnf,uniform,sum_or_nothing,0.09084200859069824
1280,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0635.mwcnf,uniform,sum_or_nothing,0.4841747283935547
40,0.01,data/wuf-N1/wuf20-78-N1/wuf20-048.mwcnf,uniform,sum_or_nothing,
160,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0519.mwcnf,allfalse,correct_count,1.1571648120880127
20,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0263.mwcnf,allfalse,correct_count,0.12210702896118164
160,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0982.mwcnf,allfalse,correct_count,
10,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0856.mwcnf,allfalse,correct_count,0.032217979431152344
80,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0692.mwcnf,uniform,sum_or_nothing,0.11748647689819336
40,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0964.mwcnf,allfalse,sum_or_nothing,
160,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0856.mwcnf,allfalse,sum_or_nothing,0.05876588821411133
40,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0789.mwcnf,allfalse,sum_or_nothing,
1280,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0755.mwcnf,allfalse,correct_count,1.8594355583190918
80,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0371.mwcnf,allfalse,sum_or_nothing,2.648014545440674
5,0.01,data/wuf-N1/wuf20-78-N1/wuf20-076.mwcnf,allfalse,sum_or_nothing,
320,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0961.mwcnf,uniform,sum_or_nothing,0.5916669368743896
80,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0115.mwcnf,uniform,correct_count,0.2410140037536621
20,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0789.mwcnf,uniform,sum_or_nothing,
5,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0907.mwcnf,allfalse,correct_count,0.007378339767456055
20,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0594.mwcnf,uniform,sum_or_nothing,0.4902646541595459
10,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0489.mwcnf,allfalse,correct_count,0.10084080696105957
80,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0316.mwcnf,allfalse,correct_count,0.241485595703125
10,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0551.mwcnf,allfalse,correct_count,0.04608654975891113
40,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0231.mwcnf,uniform,sum_or_nothing,
320,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0454.mwcnf,uniform,sum_or_nothing,0.35685110092163086
160,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0242.mwcnf,uniform,correct_count,0.4112668037414551
80,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0345.mwcnf,uniform,correct_count,0.06334233283996582
1280,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0320.mwcnf,allfalse,sum_or_nothing,
20,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0113.mwcnf,uniform,sum_or_nothing,
320,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0674.mwcnf,uniform,correct_count,0.5711066722869873
1280,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0692.mwcnf,allfalse,sum_or_nothing,
640,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0674.mwcnf,uniform,correct_count,0.6127760410308838
640,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0526.mwcnf,uniform,sum_or_nothing,0.6339783668518066
10,0.32,data/wuf-N1/wuf20-78-N1/wuf20-036.mwcnf,allfalse,sum_or_nothing,1.386610984802246
5,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0666.mwcnf,allfalse,sum_or_nothing,0.1000223159790039
5,0.08,data/wuf-N1/wuf20-78-N1/wuf20-093.mwcnf,uniform,correct_count,0.06689882278442383
1280,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0113.mwcnf,uniform,sum_or_nothing,0.72554612159729
10,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0651.mwcnf,allfalse,correct_count,0.13344597816467285
80,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0548.mwcnf,allfalse,sum_or_nothing,
80,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0183.mwcnf,uniform,correct_count,0.4872298240661621
80,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0263.mwcnf,allfalse,correct_count,0.25557422637939453
40,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0160.mwcnf,allfalse,sum_or_nothing,
40,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0219.mwcnf,allfalse,correct_count,0.26274561882019043
5,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0676.mwcnf,uniform,correct_count,0.01392364501953125
1280,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0160.mwcnf,uniform,sum_or_nothing,0.6151399612426758
320,0.04,data/wuf-N1/wuf20-78-N1/wuf20-0666.mwcnf,allfalse,correct_count,0.9393858909606934
80,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0714.mwcnf,uniform,sum_or_nothing,0.11903262138366699
320,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0333.mwcnf,allfalse,correct_count,0.91359543800354
640,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0832.mwcnf,allfalse,correct_count,
5,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0263.mwcnf,uniform,sum_or_nothing,
80,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0192.mwcnf,allfalse,correct_count,
20,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0283.mwcnf,allfalse,sum_or_nothing,
640,0.01,data/wuf-N1/wuf20-78-N1/wuf20-0192.mwcnf,uniform,correct_count,0.547161340713501
640,0.02,data/wuf-N1/wuf20-78-N1/wuf20-0551.mwcnf,uniform,sum_or_nothing,0.3494107723236084
640,0.32,data/wuf-N1/wuf20-78-N1/wuf20-0953.mwcnf,uniform,correct_count,0.5556480884552002
5,0.16,data/wuf-N1/wuf20-78-N1/wuf20-0953.mwcnf,allfalse,correct_count,0.01188969612121582
160,0.0,data/wuf-N1/wuf20-78-N1/wuf20-0526.mwcnf,uniform,sum_or_nothing,
5,0.08,data/wuf-N1/wuf20-78-N1/wuf20-0183.mwcnf,allfalse,sum_or_nothing,2.835738182067871
