target,best_score,batch_size,mutation_rate
41567,41479,40,0.02
13813,13813,40,0.02
33621,33621,40,0.02
43182,43182,40,0.02
43222,43095,40,0.02
45967,45967,40,0.02
46847,46847,40,0.02
59121,59121,40,0.02
25679,25491,40,0.02
43413,43413,40,0.02
37444,37125,40,0.02
47488,47488,40,0.02
50757,50757,40,0.02
40704,40704,40,0.02
45571,45452,40,0.02
18186,17997,40,0.02
41596,41224,40,0.02
55841,55841,40,0.02
31840,31830,40,0.02
43131,43131,40,0.02
38758,38758,40,0.02
43208,43208,40,0.02
50742,50742,40,0.02
45119,45119,40,0.02
53207,53207,40,0.02
39321,39321,40,0.02
46883,46883,40,0.02
50603,50603,40,0.02
33666,33666,40,0.02
43343,43343,40,0.02
18007,18007,40,0.02
52258,52258,40,0.02
27772,27637,40,0.02
55122,55122,40,0.02
56332,56332,40,0.02
51393,51393,40,0.02
19901,19901,40,0.02
53330,53330,40,0.02
15470,15470,40,0.02
34572,34572,40,0.02
25628,25628,40,0.02
38667,37828,40,0.04
44321,43355,40,0.04
48073,47862,40,0.04
49784,49784,40,0.04
35770,34850,40,0.04
45176,44200,40,0.04
50428,50148,40,0.04
47153,47153,40,0.04
13813,13813,40,0.04
39180,37893,40,0.04
41567,40656,40,0.04
33621,32462,40,0.04
43182,41219,40,0.04
43222,42614,40,0.04
46847,46588,40,0.04
45967,45320,40,0.04
59121,57892,40,0.04
25679,25260,40,0.04
43413,43224,40,0.04
37444,36909,40,0.04
47488,46973,40,0.04
50757,50134,40,0.04
40704,39533,40,0.04
45571,44818,40,0.04
18186,18001,40,0.04
41596,40445,40,0.04
55841,55775,40,0.04
31840,31173,40,0.04
43131,42133,40,0.04
38758,37954,40,0.04
50742,50627,40,0.04
43208,43088,40,0.04
45119,44693,40,0.04
53207,53161,40,0.04
39321,39129,40,0.04
46883,46883,40,0.04
33666,32804,40,0.04
50603,50603,40,0.04
43343,42624,40,0.04
18007,17826,40,0.04
52258,52258,40,0.04
27772,27132,40,0.04
55122,54462,40,0.04
51393,51143,40,0.04
56332,56332,40,0.04
19901,19901,40,0.04
53330,52794,40,0.04
15470,15470,40,0.04
34572,33847,40,0.04
25628,25407,40,0.04
38667,36632,40,0.08
44321,41293,40,0.08
48073,46558,40,0.08
49784,49546,40,0.08
35770,32809,40,0.08
45176,41857,40,0.08
50428,48785,40,0.08
47153,47013,40,0.08
39180,37244,40,0.08
41567,39733,40,0.08
13813,13813,40,0.08
33621,31855,40,0.08
43182,40750,40,0.08
45967,45119,40,0.08
43222,40511,40,0.08
46847,44157,40,0.08
59121,55379,40,0.08
25679,23741,40,0.08
43413,42071,40,0.08
37444,35582,40,0.08
47488,46783,40,0.08
50757,48780,40,0.08
40704,39260,40,0.08
45571,42797,40,0.08
18186,18186,40,0.08
41596,39371,40,0.08
55841,54552,40,0.08
31840,29577,40,0.08
43131,40034,40,0.08
38758,36738,40,0.08
43208,41947,40,0.08
50742,48819,40,0.08
45119,43219,40,0.08
53207,52151,40,0.08
39321,37311,40,0.08
33666,31371,40,0.08
46883,46883,40,0.08
50603,49158,40,0.08
18007,18007,40,0.08
43343,41323,40,0.08
52258,50711,40,0.08
27772,26315,40,0.08
55122,54037,40,0.08
51393,50332,40,0.08
56332,55046,40,0.08
19901,19901,40,0.08
53330,51575,40,0.08
15470,15470,40,0.08
34572,32584,40,0.08
25628,24369,40,0.08
38667,34480,40,0.16
44321,40113,40,0.16
48073,44035,40,0.16
49784,49149,40,0.16
35770,32985,40,0.16
50428,45466,40,0.16
47153,47153,40,0.16
45176,41544,40,0.16
39180,34747,40,0.16
41567,39301,40,0.16
13813,12914,40,0.16
43182,37814,40,0.16
45967,42989,40,0.16
33621,30919,40,0.16
43222,38697,40,0.16
46847,42982,40,0.16
59121,52831,40,0.16
25679,24185,40,0.16
43413,41979,40,0.16
37444,33051,40,0.16
47488,44743,40,0.16
50757,47140,40,0.16
40704,35994,40,0.16
18186,17409,40,0.16
45571,39134,40,0.16
41596,38381,40,0.16
31840,28342,40,0.16
55841,54041,40,0.16
43131,37760,40,0.16
38758,35477,40,0.16
50742,49776,40,0.16
43208,41766,40,0.16
45119,42054,40,0.16
46883,46883,40,0.16
53207,51075,40,0.16
39321,35112,40,0.16
33666,30549,40,0.16
50603,48245,40,0.16
43343,39833,40,0.16
18007,16530,40,0.16
27772,25802,40,0.16
55122,52497,40,0.16
52258,50344,40,0.16
51393,49508,40,0.16
19901,18391,40,0.16
56332,55881,40,0.16
53330,49216,40,0.16
15470,15310,40,0.16
25628,23915,40,0.16
34572,34105,40,0.16
38667,33893,40,0.32
48073,45210,40,0.32
44321,38525,40,0.32
49784,49784,40,0.32
35770,32758,40,0.32
45176,39297,40,0.32
50428,43203,40,0.32
47153,47153,40,0.32
39180,34147,40,0.32
41567,37471,40,0.32
13813,7177,40,0.32
43182,36919,40,0.32
33621,30731,40,0.32
45967,41892,40,0.32
43222,39322,40,0.32
59121,53458,40,0.32
46847,42364,40,0.32
25679,22933,40,0.32
37444,34598,40,0.32
43413,42707,40,0.32
47488,45021,40,0.32
50757,46879,40,0.32
40704,36202,40,0.32
45571,39150,40,0.32
18186,7569,40,0.32
41596,35921,40,0.32
55841,53076,40,0.32
31840,27624,40,0.32
43131,37505,40,0.32
38758,33977,40,0.32
43208,41417,40,0.32
50742,48084,40,0.32
45119,41606,40,0.32
53207,49557,40,0.32
39321,34295,40,0.32
46883,46883,40,0.32
33666,29720,40,0.32
50603,49577,40,0.32
43343,38367,40,0.32
18007,11808,40,0.32
52258,49014,40,0.32
27772,24556,40,0.32
55122,52840,40,0.32
51393,50698,40,0.32
56332,55497,40,0.32
19901,11663,40,0.32
53330,50230,40,0.32
15470,8173,40,0.32
34572,30597,40,0.32
25628,22373,40,0.32
38667,38438,80,0.0
44321,44065,80,0.0
48073,47929,80,0.0
35770,35003,80,0.0
49784,49671,80,0.0
45176,45176,80,0.0
50428,49944,80,0.0
47153,47153,80,0.0
39180,37962,80,0.0
41567,41396,80,0.0
13813,13252,80,0.0
33621,32035,80,0.0
43182,42835,80,0.0
45967,45810,80,0.0
43222,43056,80,0.0
46847,46681,80,0.0
59121,57845,80,0.0
25679,25138,80,0.0
43413,43384,80,0.0
37444,36346,80,0.0
47488,47488,80,0.0
40704,40259,80,0.0
50757,50348,80,0.0
45571,45113,80,0.0
18186,17615,80,0.0
41596,40907,80,0.0
55841,55775,80,0.0
31840,31840,80,0.0
43131,42613,80,0.0
38758,37984,80,0.0
43208,43088,80,0.0
45119,45119,80,0.0
39321,38304,80,0.0
50742,50742,80,0.0
53207,53207,80,0.0
46883,46883,80,0.0
33666,33157,80,0.0
50603,50491,80,0.0
27772,27037,80,0.0
43343,43015,80,0.0
18007,15866,80,0.0
52258,51924,80,0.0
55122,54730,80,0.0
51393,51393,80,0.0
56332,56332,80,0.0
15470,15051,80,0.0
19901,19623,80,0.0
53330,53023,80,0.0
34572,33938,80,0.0
25628,24715,80,0.0
38667,38250,80,0.01
44321,44321,80,0.01
35770,35723,80,0.01
48073,48073,80,0.01
49784,49784,80,0.01
45176,45176,80,0.01
50428,50247,80,0.01
47153,47153,80,0.01
39180,39180,80,0.01
13813,13813,80,0.01
41567,41567,80,0.01
33621,33621,80,0.01
43182,43100,80,0.01
45967,45810,80,0.01
43222,43095,80,0.01
46847,46847,80,0.01
59121,59121,80,0.01
25679,25679,80,0.01
37444,37057,80,0.01
43413,43413,80,0.01
47488,47488,80,0.01
50757,50757,80,0.01
40704,40704,80,0.01
41596,41245,80,0.01
18186,18186,80,0.01
45571,45476,80,0.01
55841,55841,80,0.01
31840,31701,80,0.01
43131,43017,80,0.01
38758,38758,80,0.01
50742,50742,80,0.01
45119,45119,80,0.01
43208,43208,80,0.01
53207,53207,80,0.01
39321,39321,80,0.01
46883,46883,80,0.01
33666,33666,80,0.01
50603,50603,80,0.01
43343,43192,80,0.01
18007,18007,80,0.01
52258,52258,80,0.01
27772,27666,80,0.01
55122,55122,80,0.01
51393,51393,80,0.01
56332,56332,80,0.01
19901,19643,80,0.01
53330,53330,80,0.01
15470,15373,80,0.01
34572,34523,80,0.01
25628,25505,80,0.01
48073,48073,80,0.02
38667,38667,80,0.02
35770,35770,80,0.02
49784,49784,80,0.02
44321,44071,80,0.02
45176,45176,80,0.02
50428,50428,80,0.02
41567,41396,80,0.02
47153,47153,80,0.02
39180,39180,80,0.02
13813,13813,80,0.02
33621,32644,80,0.02
43182,43182,80,0.02
45967,45967,80,0.02
43222,43222,80,0.02
46847,46847,80,0.02
25679,25526,80,0.02
59121,59121,80,0.02
43413,43413,80,0.02
37444,37444,80,0.02
47488,47488,80,0.02
50757,50757,80,0.02
18186,18186,80,0.02
40704,40704,80,0.02
45571,45571,80,0.02
41596,41596,80,0.02
55841,55841,80,0.02
31840,31840,80,0.02
50742,50742,80,0.02
43131,43131,80,0.02
43208,43208,80,0.02
45119,45119,80,0.02
38758,38758,80,0.02
53207,53207,80,0.02
39321,39321,80,0.02
46883,46883,80,0.02
43343,43343,80,0.02
18007,18007,80,0.02
50603,50603,80,0.02
33666,33666,80,0.02
52258,52258,80,0.02
27772,27467,80,0.02
55122,55122,80,0.02
51393,51393,80,0.02
56332,56332,80,0.02
19901,19901,80,0.02
53330,53330,80,0.02
15470,15470,80,0.02
34572,34551,80,0.02
25628,25505,80,0.02
38667,38029,80,0.04
44321,43512,80,0.04
48073,47790,80,0.04
49784,49671,80,0.04
35770,34545,80,0.04
45176,44294,80,0.04
50428,49793,80,0.04
41567,41232,80,0.04
39180,38458,80,0.04
47153,47153,80,0.04
13813,13813,80,0.04
43182,41810,80,0.04
33621,32241,80,0.04
45967,45786,80,0.04
25679,25000,80,0.04
46847,46028,80,0.04
43222,42097,80,0.04
59121,57860,80,0.04
43413,43384,80,0.04
37444,36212,80,0.04
47488,47221,80,0.04
40704,39543,80,0.04
45571,45041,80,0.04
50757,50062,80,0.04
18186,18186,80,0.04
41596,40295,80,0.04
55841,55192,80,0.04
31840,30999,80,0.04
43208,43208,80,0.04
43131,41886,80,0.04
50742,50456,80,0.04
38758,38492,80,0.04
45119,45119,80,0.04
53207,52941,80,0.04
33666,32944,80,0.04
39321,38672,80,0.04
43343,42626,80,0.04
50603,50477,80,0.04
46883,46883,80,0.04
18007,17826,80,0.04
52258,51982,80,0.04
27772,27357,80,0.04
56332,56332,80,0.04
19901,19901,80,0.04
55122,54824,80,0.04
51393,51190,80,0.04
53330,52613,80,0.04
15470,15470,80,0.04
34572,33809,80,0.04
25628,25407,80,0.04
38667,37471,80,0.08
48073,46421,80,0.08
44321,42174,80,0.08
35770,33837,80,0.08
49784,49659,80,0.08
45176,41801,80,0.08
39180,37046,80,0.08
50428,47914,80,0.08
47153,47153,80,0.08
41567,39246,80,0.08
13813,13813,80,0.08
33621,30567,80,0.08
43182,39972,80,0.08
45967,45765,80,0.08
43222,40374,80,0.08
46847,44421,80,0.08
59121,55062,80,0.08
25679,24163,80,0.08
43413,43384,80,0.08
37444,34952,80,0.08
47488,46630,80,0.08
50757,48473,80,0.08
40704,38367,80,0.08
45571,41460,80,0.08
18186,17996,80,0.08
41596,40081,80,0.08
55841,53749,80,0.08
31840,30738,80,0.08
38758,36983,80,0.08
43131,41366,80,0.08
43208,41269,80,0.08
50742,49843,80,0.08
45119,43611,80,0.08
53207,52321,80,0.08
39321,37160,80,0.08
33666,32017,80,0.08
46883,46883,80,0.08
50603,48852,80,0.08
43343,41650,80,0.08
18007,18007,80,0.08
52258,51368,80,0.08
55122,53120,80,0.08
27772,25931,80,0.08
51393,50213,80,0.08
56332,55461,80,0.08
19901,19643,80,0.08
53330,50741,80,0.08
15470,15470,80,0.08
34572,32544,80,0.08
38667,35441,80,0.16
25628,25073,80,0.08
44321,42279,80,0.16
48073,44690,80,0.16
49784,49068,80,0.16
35770,33274,80,0.16
45176,40341,80,0.16
47153,47153,80,0.16
50428,44590,80,0.16
39180,35396,80,0.16
41567,38037,80,0.16
13813,13027,80,0.16
33621,31071,80,0.16
43182,38727,80,0.16
45967,42362,80,0.16
43222,38393,80,0.16
46847,43252,80,0.16
59121,54167,80,0.16
25679,24396,80,0.16
43413,41932,80,0.16
37444,34378,80,0.16
50757,46691,80,0.16
47488,45448,80,0.16
40704,37422,80,0.16
45571,40004,80,0.16
18186,17269,80,0.16
41596,37501,80,0.16
55841,53365,80,0.16
31840,29026,80,0.16
43131,40214,80,0.16
38758,34556,80,0.16
43208,41229,80,0.16
50742,49650,80,0.16
45119,42430,80,0.16
53207,51085,80,0.16
39321,35294,80,0.16
46883,46883,80,0.16
33666,30676,80,0.16
50603,49341,80,0.16
43343,39883,80,0.16
18007,17604,80,0.16
52258,51302,80,0.16
27772,26325,80,0.16
55122,53096,80,0.16
51393,49310,80,0.16
19901,18396,80,0.16
56332,55497,80,0.16
53330,49737,80,0.16
15470,14442,80,0.16
34572,33785,80,0.16
25628,24878,80,0.16
38667,33255,80,0.32
44321,38603,80,0.32
48073,45018,80,0.32
49784,49563,80,0.32
35770,32274,80,0.32
45176,39599,80,0.32
50428,43811,80,0.32
47153,47153,80,0.32
39180,34215,80,0.32
41567,37304,80,0.32
13813,7017,80,0.32
33621,30411,80,0.32
43182,37415,80,0.32
45967,41858,80,0.32
43222,38428,80,0.32
46847,41465,80,0.32
59121,53577,80,0.32
25679,23139,80,0.32
37444,32935,80,0.32
43413,42006,80,0.32
47488,46546,80,0.32
50757,43597,80,0.32
40704,37230,80,0.32
45571,39377,80,0.32
18186,13525,80,0.32
55841,53065,80,0.32
41596,35991,80,0.32
43131,36586,80,0.32
31840,27715,80,0.32
38758,33542,80,0.32
43208,41473,80,0.32
50742,50276,80,0.32
53207,51363,80,0.32
45119,43104,80,0.32
39321,33978,80,0.32
46883,46883,80,0.32
33666,29320,80,0.32
50603,48830,80,0.32
43343,38425,80,0.32
18007,11934,80,0.32
52258,50411,80,0.32
27772,25134,80,0.32
55122,52698,80,0.32
51393,50741,80,0.32
56332,56132,80,0.32
19901,12616,80,0.32
53330,50025,80,0.32
15470,10921,80,0.32
34572,30849,80,0.32
25628,23000,80,0.32
38667,38667,160,0.0
44321,43969,160,0.0
48073,48073,160,0.0
49784,49784,160,0.0
35770,35723,160,0.0
45176,44363,160,0.0
50428,50428,160,0.0
47153,47153,160,0.0
39180,38719,160,0.0
41567,41431,160,0.0
13813,13252,160,0.0
33621,33158,160,0.0
43182,42917,160,0.0
45967,45810,160,0.0
43222,42825,160,0.0
46847,46808,160,0.0
59121,59121,160,0.0
25679,24994,160,0.0
43413,43367,160,0.0
37444,37269,160,0.0
47488,47488,160,0.0
50757,50113,160,0.0
40704,40097,160,0.0
18186,17996,160,0.0
45571,45245,160,0.0
41596,40873,160,0.0
55841,55841,160,0.0
31840,31647,160,0.0
43131,42573,160,0.0
38758,38354,160,0.0
43208,42974,160,0.0
50742,50742,160,0.0
45119,45119,160,0.0
53207,53207,160,0.0
39321,38513,160,0.0
46883,46883,160,0.0
33666,33031,160,0.0
50603,50603,160,0.0
18007,17467,160,0.0
43343,43184,160,0.0
52258,52258,160,0.0
27772,27479,160,0.0
55122,55004,160,0.0
51393,51393,160,0.0
19901,19623,160,0.0
53330,53330,160,0.0
56332,56332,160,0.0
15470,14296,160,0.0
34572,34202,160,0.0
25628,25628,160,0.0
38667,38667,160,0.01
44321,44321,160,0.01
48073,48073,160,0.01
35770,35723,160,0.01
49784,49784,160,0.01
45176,45176,160,0.01
50428,50428,160,0.01
47153,47153,160,0.01
39180,39106,160,0.01
13813,13813,160,0.01
41567,41567,160,0.01
33621,33621,160,0.01
43182,43182,160,0.01
43222,43056,160,0.01
45967,45967,160,0.01
46847,46847,160,0.01
25679,25679,160,0.01
59121,59121,160,0.01
43413,43413,160,0.01
37444,37269,160,0.01
47488,47488,160,0.01
50757,50757,160,0.01
18186,18186,160,0.01
40704,40704,160,0.01
45571,45571,160,0.01
41596,41596,160,0.01
55841,55841,160,0.01
31840,31840,160,0.01
43131,43131,160,0.01
38758,38758,160,0.01
50742,50742,160,0.01
43208,43208,160,0.01
45119,45119,160,0.01
53207,53207,160,0.01
39321,39321,160,0.01
46883,46883,160,0.01
33666,33666,160,0.01
50603,50603,160,0.01
18007,17826,160,0.01
52258,52258,160,0.01
43343,43343,160,0.01
27772,27772,160,0.01
55122,55122,160,0.01
51393,51393,160,0.01
56332,56332,160,0.01
19901,19901,160,0.01
15470,15470,160,0.01
53330,53330,160,0.01
34572,34572,160,0.01
25628,25628,160,0.01
38667,38667,160,0.02
48073,48073,160,0.02
44321,43969,160,0.02
49784,49784,160,0.02
35770,35770,160,0.02
45176,45176,160,0.02
50428,50428,160,0.02
47153,47153,160,0.02
39180,39106,160,0.02
41567,41567,160,0.02
13813,13813,160,0.02
33621,33621,160,0.02
43182,43182,160,0.02
45967,45967,160,0.02
43222,43095,160,0.02
46847,46847,160,0.02
59121,59121,160,0.02
25679,25645,160,0.02
43413,43413,160,0.02
37444,37443,160,0.02
47488,47488,160,0.02
40704,40558,160,0.02
50757,50757,160,0.02
45571,45571,160,0.02
18186,18186,160,0.02
41596,41238,160,0.02
55841,55841,160,0.02
31840,31840,160,0.02
43131,43131,160,0.02
38758,38718,160,0.02
43208,43208,160,0.02
50742,50742,160,0.02
45119,45119,160,0.02
53207,53207,160,0.02
39321,39253,160,0.02
46883,46883,160,0.02
50603,50603,160,0.02
33666,33666,160,0.02
43343,43343,160,0.02
18007,18007,160,0.02
27772,27612,160,0.02
52258,52258,160,0.02
55122,55122,160,0.02
56332,56332,160,0.02
51393,51393,160,0.02
19901,19901,160,0.02
53330,53330,160,0.02
15470,15470,160,0.02
34572,34572,160,0.02
25628,25628,160,0.02
38667,38531,160,0.04
48073,47621,160,0.04
44321,42995,160,0.04
49784,49767,160,0.04
35770,34246,160,0.04
45176,45060,160,0.04
50428,50428,160,0.04
39180,38452,160,0.04
47153,47153,160,0.04
41567,41441,160,0.04
13813,13680,160,0.04
33621,32654,160,0.04
43182,41987,160,0.04
45967,45516,160,0.04
43222,42398,160,0.04
46847,46291,160,0.04
59121,59121,160,0.04
25679,25070,160,0.04
43413,43266,160,0.04
37444,37242,160,0.04
47488,47257,160,0.04
50757,50179,160,0.04
40704,39868,160,0.04
45571,44793,160,0.04
18186,18186,160,0.04
41596,40266,160,0.04
55841,55651,160,0.04
31840,31046,160,0.04
43131,42221,160,0.04
38758,38170,160,0.04
43208,42906,160,0.04
50742,50742,160,0.04
45119,44544,160,0.04
53207,52905,160,0.04
39321,38302,160,0.04
46883,46883,160,0.04
33666,32864,160,0.04
50603,50247,160,0.04
43343,42850,160,0.04
18007,17826,160,0.04
52258,51895,160,0.04
27772,27224,160,0.04
51393,51190,160,0.04
55122,55004,160,0.04
19901,19643,160,0.04
56332,56132,160,0.04
53330,53005,160,0.04
15470,15373,160,0.04
34572,34207,160,0.04
25628,25224,160,0.04
38667,37893,160,0.08
44321,41778,160,0.08
48073,46994,160,0.08
49784,49563,160,0.08
35770,33431,160,0.08
45176,41680,160,0.08
50428,48167,160,0.08
47153,47153,160,0.08
39180,35838,160,0.08
41567,39872,160,0.08
13813,13252,160,0.08
33621,33112,160,0.08
43182,39953,160,0.08
45967,44442,160,0.08
43222,40839,160,0.08
46847,44792,160,0.08
59121,55140,160,0.08
25679,23877,160,0.08
43413,42613,160,0.08
37444,35403,160,0.08
47488,46438,160,0.08
50757,47699,160,0.08
40704,38219,160,0.08
45571,42758,160,0.08
18186,18186,160,0.08
41596,39389,160,0.08
55841,54555,160,0.08
31840,29704,160,0.08
43131,40268,160,0.08
38758,36118,160,0.08
43208,41894,160,0.08
50742,49829,160,0.08
45119,43752,160,0.08
53207,52941,160,0.08
39321,37025,160,0.08
46883,46883,160,0.08
33666,31653,160,0.08
50603,49275,160,0.08
43343,41230,160,0.08
18007,17826,160,0.08
52258,51483,160,0.08
27772,27049,160,0.08
55122,53618,160,0.08
51393,50198,160,0.08
56332,55353,160,0.08
19901,19901,160,0.08
53330,50601,160,0.08
15470,15470,160,0.08
34572,33626,160,0.08
25628,25407,160,0.08
44321,39816,160,0.16
35770,32085,160,0.16
48073,45770,160,0.16
45176,41080,160,0.16
49784,49671,160,0.16
38667,35150,160,0.16
50428,47613,160,0.16
13813,13557,160,0.16
41567,38412,160,0.16
39180,35099,160,0.16
45967,44774,160,0.16
47153,47153,160,0.16
33621,31084,160,0.16
43182,39664,160,0.16
43222,38661,160,0.16
25679,24508,160,0.16
37444,33569,160,0.16
43413,42383,160,0.16
46847,43221,160,0.16
59121,56398,160,0.16
47488,46154,160,0.16
18186,17839,160,0.16
45571,40031,160,0.16
41596,37443,160,0.16
40704,37299,160,0.16
50757,45693,160,0.16
31840,29257,160,0.16
55841,54081,160,0.16
43131,37890,160,0.16
38758,35627,160,0.16
50742,50456,160,0.16
43208,41722,160,0.16
45119,42192,160,0.16
53207,50490,160,0.16
39321,34564,160,0.16
18007,16659,160,0.16
46883,46883,160,0.16
50603,49345,160,0.16
33666,30627,160,0.16
43343,40791,160,0.16
52258,51813,160,0.16
27772,26501,160,0.16
56332,55466,160,0.16
19901,19623,160,0.16
55122,52883,160,0.16
53330,51243,160,0.16
51393,50481,160,0.16
34572,33616,160,0.16
15470,14390,160,0.16
25628,25049,160,0.16
44321,40488,160,0.32
48073,44678,160,0.32
35770,31921,160,0.32
38667,33937,160,0.32
45176,40136,160,0.32
49784,49767,160,0.32
50428,44123,160,0.32
39180,33421,160,0.32
13813,8308,160,0.32
47153,47153,160,0.32
41567,37586,160,0.32
43182,39143,160,0.32
33621,29216,160,0.32
25679,22894,160,0.32
45967,44308,160,0.32
46847,43173,160,0.32
43222,37700,160,0.32
59121,53158,160,0.32
37444,33250,160,0.32
43413,41719,160,0.32
50757,47019,160,0.32
47488,46050,160,0.32
18186,11205,160,0.32
40704,36134,160,0.32
45571,39051,160,0.32
41596,37993,160,0.32
55841,55108,160,0.32
31840,27526,160,0.32
43131,38112,160,0.32
38758,34129,160,0.32
45119,43359,160,0.32
50742,49705,160,0.32
43208,42671,160,0.32
53207,50844,160,0.32
39321,32691,160,0.32
46883,46883,160,0.32
33666,30245,160,0.32
43343,39416,160,0.32
18007,9565,160,0.32
52258,51561,160,0.32
50603,49385,160,0.32
27772,25242,160,0.32
19901,13674,160,0.32
15470,11229,160,0.32
55122,53225,160,0.32
51393,50174,160,0.32
53330,51119,160,0.32
56332,55881,160,0.32
34572,30902,160,0.32
25628,21276,160,0.32
38667,38667,320,0.0
35770,35723,320,0.0
48073,48073,320,0.0
49784,49784,320,0.0
44321,44321,320,0.0
45176,45176,320,0.0
50428,50428,320,0.0
13813,13813,320,0.0
41567,41567,320,0.0
39180,39180,320,0.0
47153,47153,320,0.0
33621,33224,320,0.0
43182,43182,320,0.0
45967,45967,320,0.0
46847,46847,320,0.0
25679,25452,320,0.0
59121,59121,320,0.0
43222,43056,320,0.0
43413,43413,320,0.0
37444,37443,320,0.0
47488,47488,320,0.0
40704,40699,320,0.0
45571,45288,320,0.0
50757,50151,320,0.0
41596,41125,320,0.0
18186,18186,320,0.0
43131,43131,320,0.0
55841,55823,320,0.0
43208,43208,320,0.0
31840,31840,320,0.0
38758,38515,320,0.0
50742,50627,320,0.0
45119,45119,320,0.0
39321,39321,320,0.0
53207,53207,320,0.0
46883,46883,320,0.0
43343,43343,320,0.0
33666,33598,320,0.0
18007,18007,320,0.0
50603,50603,320,0.0
52258,52258,320,0.0
27772,27772,320,0.0
55122,55122,320,0.0
56332,56332,320,0.0
19901,19643,320,0.0
51393,51393,320,0.0
53330,53270,320,0.0
15470,15470,320,0.0
34572,34572,320,0.0
25628,25007,320,0.0
38667,38667,320,0.01
44321,44071,320,0.01
48073,48073,320,0.01
49784,49784,320,0.01
35770,35723,320,0.01
45176,45176,320,0.01
47153,47153,320,0.01
50428,50428,320,0.01
39180,39021,320,0.01
41567,41567,320,0.01
13813,13813,320,0.01
33621,33266,320,0.01
43222,43222,320,0.01
43182,43182,320,0.01
45967,45967,320,0.01
46847,46847,320,0.01
25679,25645,320,0.01
59121,59121,320,0.01
43413,43413,320,0.01
37444,37126,320,0.01
50757,50757,320,0.01
47488,47488,320,0.01
45571,45452,320,0.01
40704,40704,320,0.01
18186,18186,320,0.01
41596,41596,320,0.01
55841,55841,320,0.01
38758,38758,320,0.01
31840,31669,320,0.01
43131,43017,320,0.01
43208,43208,320,0.01
50742,50742,320,0.01
45119,45119,320,0.01
39321,39321,320,0.01
53207,53207,320,0.01
46883,46883,320,0.01
33666,33666,320,0.01
50603,50603,320,0.01
43343,43343,320,0.01
18007,18007,320,0.01
27772,27680,320,0.01
52258,52258,320,0.01
55122,55122,320,0.01
51393,51393,320,0.01
56332,56332,320,0.01
19901,19901,320,0.01
53330,53330,320,0.01
15470,15470,320,0.01
34572,34572,320,0.01
25628,25505,320,0.01
38667,38667,320,0.02
44321,43699,320,0.02
48073,48073,320,0.02
49784,49784,320,0.02
35770,35305,320,0.02
45176,44820,320,0.02
50428,50278,320,0.02
47153,47153,320,0.02
39180,38911,320,0.02
41567,41480,320,0.02
13813,13680,320,0.02
33621,33224,320,0.02
43182,43182,320,0.02
46847,46847,320,0.02
45967,45810,320,0.02
43222,42858,320,0.02
59121,59121,320,0.02
25679,25404,320,0.02
43413,43413,320,0.02
37444,36981,320,0.02
47488,47488,320,0.02
40704,40210,320,0.02
50757,50757,320,0.02
45571,45207,320,0.02
18186,18186,320,0.02
41596,41057,320,0.02
55841,55841,320,0.02
43131,42991,320,0.02
38758,38532,320,0.02
31840,31486,320,0.02
43208,43208,320,0.02
50742,50742,320,0.02
45119,45119,320,0.02
53207,53207,320,0.02
39321,39219,320,0.02
46883,46883,320,0.02
33666,33559,320,0.02
50603,50491,320,0.02
43343,43256,320,0.02
18007,18007,320,0.02
27772,27300,320,0.02
55122,55122,320,0.02
52258,52258,320,0.02
51393,51393,320,0.02
56332,56332,320,0.02
19901,19901,320,0.02
53330,53330,320,0.02
15470,15470,320,0.02
25628,25505,320,0.02
34572,34572,320,0.02
38667,37175,320,0.04
44321,42853,320,0.04
48073,46979,320,0.04
35770,33136,320,0.04
49784,49767,320,0.04
45176,43862,320,0.04
50428,49936,320,0.04
47153,47153,320,0.04
39180,37662,320,0.04
13813,13542,320,0.04
41567,40487,320,0.04
33621,31795,320,0.04
43182,40593,320,0.04
45967,45465,320,0.04
43222,42212,320,0.04
46847,44990,320,0.04
25679,23976,320,0.04
59121,58630,320,0.04
43413,43306,320,0.04
37444,35715,320,0.04
47488,47346,320,0.04
50757,50043,320,0.04
40704,40087,320,0.04
45571,44166,320,0.04
18186,18186,320,0.04
41596,40925,320,0.04
55841,55651,320,0.04
31840,30351,320,0.04
43131,42861,320,0.04
38758,37219,320,0.04
43208,42814,320,0.04
50742,50627,320,0.04
45119,45119,320,0.04
53207,53158,320,0.04
39321,38494,320,0.04
46883,46883,320,0.04
33666,32831,320,0.04
50603,50075,320,0.04
43343,43192,320,0.04
18007,18007,320,0.04
27772,26826,320,0.04
52258,52258,320,0.04
55122,54184,320,0.04
51393,51393,320,0.04
19901,19643,320,0.04
56332,56332,320,0.04
53330,52496,320,0.04
34572,33984,320,0.04
15470,15470,320,0.04
25628,24960,320,0.04
38667,36380,320,0.08
44321,41382,320,0.08
48073,46013,320,0.08
49784,49563,320,0.08
35770,32952,320,0.08
45176,42526,320,0.08
47153,47153,320,0.08
50428,46943,320,0.08
41567,39735,320,0.08
39180,36018,320,0.08
13813,13252,320,0.08
33621,31543,320,0.08
43182,40156,320,0.08
45967,44243,320,0.08
43222,39924,320,0.08
46847,46075,320,0.08
59121,55956,320,0.08
25679,24329,320,0.08
43413,43071,320,0.08
37444,34880,320,0.08
47488,46243,320,0.08
50757,47469,320,0.08
40704,39477,320,0.08
45571,42481,320,0.08
