dataset,size,key,elapsed,delta,target_cost
NK,10,dynamic_cost,0.0016412734985351562,0.0,15388
NK,15,branch_bound,0.0006465911865234375,0.0,15347
ZKC,22,solve_ftapas_15,0.06840229034423828,11.0,20451
ZKC,25,branch_bound,16.669893264770508,0.0,22346
NK,27,greedy_redux,5.626678466796875e-05,0.0,13930
ZKC,10,solve_ftapas_50,0.001508474349975586,55.0,7652
ZKW,10,solve_ftapas_50,0.0007207393646240234,874.0,8807
ZKC,22,solve_ftapas_15,0.050524234771728516,1.0,20659
NK,22,dynamic_cost,0.021976947784423828,0.0,19255
ZKW,10,dynamic_cost,4.744529724121094e-05,0.0,3436
ZKW,4,solve_ftapas_30,0.00024390220642089844,0.0,4468
NK,25,dynamic_cost,0.04116654396057129,0.0,36675
ZKC,10,solve_ftapas_70,0.0012545585632324219,27.0,9736
ZKC,22,greedy_simple,3.2901763916015625e-05,182.0,18913
ZKC,22,solve_ftapas_50,0.016384601593017578,57.0,21291
ZKC,10,dynamic_weight,0.21078181266784668,0.0,8809
ZKC,15,solve_ftapas_30,0.014798164367675781,0.0,13154
ZKC,10,solve_ftapas_30,0.0045392513275146484,22.0,9764
ZKC,22,solve_ftapas_15,0.07841968536376953,2.0,16920
ZKW,4,branch_bound,0.00016641616821289062,0.0,4395
ZKC,25,solve_ftapas_50,0.04140114784240723,4.0,23009
ZKW,4,solve_ftapas_30,0.0002429485321044922,0.0,2700
NK,20,solve_ftapas_70,0.008378267288208008,0.0,26050
ZKW,25,solve_ftapas_50,0.02008676528930664,0.0,1454
ZKW,4,solve_ftapas_70,0.0001678466796875,0.0,1919
ZKC,27,dynamic_cost,0.041271209716796875,0.0,26028
NK,15,solve_ftapas_30,0.007558107376098633,0.0,16547
ZKC,25,greedy_redux,4.553794860839844e-05,393.0,21085
NK,15,solve_ftapas_50,0.004396200180053711,7.0,13735
ZKC,25,solve_ftapas_50,0.021620750427246094,13.0,22014
ZKC,22,branch_bound,2.5806620121002197,0.0,20897
ZKC,22,greedy_simple,3.5762786865234375e-05,0.0,18276
ZKC,20,branch_bound,1.8246428966522217,0.0,16516
NK,25,dynamic_weight,1.1243233680725098,0.0,28697
NK,10,greedy_simple,2.765655517578125e-05,169.0,10424
NK,10,solve_ftapas_30,0.0024576187133789062,0.0,7584
ZKW,10,branch_bound,0.0009455680847167969,0.0,5155
ZKC,22,solve_ftapas_15,0.0511929988861084,0.0,20467
ZKC,10,greedy_simple,2.5033950805664062e-05,1169.0,8274
NK,10,greedy_redux,2.193450927734375e-05,0.0,10006
ZKW,4,solve_ftapas_50,0.00021529197692871094,0.0,4726
ZKC,20,greedy_simple,3.4332275390625e-05,1500.0,17929
ZKC,27,solve_ftapas_15,0.08183622360229492,21.0,21667
ZKW,4,dynamic_weight,0.02453470230102539,0.0,2463
ZKW,4,branch_bound,8.702278137207031e-05,0.0,9277
NK,15,solve_ftapas_70,0.003291606903076172,259.0,15534
ZKC,22,greedy_redux,7.009506225585938e-05,579.0,16476
ZKW,22,solve_ftapas_50,0.011568784713745117,0.0,3356
ZKW,15,greedy_simple,2.0742416381835938e-05,500.0,2002
ZKC,22,solve_ftapas_70,0.014268875122070312,0.0,18208
NK,22,solve_ftapas_30,0.02591848373413086,0.0,21034
ZKW,4,branch_bound,0.00011944770812988281,0.0,4451
NK,4,solve_ftapas_50,0.00017452239990234375,0.0,3988
ZKW,4,dynamic_cost,2.5510787963867188e-05,0.0,2594
NK,25,greedy_simple,3.314018249511719e-05,5.0,26799
NK,4,solve_ftapas_15,0.0003116130828857422,0.0,744
ZKC,27,greedy_redux,4.076957702636719e-05,525.0,24563
ZKC,4,greedy_redux,1.52587890625e-05,0.0,2768
ZKW,10,solve_ftapas_50,0.0009107589721679688,0.0,3652
NK,10,branch_bound,0.00015735626220703125,0.0,1357
ZKC,4,solve_ftapas_30,0.0002510547637939453,0.0,3427
NK,22,solve_ftapas_70,0.00789189338684082,2.0,14710
ZKC,10,dynamic_weight,0.10381960868835449,0.0,8050
NK,22,solve_ftapas_50,0.013804197311401367,26.0,28551
ZKC,10,dynamic_cost,0.0010669231414794922,0.0,9935
ZKW,4,solve_ftapas_70,0.0001533031463623047,0.0,8385
NK,10,solve_ftapas_30,0.0013687610626220703,0.0,7466
ZKW,4,branch_bound,8.487701416015625e-05,0.0,1682
NK,15,branch_bound,0.012552976608276367,0.0,9031
NK,22,dynamic_cost,0.03477835655212402,0.0,27843
NK,10,solve_ftapas_50,0.0023615360260009766,0.0,11668
ZKC,10,greedy_simple,2.288818359375e-05,700.0,9802
NK,4,branch_bound,5.435943603515625e-05,0.0,2268
ZKC,4,solve_ftapas_70,0.00018548965454101562,0.0,1743
NK,25,dynamic_cost,0.02799081802368164,0.0,27157
ZKC,27,greedy_redux,4.9114227294921875e-05,1081.0,23488
NK,25,greedy_redux,3.719329833984375e-05,0.0,33213
ZKC,20,solve_ftapas_50,0.014414072036743164,31.0,17964
ZKC,27,solve_ftapas_70,0.020583629608154297,48.0,24516
ZKW,15,solve_ftapas_30,0.003439664840698242,0.0,5396
NK,22,dynamic_cost,0.024377822875976562,0.0,31448
NK,4,branch_bound,9.870529174804688e-05,0.0,1570
ZKW,15,solve_ftapas_70,0.0018589496612548828,0.0,6668
NK,15,solve_ftapas_15,0.010561943054199219,0.0,13653
ZKW,10,dynamic_weight,0.16608262062072754,0.0,9314
ZKW,10,dynamic_cost,6.365776062011719e-05,0.0,2402
ZKW,10,dynamic_weight,0.11203789710998535,0.0,3407
ZKC,22,greedy_redux,4.863739013671875e-05,0.0,17024
ZKC,15,dynamic_weight,0.6068689823150635,0.0,14191
NK,20,dynamic_weight,0.6804885864257812,0.0,20443
NK,10,solve_ftapas_70,0.0008957386016845703,0.0,9399
ZKW,25,solve_ftapas_30,0.014778852462768555,0.0,4750
NK,20,dynamic_weight,0.4668304920196533,0.0,19900
ZKC,15,solve_ftapas_30,0.007947921752929688,0.0,13386
NK,25,branch_bound,1.5003364086151123,0.0,24156
ZKC,22,dynamic_weight,1.1073791980743408,0.0,22529
ZKW,4,solve_ftapas_50,0.00020241737365722656,0.0,3902
ZKC,4,branch_bound,8.96453857421875e-05,0.0,1915
ZKW,4,branch_bound,8.440017700195312e-05,0.0,2431
NK,25,solve_ftapas_15,0.07248258590698242,0.0,23171
NK,25,branch_bound,0.0007214546203613281,0.0,5604
ZKC,25,solve_ftapas_50,0.023659467697143555,7.0,23652
ZKC,22,branch_bound,3.2809817790985107,0.0,19569
ZKC,20,greedy_simple,3.409385681152344e-05,502.0,18390
ZKW,4,dynamic_weight,0.020961761474609375,0.0,3802
ZKC,25,dynamic_cost,0.03829026222229004,0.0,21194
ZKC,20,solve_ftapas_15,0.03243613243103027,0.0,15455
NK,25,solve_ftapas_30,0.045958757400512695,0.0,29386
ZKC,22,dynamic_cost,0.03236794471740723,0.0,21478
NK,15,branch_bound,0.014127731323242188,0.0,11960
ZKC,10,dynamic_weight,0.11853814125061035,0.0,9190
NK,10,solve_ftapas_15,0.004317760467529297,0.0,9939
ZKC,27,dynamic_weight,2.0204100608825684,0.0,26146
NK,22,solve_ftapas_50,0.025327205657958984,0.0,18480
ZKC,15,dynamic_cost,0.014187812805175781,0.0,13887
NK,22,solve_ftapas_70,0.02038121223449707,0.0,27370
NK,25,branch_bound,0.00039887428283691406,0.0,0
ZKW,4,greedy_redux,7.081031799316406e-05,0.0,3494
NK,20,greedy_simple,4.220008850097656e-05,123.0,13051
NK,20,solve_ftapas_30,0.028168916702270508,0.0,13487
ZKC,15,solve_ftapas_70,0.007853031158447266,20.0,14293
ZKW,10,solve_ftapas_70,0.0011415481567382812,0.0,4098
ZKC,22,branch_bound,1.3798894882202148,0.0,18973
NK,15,solve_ftapas_15,0.01541757583618164,0.0,16027
ZKC,20,solve_ftapas_30,0.025000333786010742,25.0,20511
ZKW,4,solve_ftapas_50,0.0001919269561767578,0.0,3930
ZKW,4,dynamic_cost,3.1948089599609375e-05,0.0,2086
ZKC,15,solve_ftapas_50,0.004842519760131836,3.0,13627
ZKC,20,greedy_simple,3.600120544433594e-05,0.0,17122
NK,15,solve_ftapas_50,0.003473520278930664,0.0,13653
ZKC,20,dynamic_cost,0.021089792251586914,0.0,18342
ZKW,4,solve_ftapas_70,0.0002048015594482422,0.0,3896
ZKC,22,greedy_simple,3.337860107421875e-05,759.0,18389
NK,25,dynamic_cost,0.0428011417388916,0.0,29283
NK,27,greedy_simple,4.029273986816406e-05,527.0,23348
ZKW,4,solve_ftapas_30,0.0002551078796386719,0.0,1995
ZKC,25,greedy_simple,3.0279159545898438e-05,1434.0,21502
ZKC,22,solve_ftapas_30,0.026143550872802734,0.0,21368
NK,25,greedy_simple,2.8848648071289062e-05,188.0,15006
NK,4,solve_ftapas_15,0.00040531158447265625,0.0,2090
ZKW,4,solve_ftapas_70,0.0002002716064453125,0.0,3476
ZKW,4,dynamic_weight,0.030207395553588867,0.0,4654
ZKC,15,solve_ftapas_70,0.006337881088256836,0.0,13053
NK,27,solve_ftapas_50,0.025709867477416992,0.0,33599
NK,22,branch_bound,0.1557309627532959,0.0,21476
ZKC,15,greedy_redux,3.6716461181640625e-05,1232.0,14831
NK,10,greedy_simple,1.6927719116210938e-05,0.0,7965
ZKW,4,dynamic_cost,2.3126602172851562e-05,0.0,3792
NK,25,dynamic_weight,1.0080864429473877,0.0,8556
ZKW,4,greedy_simple,2.1457672119140625e-05,537.0,3544
ZKC,20,dynamic_cost,0.018518686294555664,0.0,19213
ZKC,10,solve_ftapas_50,0.0018439292907714844,2.0,9802
ZKC,25,greedy_redux,4.601478576660156e-05,1426.0,22197
ZKC,25,greedy_simple,2.765655517578125e-05,746.0,22063
ZKW,15,solve_ftapas_15,0.005964994430541992,0.0,11406
ZKC,27,dynamic_cost,0.04054379463195801,0.0,23230
ZKW,10,solve_ftapas_50,0.0009338855743408203,119.0,6335
ZKW,4,dynamic_weight,0.027493000030517578,0.0,3859
ZKC,25,greedy_simple,3.5762786865234375e-05,378.0,17755
ZKC,10,dynamic_cost,0.0011653900146484375,0.0,7829
ZKC,22,solve_ftapas_50,0.01592230796813965,15.0,21401
NK,22,dynamic_weight,0.6855907440185547,0.0,17358
NK,4,branch_bound,5.14984130859375e-05,0.0,0
ZKC,22,branch_bound,3.0843331813812256,0.0,19581
NK,15,dynamic_cost,0.008297920227050781,0.0,12029
ZKC,25,solve_ftapas_15,0.12744593620300293,0.0,20284
ZKC,25,branch_bound,15.98761773109436,0.0,17652
ZKW,25,greedy_simple,3.123283386230469e-05,545.0,1454
NK,4,dynamic_weight,0.01533365249633789,0.0,2937
ZKW,10,solve_ftapas_50,0.0013031959533691406,0.0,2165
ZKW,10,solve_ftapas_70,0.0004725456237792969,0.0,9098
ZKC,25,branch_bound,18.10948920249939,0.0,26257
NK,27,dynamic_weight,1.2405073642730713,0.0,30508
ZKC,20,solve_ftapas_15,0.02964949607849121,0.0,15035
NK,4,solve_ftapas_70,0.00015497207641601562,161.0,1617
ZKC,27,branch_bound,90.7402892112732,0.0,26419
NK,15,solve_ftapas_50,0.004736185073852539,0.0,1396
ZKC,15,solve_ftapas_15,0.013921737670898438,6.0,12641
ZKC,10,dynamic_cost,0.0011742115020751953,0.0,8013
ZKW,4,greedy_simple,2.3365020751953125e-05,540.0,2682
ZKC,27,branch_bound,31.589064359664917,0.0,22277
NK,27,branch_bound,0.0005850791931152344,0.0,2055
NK,10,solve_ftapas_30,0.0023043155670166016,0.0,7824
NK,22,greedy_redux,5.9604644775390625e-05,0.0,4086
ZKC,22,solve_ftapas_70,0.010979890823364258,10.0,20222
ZKC,15,dynamic_cost,0.006906747817993164,0.0,12226
NK,10,solve_ftapas_30,0.0015320777893066406,0.0,7204
ZKC,15,solve_ftapas_30,0.00871586799621582,14.0,13209
ZKC,15,greedy_redux,5.555152893066406e-05,648.0,10522
NK,27,solve_ftapas_30,0.040602922439575195,0.0,27464
ZKC,4,solve_ftapas_50,0.0003299713134765625,0.0,2329
ZKC,4,dynamic_weight,0.00870823860168457,0.0,1845
ZKW,4,greedy_redux,4.1961669921875e-05,0.0,2622
ZKW,10,greedy_simple,1.7642974853515625e-05,0.0,7029
ZKC,15,greedy_simple,2.0503997802734375e-05,487.0,13993
NK,10,dynamic_weight,0.08931803703308105,0.0,7972
ZKW,4,greedy_simple,2.0742416381835938e-05,1630.0,6142
NK,27,solve_ftapas_50,0.02769613265991211,0.0,16737
NK,15,solve_ftapas_50,0.005235910415649414,0.0,20102
ZKW,4,greedy_simple,1.6689300537109375e-05,1183.0,4354
ZKC,25,solve_ftapas_50,0.02261495590209961,49.0,23842
NK,10,greedy_simple,1.9788742065429688e-05,242.0,8637
ZKW,4,solve_ftapas_30,0.00016045570373535156,51216.0,51216
ZKC,25,greedy_simple,2.86102294921875e-05,1231.0,23237
ZKC,27,greedy_simple,2.765655517578125e-05,951.0,24569
ZKC,25,dynamic_weight,1.083676815032959,0.0,22784
ZKW,4,dynamic_cost,3.4809112548828125e-05,0.0,2027
ZKC,27,greedy_redux,8.487701416015625e-05,1101.0,25410
NK,10,dynamic_cost,0.002418041229248047,0.0,10382
NK,4,dynamic_cost,4.863739013671875e-05,0.0,3611
ZKC,4,branch_bound,0.00017380714416503906,0.0,3449
ZKC,27,dynamic_weight,1.263674259185791,0.0,26057
NK,4,dynamic_weight,0.027956008911132812,0.0,4842
NK,20,solve_ftapas_15,0.06092095375061035,0.0,18752
ZKW,4,solve_ftapas_15,0.0005464553833007812,0.0,4302
NK,22,solve_ftapas_70,0.019609451293945312,0.0,12722
NK,4,branch_bound,0.0001747608184814453,0.0,3785
ZKC,4,greedy_redux,3.3855438232421875e-05,606.0,2950
NK,27,dynamic_weight,1.1105201244354248,0.0,25004
NK,25,solve_ftapas_70,0.014790773391723633,0.0,29498
ZKC,27,solve_ftapas_15,0.08294916152954102,0.0,21173
ZKC,10,dynamic_cost,0.0008652210235595703,0.0,6805
NK,4,solve_ftapas_30,0.00027871131896972656,0.0,0
NK,10,branch_bound,0.0002503395080566406,0.0,1976
ZKC,22,solve_ftapas_30,0.028015851974487305,8.0,20829
ZKC,27,dynamic_cost,0.07849264144897461,0.0,25186
ZKC,20,greedy_redux,4.482269287109375e-05,565.0,18581
ZKC,10,solve_ftapas_50,0.00183868408203125,0.0,9976
ZKC,25,dynamic_weight,0.9488458633422852,0.0,21973
NK,20,solve_ftapas_50,0.009928703308105469,0.0,24095
NK,15,branch_bound,0.007451534271240234,0.0,13036
NK,10,dynamic_cost,5.14984130859375e-05,0.0,2504
ZKC,27,dynamic_cost,0.04156351089477539,0.0,25750
ZKC,10,dynamic_cost,0.00107574462890625,0.0,8293
ZKC,25,solve_ftapas_50,0.022260665893554688,17.0,23628
NK,25,branch_bound,0.0016024112701416016,0.0,27549
NK,10,branch_bound,0.0001220703125,0.0,16166
NK,10,greedy_redux,2.7418136596679688e-05,747.0,5502
NK,15,greedy_redux,4.4345855712890625e-05,0.0,11250
ZKW,10,solve_ftapas_30,0.0017397403717041016,0.0,2979
NK,27,solve_ftapas_50,0.03176522254943848,0.0,32883
ZKC,10,dynamic_weight,0.25568675994873047,0.0,10561
ZKW,4,greedy_simple,3.337860107421875e-05,141.0,3913
ZKC,10,solve_ftapas_15,0.007561922073364258,14.0,7456
NK,25,solve_ftapas_70,0.025839567184448242,0.0,22975
ZKC,15,solve_ftapas_30,0.01519632339477539,70.0,14371
NK,15,solve_ftapas_70,0.005709409713745117,0.0,7079
ZKW,4,dynamic_weight,0.03623342514038086,0.0,3544
ZKC,22,solve_ftapas_50,0.026917219161987305,39.0,19132
ZKC,4,branch_bound,0.00022268295288085938,0.0,2810
ZKW,4,dynamic_weight,0.020006418228149414,0.0,1893
NK,27,dynamic_weight,1.2220866680145264,0.0,31468
ZKC,27,greedy_simple,3.838539123535156e-05,495.0,25075
NK,10,branch_bound,0.00020003318786621094,0.0,11348
NK,10,dynamic_weight,0.08247923851013184,0.0,1200
ZKC,22,solve_ftapas_15,0.04800915718078613,10.0,18929
ZKC,22,solve_ftapas_15,0.049248456954956055,4.0,20466
NK,25,dynamic_cost,0.019116878509521484,0.0,22016
NK,25,solve_ftapas_15,0.06824016571044922,0.0,22113
ZKC,4,greedy_simple,2.2172927856445312e-05,0.0,4145
ZKC,4,solve_ftapas_30,0.0002548694610595703,0.0,3289
NK,25,dynamic_cost,0.19484877586364746,0.0,26086
ZKC,20,dynamic_cost,0.018965959548950195,0.0,17972
NK,27,greedy_simple,4.482269287109375e-05,0.0,26732
ZKC,10,greedy_redux,2.3126602172851562e-05,321.0,6920
ZKC,15,solve_ftapas_70,0.003477811813354492,65.0,14371
ZKW,4,solve_ftapas_50,0.00019073486328125,0.0,1895
NK,10,greedy_simple,1.8358230590820312e-05,0.0,5058
ZKC,4,greedy_simple,1.1682510375976562e-05,765.0,3607
ZKW,10,dynamic_cost,2.9802322387695312e-05,0.0,1484
ZKW,4,solve_ftapas_50,0.000164031982421875,0.0,6943
ZKW,4,solve_ftapas_50,0.00016069412231445312,0.0,3672
ZKC,25,solve_ftapas_70,0.017161130905151367,0.0,23377
ZKC,4,solve_ftapas_50,0.00019073486328125,0.0,2657
ZKC,10,branch_bound,0.0027358531951904297,0.0,8747
ZKC,4,greedy_simple,1.430511474609375e-05,954.0,3623
ZKC,10,dynamic_cost,0.0009253025054931641,0.0,7713
ZKW,4,branch_bound,0.00012159347534179688,0.0,3110
NK,4,solve_ftapas_15,0.0003139972686767578,0.0,2993
NK,15,solve_ftapas_30,0.006922721862792969,0.0,16292
ZKC,10,solve_ftapas_15,0.004214763641357422,0.0,9376
NK,15,greedy_redux,2.8133392333984375e-05,165.0,16661
ZKC,27,solve_ftapas_15,0.09195590019226074,4.0,24117
ZKW,10,solve_ftapas_70,0.0006759166717529297,450.0,5726
NK,15,greedy_simple,2.2411346435546875e-05,0.0,12695
ZKC,20,dynamic_cost,0.01893925666809082,0.0,17603
ZKC,20,branch_bound,0.7813613414764404,0.0,19424
ZKW,4,solve_ftapas_50,0.0002052783966064453,0.0,3683
ZKC,4,dynamic_weight,0.018564224243164062,0.0,4110
ZKC,4,solve_ftapas_30,0.0002799034118652344,108.0,3556
NK,15,dynamic_weight,0.2949659824371338,0.0,18760
NK,27,branch_bound,0.003912925720214844,0.0,34176
ZKW,4,greedy_simple,1.7642974853515625e-05,0.0,5488
NK,20,dynamic_cost,0.04032111167907715,0.0,25967
NK,20,solve_ftapas_15,0.0609130859375,0.0,18528
NK,20,branch_bound,0.016844511032104492,0.0,25078
NK,10,solve_ftapas_30,0.0034787654876708984,0.0,12399
NK,4,solve_ftapas_70,0.00030732154846191406,0.0,1360
ZKC,25,dynamic_weight,0.8552191257476807,0.0,20468
ZKW,4,solve_ftapas_70,0.00019788742065429688,0.0,2768
ZKW,10,dynamic_cost,3.0517578125e-05,0.0,3449
NK,27,branch_bound,4.152315855026245,0.0,29729
NK,25,solve_ftapas_15,0.11267518997192383,0.0,25727
ZKW,10,solve_ftapas_50,0.0012559890747070312,70.0,7657
ZKC,22,greedy_redux,7.62939453125e-05,1413.0,18418
ZKW,15,dynamic_cost,0.0006382465362548828,0.0,5023
ZKC,22,solve_ftapas_15,0.10539960861206055,0.0,21420
ZKW,4,dynamic_cost,5.364418029785156e-05,0.0,3960
ZKC,20,dynamic_weight,0.7560985088348389,0.0,16580
ZKC,10,solve_ftapas_70,0.0010488033294677734,0.0,7116
NK,20,greedy_redux,4.2438507080078125e-05,510.0,13238
NK,22,branch_bound,0.024979591369628906,0.0,23109
ZKW,4,dynamic_weight,0.010619163513183594,0.0,1813
ZKC,27,dynamic_cost,0.15763640403747559,0.0,23244
ZKC,15,solve_ftapas_50,0.005453348159790039,60.0,14203
ZKC,25,greedy_redux,4.38690185546875e-05,577.0,23572
ZKW,4,dynamic_weight,0.023110628128051758,0.0,3508
ZKC,22,solve_ftapas_15,0.04877281188964844,0.0,18502
ZKC,4,solve_ftapas_15,0.00031685829162597656,0.0,3170
NK,25,solve_ftapas_30,0.03385639190673828,0.0,31058
ZKC,27,greedy_simple,5.030632019042969e-05,1651.0,23668
ZKC,10,solve_ftapas_70,0.0010519027709960938,0.0,7292
ZKC,25,greedy_redux,4.267692565917969e-05,0.0,20903
NK,27,greedy_redux,5.1975250244140625e-05,0.0,32012
ZKW,22,solve_ftapas_15,0.04097104072570801,0.0,3566
ZKC,22,dynamic_cost,0.02435588836669922,0.0,17946
ZKW,27,dynamic_cost,0.0004127025604248047,0.0,2873
NK,4,dynamic_weight,0.014540433883666992,0.0,1992
ZKC,4,dynamic_cost,2.6226043701171875e-05,0.0,3427
ZKC,27,solve_ftapas_50,0.031098365783691406,23.0,23559
ZKC,22,greedy_redux,4.410743713378906e-05,0.0,17720
ZKC,20,greedy_simple,2.3365020751953125e-05,1327.0,19246
NK,25,dynamic_cost,0.03844308853149414,0.0,27312
ZKC,4,greedy_simple,2.3603439331054688e-05,0.0,4233
ZKW,4,solve_ftapas_70,0.0001838207244873047,0.0,3935
ZKC,25,solve_ftapas_70,0.015209197998046875,11.0,19897
ZKC,27,greedy_simple,3.1948089599609375e-05,958.0,25399
ZKC,10,dynamic_weight,0.09725213050842285,0.0,6974
NK,27,solve_ftapas_50,0.02097916603088379,0.0,4534
ZKW,4,solve_ftapas_30,0.00022149085998535156,0.0,7021
NK,25,branch_bound,0.27060651779174805,0.0,28326
NK,4,solve_ftapas_15,0.0004100799560546875,0.0,4660
ZKC,10,solve_ftapas_70,0.0013246536254882812,0.0,7607
ZKC,4,dynamic_cost,2.6226043701171875e-05,0.0,4795
ZKC,10,solve_ftapas_30,0.0020837783813476562,0.0,8323
ZKW,25,dynamic_weight,1.9699280261993408,0.0,24101
ZKC,15,greedy_simple,2.9087066650390625e-05,239.0,16993
ZKC,25,greedy_simple,2.8133392333984375e-05,1963.0,23594
ZKW,22,greedy_simple,2.0742416381835938e-05,2104.0,4591
NK,22,greedy_simple,2.288818359375e-05,0.0,25411
ZKC,10,branch_bound,0.002378225326538086,0.0,9049
ZKC,4,solve_ftapas_30,0.00024390220642089844,0.0,3170
ZKC,27,solve_ftapas_70,0.0227353572845459,63.0,27392
NK,27,greedy_redux,6.985664367675781e-05,0.0,13191
ZKC,27,solve_ftapas_70,0.02846240997314453,18.0,22644
ZKW,4,dynamic_weight,0.026676416397094727,0.0,3901
NK,10,greedy_redux,3.5762786865234375e-05,0.0,0
NK,4,branch_bound,0.0001506805419921875,0.0,4254
ZKC,10,solve_ftapas_15,0.004125118255615234,0.0,8676
ZKC,25,solve_ftapas_30,0.039350271224975586,12.0,23189
ZKC,22,greedy_redux,6.890296936035156e-05,1298.0,20896
ZKC,27,greedy_redux,7.2479248046875e-05,1313.0,23617
NK,25,solve_ftapas_70,0.015931129455566406,0.0,10112
NK,20,solve_ftapas_15,0.031071901321411133,0.0,19744
ZKW,10,solve_ftapas_70,0.001131296157836914,224.0,4992
NK,20,greedy_simple,4.553794860839844e-05,101.0,19223
ZKW,15,solve_ftapas_70,0.0025632381439208984,335.0,9085
ZKC,25,solve_ftapas_30,0.042261600494384766,10.0,21573
ZKW,4,greedy_simple,1.5974044799804688e-05,153.0,1817
ZKW,27,solve_ftapas_15,0.04207730293273926,0.0,4609
ZKC,27,greedy_redux,4.1484832763671875e-05,897.0,20219
ZKW,4,solve_ftapas_70,0.00019168853759765625,0.0,3804
ZKC,22,solve_ftapas_50,0.012365341186523438,0.0,16754
ZKC,15,dynamic_weight,0.2827017307281494,0.0,12476
NK,15,dynamic_cost,0.0029785633087158203,0.0,8541
NK,22,branch_bound,0.036855220794677734,0.0,30146
NK,25,solve_ftapas_15,0.07437396049499512,0.0,31220
NK,4,dynamic_weight,0.023480892181396484,0.0,5574
ZKC,22,solve_ftapas_50,0.013337373733520508,32.0,17490
NK,15,solve_ftapas_70,0.0027794837951660156,304.0,16108
NK,20,solve_ftapas_70,0.009624004364013672,0.0,19271
ZKC,20,solve_ftapas_70,0.008586406707763672,55.0,18517
NK,27,dynamic_cost,0.030625343322753906,0.0,28243
ZKC,27,greedy_simple,3.838539123535156e-05,1558.0,22128
NK,20,solve_ftapas_30,0.01975417137145996,0.0,24197
ZKC,15,solve_ftapas_15,0.011668682098388672,0.0,11561
NK,22,solve_ftapas_70,0.008395671844482422,0.0,5071
NK,25,greedy_simple,3.695487976074219e-05,0.0,31058
ZKC,10,greedy_redux,2.2172927856445312e-05,760.0,9802
ZKW,4,greedy_simple,1.1444091796875e-05,2908.0,5827
NK,4,dynamic_weight,0.01186060905456543,0.0,3018
NK,25,greedy_redux,3.743171691894531e-05,0.0,21620
NK,10,solve_ftapas_15,0.0036835670471191406,0.0,12671
ZKW,4,branch_bound,9.250640869140625e-05,0.0,4126
ZKW,22,solve_ftapas_30,0.008631706237792969,0.0,7530
ZKW,10,solve_ftapas_50,0.0008177757263183594,0.0,6229
NK,27,solve_ftapas_15,0.09192514419555664,0.0,5706
ZKC,15,dynamic_weight,0.29860568046569824,0.0,13709
ZKW,20,branch_bound,0.04644441604614258,0.0,9972
NK,25,greedy_simple,4.1484832763671875e-05,12.0,27494
ZKC,25,dynamic_weight,2.237187385559082,0.0,25995
NK,15,dynamic_weight,0.26331067085266113,0.0,17700
NK,22,solve_ftapas_50,0.014799833297729492,0.0,16999
ZKC,22,greedy_simple,5.626678466796875e-05,1356.0,19905
ZKC,4,greedy_redux,1.8835067749023438e-05,230.0,3186
NK,22,solve_ftapas_50,0.017271995544433594,0.0,24617
NK,10,solve_ftapas_15,0.0039234161376953125,1.0,14065
ZKC,22,dynamic_weight,0.7921168804168701,0.0,19793
ZKC,15,solve_ftapas_50,0.005358457565307617,31.0,16061
ZKW,4,greedy_redux,6.723403930664062e-05,0.0,943
NK,4,solve_ftapas_15,0.00045561790466308594,0.0,2038
ZKW,4,solve_ftapas_30,0.00031375885009765625,0.0,2363
ZKC,4,solve_ftapas_50,0.0002899169921875,274.0,2759
ZKC,10,greedy_simple,3.266334533691406e-05,685.0,10785
ZKW,10,solve_ftapas_70,0.0008337497711181641,0.0,3352
NK,4,greedy_redux,2.7894973754882812e-05,0.0,2370
ZKW,4,branch_bound,9.655952453613281e-05,0.0,2354
NK,27,greedy_simple,5.650520324707031e-05,22.0,29200
ZKC,15,dynamic_cost,0.007659912109375,0.0,12907
ZKC,20,greedy_simple,4.792213439941406e-05,290.0,15274
NK,27,dynamic_cost,0.0005114078521728516,0.0,4713
ZKC,25,dynamic_weight,1.3857719898223877,0.0,26890
ZKW,4,solve_ftapas_15,0.0005464553833007812,0.0,3918
ZKC,10,greedy_simple,4.029273986816406e-05,1255.0,9776
NK,4,solve_ftapas_50,0.0003223419189453125,0.0,0
ZKC,22,greedy_simple,4.8160552978515625e-05,1216.0,19597
ZKC,15,greedy_simple,3.5762786865234375e-05,1296.0,11014
ZKW,4,branch_bound,0.00016832351684570312,0.0,3874
NK,4,solve_ftapas_30,0.0003502368927001953,0.0,0
NK,10,solve_ftapas_30,0.004734039306640625,5.0,10382
ZKC,15,dynamic_weight,0.2896411418914795,0.0,12517
ZKC,22,branch_bound,4.183846473693848,0.0,20734
NK,10,solve_ftapas_30,0.004370927810668945,0.0,13761
ZKC,10,solve_ftapas_70,0.0020339488983154297,0.0,7997
ZKW,4,greedy_redux,3.3855438232421875e-05,0.0,11160
ZKW,20,greedy_redux,7.963180541992188e-05,0.0,7104
ZKC,20,solve_ftapas_50,0.021783113479614258,26.0,16545
ZKW,20,solve_ftapas_15,0.04991555213928223,0.0,4145
NK,20,dynamic_cost,0.03309154510498047,0.0,22166
NK,25,solve_ftapas_15,0.13670706748962402,0.0,9157
ZKW,20,greedy_redux,0.00010371208190917969,0.0,5435
ZKC,27,solve_ftapas_50,0.058305978775024414,5.0,24947
NK,20,solve_ftapas_30,0.03784894943237305,0.0,26815
