dataset,size,key,elapsed,delta,target_cost
NK,10,branch_bound,0.0003871917724609375,0.0,5502
ZKW,10,greedy_simple,2.4080276489257812e-05,669.0,6501
NK,15,solve_ftapas_15,0.009873151779174805,0.0,14215
ZKC,4,solve_ftapas_30,0.0002484321594238281,0.0,3041
ZKC,4,dynamic_weight,0.018023014068603516,0.0,4110
ZKW,4,solve_ftapas_15,0.00031256675720214844,0.0,3110
NK,27,solve_ftapas_70,0.017664432525634766,0.0,33434
NK,10,dynamic_cost,0.00027251243591308594,0.0,7371
NK,4,solve_ftapas_70,0.00021004676818847656,1763.0,5771
NK,10,dynamic_cost,0.0012195110321044922,0.0,13244
NK,15,greedy_simple,3.0040740966796875e-05,0.0,13005
ZKC,22,dynamic_weight,1.3928077220916748,0.0,19179
NK,4,dynamic_cost,3.695487976074219e-05,0.0,3213
ZKW,4,solve_ftapas_15,0.0006561279296875,0.0,3168
NK,20,dynamic_weight,0.4347720146179199,0.0,20537
ZKC,25,solve_ftapas_50,0.022986888885498047,6.0,23594
ZKC,27,solve_ftapas_30,0.04862165451049805,16.0,25298
ZKW,15,dynamic_weight,0.7663977146148682,0.0,10757
NK,22,solve_ftapas_15,0.08729290962219238,0.0,26457
NK,15,dynamic_weight,0.2634735107421875,0.0,19692
ZKC,10,greedy_simple,5.984306335449219e-05,264.0,11742
NK,15,greedy_simple,2.0742416381835938e-05,0.0,5147
NK,4,dynamic_cost,0.0003428459167480469,0.0,6260
ZKC,22,dynamic_cost,0.030869245529174805,0.0,20424
NK,20,solve_ftapas_30,0.016023635864257812,0.0,19832
NK,27,dynamic_cost,0.08392596244812012,0.0,31266
NK,15,greedy_simple,4.57763671875e-05,233.0,10362
NK,20,solve_ftapas_30,0.016116619110107422,0.0,19370
ZKC,4,branch_bound,0.00011110305786132812,0.0,1981
ZKC,27,greedy_redux,4.9114227294921875e-05,539.0,22395
ZKW,4,solve_ftapas_30,0.00022292137145996094,0.0,9280
NK,10,dynamic_weight,0.09633255004882812,0.0,11996
ZKC,20,solve_ftapas_15,0.027870893478393555,0.0,15156
ZKC,25,solve_ftapas_15,0.1545853614807129,0.0,22960
ZKW,20,solve_ftapas_15,0.05017209053039551,0.0,4011
NK,25,greedy_redux,5.364418029785156e-05,0.0,2557
ZKW,10,dynamic_weight,0.11604475975036621,0.0,4512
ZKC,25,greedy_simple,4.1961669921875e-05,54.0,25125
ZKC,27,solve_ftapas_30,0.0935518741607666,2.0,25079
ZKW,4,dynamic_weight,0.9553427696228027,0.0,167463
ZKC,4,greedy_simple,2.6464462280273438e-05,1009.0,3414
NK,20,solve_ftapas_50,0.017038583755493164,0.0,20737
ZKW,15,solve_ftapas_15,0.017282962799072266,0.0,4434
NK,27,solve_ftapas_30,0.087677001953125,0.0,32256
ZKC,10,solve_ftapas_30,0.004008293151855469,0.0,8919
ZKW,20,solve_ftapas_30,0.009670019149780273,0.0,9972
NK,22,dynamic_cost,0.04337906837463379,0.0,23975
NK,15,greedy_simple,4.4345855712890625e-05,0.0,7212
NK,15,branch_bound,0.02041006088256836,0.0,12498
NK,4,solve_ftapas_70,0.0002911090850830078,0.0,1924
NK,20,solve_ftapas_50,0.021303892135620117,0.0,24750
ZKC,10,greedy_redux,4.00543212890625e-05,894.0,8341
ZKC,25,branch_bound,19.386101007461548,0.0,23982
NK,22,dynamic_cost,0.0003845691680908203,0.0,2137
ZKC,22,greedy_simple,8.535385131835938e-05,1280.0,19834
NK,25,solve_ftapas_30,0.025736093521118164,0.0,20119
NK,25,solve_ftapas_70,0.014582157135009766,112.0,24681
NK,25,dynamic_cost,0.017560482025146484,0.0,16461
NK,10,solve_ftapas_15,0.0028922557830810547,0.0,6028
ZKW,4,solve_ftapas_50,0.0002593994140625,0.0,3357
NK,4,branch_bound,0.00015592575073242188,0.0,4091
NK,20,dynamic_cost,0.0034170150756835938,0.0,13428
ZKC,10,greedy_redux,4.38690185546875e-05,659.0,9879
ZKW,4,greedy_simple,2.0742416381835938e-05,1148.0,7021
ZKW,15,dynamic_cost,7.677078247070312e-05,0.0,4434
ZKC,10,greedy_simple,3.504753112792969e-05,720.0,10709
ZKW,4,solve_ftapas_50,0.0002961158752441406,0.0,1526
ZKW,27,solve_ftapas_30,0.028682470321655273,0.0,3749
NK,25,solve_ftapas_70,0.012268304824829102,0.0,9930
ZKC,20,dynamic_weight,1.1181700229644775,0.0,18008
ZKC,15,solve_ftapas_70,0.007432460784912109,14.0,14660
ZKC,25,solve_ftapas_15,0.07903385162353516,2.0,24706
ZKW,4,greedy_redux,8.893013000488281e-05,0.0,4120
NK,4,solve_ftapas_50,0.0002930164337158203,0.0,3649
ZKC,4,greedy_redux,1.8358230590820312e-05,1153.0,3804
ZKC,25,dynamic_weight,1.5459375381469727,0.0,17755
NK,22,solve_ftapas_30,0.04348158836364746,61.0,26806
ZKC,27,greedy_redux,8.0108642578125e-05,831.0,25921
NK,15,greedy_simple,3.3855438232421875e-05,0.0,10868
NK,20,dynamic_cost,0.12382817268371582,0.0,23681
ZKC,22,greedy_redux,7.510185241699219e-05,727.0,18257
ZKW,15,dynamic_cost,0.0009701251983642578,0.0,6825
NK,25,dynamic_weight,0.9477400779724121,0.0,17468
NK,25,solve_ftapas_70,0.016194820404052734,0.0,29237
ZKW,4,greedy_simple,2.6702880859375e-05,3286.0,6806
NK,15,solve_ftapas_30,0.004326581954956055,0.0,5443
ZKW,4,solve_ftapas_30,0.0002903938293457031,0.0,7284
ZKW,4,branch_bound,9.131431579589844e-05,0.0,6220
NK,10,branch_bound,0.00047135353088378906,0.0,8109
NK,25,dynamic_cost,0.0002949237823486328,0.0,5604
NK,27,solve_ftapas_15,0.07756257057189941,0.0,15561
ZKC,20,solve_ftapas_70,0.0075685977935791016,79.0,17105
ZKC,20,solve_ftapas_30,0.017903566360473633,22.0,18091
ZKC,15,solve_ftapas_30,0.008072137832641602,5.0,14673
NK,4,dynamic_weight,0.018465518951416016,0.0,3854
ZKC,4,branch_bound,0.00017118453979492188,0.0,3150
NK,22,branch_bound,0.003609180450439453,0.0,23503
NK,4,solve_ftapas_50,0.0002970695495605469,0.0,3362
ZKW,4,solve_ftapas_50,0.0002803802490234375,0.0,2046
ZKC,15,solve_ftapas_30,0.00786280632019043,12.0,12654
ZKC,15,greedy_simple,4.0531158447265625e-05,172.0,11822
NK,27,greedy_simple,2.6702880859375e-05,0.0,8132
ZKC,20,greedy_redux,5.793571472167969e-05,69.0,19811
NK,27,solve_ftapas_50,0.02800583839416504,0.0,12044
NK,10,dynamic_weight,0.10405707359313965,0.0,10310
NK,25,solve_ftapas_50,0.019421815872192383,0.0,21073
NK,27,solve_ftapas_15,0.09663176536560059,0.0,38754
ZKC,15,greedy_simple,3.886222839355469e-05,760.0,14756
ZKC,4,branch_bound,0.00011491775512695312,0.0,3719
NK,20,solve_ftapas_15,0.032385826110839844,0.0,24902
NK,15,greedy_redux,2.9325485229492188e-05,374.0,17656
NK,22,branch_bound,0.0032587051391601562,0.0,23870
ZKC,15,solve_ftapas_50,0.0036225318908691406,0.0,10166
ZKW,4,solve_ftapas_15,0.00025963783264160156,0.0,8085
ZKC,20,greedy_simple,2.5510787963867188e-05,1276.0,18663
ZKC,4,branch_bound,8.630752563476562e-05,0.0,3256
ZKC,15,solve_ftapas_50,0.0038781166076660156,0.0,12347
ZKC,4,solve_ftapas_30,0.00024771690368652344,24.0,3508
ZKW,4,dynamic_cost,5.7220458984375e-05,0.0,4613
NK,10,branch_bound,0.0005893707275390625,0.0,10493
NK,22,solve_ftapas_30,0.020098447799682617,0.0,8100
NK,4,solve_ftapas_15,0.0004286766052246094,0.0,2178
NK,15,dynamic_weight,0.6126506328582764,0.0,22810
NK,4,dynamic_weight,0.034461259841918945,0.0,2164
NK,10,dynamic_weight,0.10213494300842285,0.0,10609
ZKC,15,solve_ftapas_15,0.012625932693481445,0.0,11595
ZKC,27,solve_ftapas_30,0.04561448097229004,3.0,23982
ZKW,10,dynamic_weight,0.11353921890258789,0.0,5248
ZKC,25,solve_ftapas_50,0.024357318878173828,3.0,23569
ZKC,25,branch_bound,23.205251693725586,0.0,22696
NK,22,solve_ftapas_50,0.013619422912597656,0.0,13960
ZKC,20,greedy_redux,4.410743713378906e-05,417.0,15843
ZKW,10,dynamic_cost,2.3365020751953125e-05,0.0,5003
ZKW,27,branch_bound,0.0011222362518310547,0.0,5768
NK,4,greedy_redux,1.8835067749023438e-05,0.0,1797
ZKC,10,dynamic_cost,0.0011529922485351562,0.0,9498
ZKW,4,branch_bound,9.560585021972656e-05,0.0,7144
NK,27,greedy_simple,4.935264587402344e-05,101.0,24302
ZKC,22,greedy_simple,2.9325485229492188e-05,1482.0,20694
NK,20,branch_bound,0.05793499946594238,0.0,13386
ZKC,20,solve_ftapas_70,0.007884740829467773,16.0,16778
NK,15,solve_ftapas_70,0.0031507015228271484,0.0,8780
NK,4,solve_ftapas_15,0.0004305839538574219,0.0,2625
NK,4,solve_ftapas_30,0.0003199577331542969,0.0,2302
ZKC,4,solve_ftapas_30,0.0003228187561035156,50.0,3453
NK,10,solve_ftapas_30,0.002064943313598633,0.0,6284
NK,20,dynamic_cost,0.08213210105895996,0.0,17155
NK,4,dynamic_cost,1.4066696166992188e-05,0.0,1867
NK,27,solve_ftapas_30,0.051395416259765625,0.0,20367
NK,4,solve_ftapas_15,0.00041484832763671875,0.0,4672
ZKC,4,dynamic_weight,0.02254319190979004,0.0,4907
ZKC,22,dynamic_cost,0.02388930320739746,0.0,19003
ZKW,4,greedy_simple,2.9087066650390625e-05,7620.0,9878
NK,22,branch_bound,0.08704185485839844,0.0,23209
NK,15,greedy_simple,2.5033950805664062e-05,204.0,12671
NK,27,greedy_redux,3.743171691894531e-05,0.0,13575
NK,15,solve_ftapas_30,0.004962921142578125,0.0,11250
NK,15,greedy_simple,2.1219253540039062e-05,0.0,10068
ZKC,22,greedy_redux,3.218650817871094e-05,851.0,21497
ZKC,10,solve_ftapas_70,0.0012431144714355469,26.0,8777
NK,25,solve_ftapas_15,0.07834339141845703,0.0,21038
ZKW,4,solve_ftapas_30,0.00022339820861816406,0.0,2957
ZKW,4,solve_ftapas_50,0.0001811981201171875,0.0,6074
NK,25,solve_ftapas_70,0.013720512390136719,0.0,27602
NK,22,solve_ftapas_30,0.024886608123779297,0.0,3460
ZKC,15,greedy_simple,4.3392181396484375e-05,1602.0,15112
ZKC,4,solve_ftapas_70,0.00023818016052246094,0.0,3660
NK,15,solve_ftapas_15,0.013767480850219727,0.0,18643
ZKC,15,solve_ftapas_50,0.004484415054321289,0.0,12878
ZKW,4,dynamic_cost,4.029273986816406e-05,0.0,7021
NK,27,solve_ftapas_15,0.09626626968383789,0.0,13191
ZKC,15,solve_ftapas_70,0.003649473190307617,29.0,14595
ZKW,4,solve_ftapas_30,0.0002999305725097656,0.0,3611
ZKC,25,solve_ftapas_50,0.02385115623474121,0.0,24304
ZKC,25,dynamic_weight,0.7839224338531494,0.0,16372
ZKW,4,branch_bound,9.441375732421875e-05,0.0,1336
ZKW,10,solve_ftapas_50,0.0007908344268798828,0.0,6637
ZKW,4,solve_ftapas_50,0.00018787384033203125,0.0,3915
ZKC,10,dynamic_weight,0.09791207313537598,0.0,7778
NK,10,solve_ftapas_70,0.0012006759643554688,0.0,4515
NK,10,branch_bound,0.0005366802215576172,0.0,8178
NK,20,dynamic_weight,0.5173768997192383,0.0,24594
NK,15,solve_ftapas_15,0.01527547836303711,0.0,8049
NK,27,solve_ftapas_15,0.08310103416442871,0.0,30115
ZKW,4,solve_ftapas_15,0.00038313865661621094,0.0,2053
NK,4,dynamic_weight,0.01610875129699707,0.0,2063
NK,10,branch_bound,0.0002701282501220703,0.0,10272
NK,4,branch_bound,7.43865966796875e-05,0.0,0
ZKC,10,solve_ftapas_30,0.002223491668701172,59.0,8026
ZKW,25,solve_ftapas_15,0.0470881462097168,0.0,3178
ZKW,4,solve_ftapas_30,0.00029659271240234375,0.0,7201
ZKW,27,dynamic_weight,1.123993158340454,0.0,3262
ZKC,27,solve_ftapas_70,0.01764082908630371,2.0,20181
NK,25,solve_ftapas_15,0.06831955909729004,0.0,29153
NK,22,greedy_simple,3.719329833984375e-05,0.0,23096
NK,15,solve_ftapas_15,0.013068675994873047,0.0,10947
ZKC,22,dynamic_weight,0.7971718311309814,0.0,23142
ZKC,4,greedy_redux,3.743171691894531e-05,0.0,3019
ZKC,15,dynamic_weight,0.320584774017334,0.0,14145
NK,4,dynamic_weight,0.009439229965209961,0.0,3100
ZKC,20,greedy_redux,6.079673767089844e-05,717.0,19763
ZKW,4,solve_ftapas_70,0.0002593994140625,0.0,4795
ZKC,4,solve_ftapas_30,0.0003705024719238281,0.0,3768
ZKC,20,solve_ftapas_30,0.018663406372070312,16.0,18721
NK,22,greedy_redux,6.413459777832031e-05,0.0,19068
NK,22,dynamic_cost,0.03943324089050293,0.0,18927
NK,15,greedy_redux,3.7670135498046875e-05,0.0,9785
NK,15,solve_ftapas_70,0.002869129180908203,0.0,3220
ZKW,4,solve_ftapas_50,0.00018286705017089844,0.0,1588
NK,15,solve_ftapas_70,0.0030236244201660156,0.0,18585
ZKW,10,solve_ftapas_70,0.0005731582641601562,0.0,5984
NK,15,greedy_simple,2.3365020751953125e-05,141.0,17045
ZKC,15,solve_ftapas_30,0.00748443603515625,14.0,13425
ZKC,15,solve_ftapas_50,0.004473686218261719,65.0,12861
ZKW,4,solve_ftapas_50,0.00017070770263671875,0.0,9509
ZKC,20,solve_ftapas_70,0.00803685188293457,90.0,18581
ZKC,15,solve_ftapas_30,0.006029605865478516,0.0,11561
NK,15,solve_ftapas_15,0.01333165168762207,0.0,7915
NK,25,branch_bound,0.07695531845092773,0.0,31315
ZKC,20,branch_bound,0.6833930015563965,0.0,18466
ZKC,25,dynamic_weight,0.9452180862426758,0.0,23705
ZKC,4,greedy_simple,3.218650817871094e-05,1371.0,2908
NK,25,solve_ftapas_15,0.06960821151733398,0.0,30668
NK,20,solve_ftapas_15,0.034232139587402344,0.0,16946
ZKW,4,dynamic_cost,4.363059997558594e-05,0.0,4445
ZKC,27,greedy_simple,3.4809112548828125e-05,697.0,21667
ZKC,25,dynamic_weight,1.035447359085083,0.0,23722
NK,25,solve_ftapas_50,0.022550344467163086,0.0,30076
ZKW,15,solve_ftapas_70,0.0017192363739013672,283.0,6825
ZKW,4,solve_ftapas_70,0.0001575946807861328,0.0,5567
ZKC,20,greedy_simple,5.1021575927734375e-05,985.0,12828
NK,20,solve_ftapas_30,0.01836371421813965,0.0,26514
ZKC,27,solve_ftapas_50,0.026202917098999023,0.0,23111
NK,10,solve_ftapas_15,0.0032100677490234375,0.0,2604
ZKC,22,dynamic_weight,1.0143787860870361,0.0,20181
ZKC,20,dynamic_weight,0.6606640815734863,0.0,20118
ZKC,4,solve_ftapas_50,0.0002384185791015625,503.0,3318
ZKC,25,dynamic_weight,0.8983442783355713,0.0,21118
NK,25,dynamic_weight,0.8312478065490723,0.0,27550
ZKC,20,dynamic_cost,0.01809859275817871,0.0,17896
NK,27,dynamic_cost,0.018326759338378906,0.0,17353
ZKW,27,dynamic_weight,2.5896666049957275,0.0,10965
ZKC,4,solve_ftapas_30,0.000457763671875,0.0,3184
ZKC,20,greedy_redux,6.556510925292969e-05,944.0,20278
NK,27,branch_bound,0.5474977493286133,0.0,22108
ZKC,25,branch_bound,25.655333757400513,0.0,26770
NK,22,dynamic_weight,1.1537253856658936,0.0,17055
ZKC,27,dynamic_weight,1.0982990264892578,0.0,24328
NK,4,dynamic_cost,3.218650817871094e-05,0.0,3883
ZKW,15,dynamic_cost,2.8371810913085938e-05,0.0,1852
ZKC,20,greedy_redux,7.724761962890625e-05,1073.0,20259
NK,25,solve_ftapas_30,0.0720367431640625,0.0,23201
ZKW,4,greedy_simple,2.4080276489257812e-05,531.0,2569
NK,25,greedy_simple,5.1975250244140625e-05,0.0,29086
ZKW,15,branch_bound,0.0004863739013671875,0.0,2787
ZKC,27,solve_ftapas_30,0.04701733589172363,11.0,25589
NK,25,dynamic_cost,0.0368194580078125,0.0,33165
NK,20,solve_ftapas_70,0.007620811462402344,0.0,21684
ZKW,4,dynamic_cost,2.2649765014648438e-05,0.0,2352
NK,25,solve_ftapas_50,0.02109050750732422,0.0,28743
NK,20,solve_ftapas_30,0.016928434371948242,0.0,22347
NK,20,solve_ftapas_50,0.008836507797241211,0.0,7412
ZKC,15,greedy_simple,3.9577484130859375e-05,721.0,13000
ZKW,4,solve_ftapas_70,0.00019478797912597656,0.0,4289
ZKC,25,solve_ftapas_15,0.06867218017578125,11.0,21023
NK,10,dynamic_cost,0.0015332698822021484,0.0,13928
NK,20,dynamic_weight,1.1208245754241943,0.0,12128
NK,10,greedy_simple,3.6716461181640625e-05,0.0,9164
NK,15,greedy_simple,3.4809112548828125e-05,331.0,12958
ZKC,27,branch_bound,83.41425085067749,0.0,24738
NK,4,branch_bound,0.00010585784912109375,0.0,1538
ZKW,4,dynamic_cost,0.00016880035400390625,0.0,6970
ZKW,10,solve_ftapas_15,0.0035424232482910156,0.0,2418
NK,20,greedy_simple,8.368492126464844e-05,0.0,9458
NK,20,greedy_simple,3.933906555175781e-05,161.0,13652
NK,4,dynamic_cost,0.00010204315185546875,0.0,1691
ZKC,25,solve_ftapas_15,0.0830237865447998,4.0,25091
ZKC,22,solve_ftapas_30,0.02703070640563965,0.0,21501
NK,4,dynamic_cost,7.867813110351562e-05,0.0,2326
ZKC,15,greedy_simple,4.7206878662109375e-05,1106.0,12961
NK,10,greedy_simple,1.7642974853515625e-05,1029.0,14609
ZKC,20,solve_ftapas_70,0.008314847946166992,0.0,17627
NK,20,dynamic_weight,0.46440672874450684,0.0,14603
ZKC,20,solve_ftapas_70,0.00847172737121582,17.0,18640
ZKC,20,dynamic_cost,0.016565799713134766,0.0,16359
NK,4,dynamic_cost,2.47955322265625e-05,0.0,4419
ZKW,4,solve_ftapas_50,0.0001862049102783203,0.0,2381
ZKC,25,dynamic_cost,0.03437471389770508,0.0,20094
NK,25,solve_ftapas_70,0.01486659049987793,0.0,30269
NK,4,solve_ftapas_15,0.0003151893615722656,0.0,4289
ZKW,4,solve_ftapas_15,0.00024366378784179688,0.0,2646
ZKW,4,solve_ftapas_15,0.00025582313537597656,0.0,6199
ZKW,4,solve_ftapas_30,0.00019812583923339844,0.0,3458
ZKC,27,solve_ftapas_50,0.027563095092773438,12.0,25388
NK,27,branch_bound,0.9730370044708252,0.0,27411
ZKC,22,dynamic_weight,0.6295933723449707,0.0,17831
ZKW,15,solve_ftapas_30,0.0014455318450927734,0.0,39088
ZKC,27,solve_ftapas_15,0.08973503112792969,0.0,24218
ZKW,22,solve_ftapas_50,0.012372255325317383,0.0,3474
ZKC,20,dynamic_weight,0.6165025234222412,0.0,19337
NK,25,solve_ftapas_15,0.08321762084960938,0.0,27720
NK,4,greedy_simple,2.9087066650390625e-05,0.0,4249
ZKC,27,dynamic_weight,1.1295592784881592,0.0,24363
NK,20,solve_ftapas_50,0.00920867919921875,0.0,18679
ZKW,4,dynamic_cost,2.1219253540039062e-05,0.0,7006
ZKC,22,solve_ftapas_50,0.015129327774047852,54.0,20865
ZKC,4,branch_bound,0.00011491775512695312,0.0,3089
ZKC,27,branch_bound,44.71254253387451,0.0,23694
NK,15,dynamic_cost,0.017133712768554688,0.0,15262
NK,10,dynamic_weight,0.15039443969726562,0.0,8478
ZKC,15,dynamic_cost,0.013995170593261719,0.0,14733
ZKC,22,solve_ftapas_70,0.02228403091430664,8.0,18556
ZKW,4,solve_ftapas_30,0.00032973289489746094,0.0,4922
NK,20,dynamic_weight,0.5652797222137451,0.0,23116
ZKW,4,greedy_redux,4.458427429199219e-05,0.0,4177
NK,20,solve_ftapas_15,0.07893562316894531,0.0,28066
NK,22,dynamic_cost,0.024642467498779297,0.0,30541
NK,25,branch_bound,0.8086972236633301,0.0,14361
ZKC,20,solve_ftapas_70,0.008080005645751953,26.0,17759
ZKW,4,solve_ftapas_50,0.00026702880859375,0.0,2666
ZKC,15,solve_ftapas_50,0.0037665367126464844,0.0,11463
NK,25,branch_bound,0.06095576286315918,0.0,23966
NK,4,solve_ftapas_50,0.00022149085998535156,0.0,4660
ZKC,22,solve_ftapas_30,0.026211261749267578,27.0,21296
ZKC,27,dynamic_cost,0.11751961708068848,0.0,27520
ZKW,10,greedy_redux,7.033348083496094e-05,0.0,5623
ZKC,27,dynamic_weight,1.1977794170379639,0.0,24985
ZKW,4,greedy_redux,0.0001087188720703125,0.0,5348
ZKC,20,branch_bound,2.329169750213623,0.0,16361
ZKW,4,dynamic_weight,0.09878754615783691,0.0,11736
NK,25,dynamic_cost,0.15624046325683594,0.0,21428
NK,15,greedy_redux,6.079673767089844e-05,0.0,14719
ZKW,4,solve_ftapas_50,0.0003647804260253906,0.0,1966
ZKC,25,greedy_redux,6.771087646484375e-05,1434.0,21502
ZKC,20,dynamic_cost,0.030568838119506836,0.0,17645
NK,25,solve_ftapas_50,0.03375983238220215,0.0,20284
NK,20,dynamic_weight,0.4958016872406006,0.0,24554
NK,10,solve_ftapas_50,0.0013327598571777344,0.0,8573
NK,22,greedy_simple,3.7670135498046875e-05,0.0,28058
ZKC,15,branch_bound,0.06036853790283203,0.0,9641
ZKC,25,dynamic_cost,0.034461021423339844,0.0,23478
NK,25,solve_ftapas_50,0.017980337142944336,0.0,21620
ZKW,4,greedy_redux,4.2438507080078125e-05,0.0,4725
ZKW,4,solve_ftapas_50,0.00020551681518554688,0.0,3754
NK,22,solve_ftapas_30,0.020406484603881836,0.0,1525
ZKW,22,solve_ftapas_70,0.0036246776580810547,0.0,6066
NK,15,dynamic_cost,0.008503437042236328,0.0,19692
ZKW,4,branch_bound,6.246566772460938e-05,0.0,2446
ZKC,10,branch_bound,0.0012884140014648438,0.0,8676
NK,25,solve_ftapas_70,0.011940240859985352,0.0,9586
NK,22,dynamic_weight,0.800055742263794,0.0,17445
ZKC,15,solve_ftapas_15,0.01448822021484375,15.0,13271
ZKW,4,dynamic_cost,3.170967102050781e-05,0.0,4821
ZKC,25,solve_ftapas_50,0.02255988121032715,27.0,22896
ZKC,22,solve_ftapas_50,0.015704870223999023,13.0,20508
NK,25,dynamic_cost,0.015317440032958984,0.0,17722
ZKW,4,branch_bound,0.0001277923583984375,0.0,9085
ZKC,4,dynamic_weight,0.015840768814086914,0.0,3502
ZKC,10,branch_bound,0.0014452934265136719,0.0,10265
ZKC,15,solve_ftapas_70,0.002973794937133789,0.0,11425
NK,10,branch_bound,0.0009984970092773438,0.0,5474
ZKC,25,dynamic_weight,0.9464850425720215,0.0,21661
ZKC,25,greedy_redux,4.7206878662109375e-05,80.0,25661
ZKC,20,dynamic_weight,0.4934704303741455,0.0,16173
ZKC,25,greedy_simple,4.124641418457031e-05,1776.0,19897
NK,22,solve_ftapas_15,0.051993370056152344,0.0,33601
NK,27,dynamic_cost,0.03991556167602539,0.0,26330
ZKC,27,solve_ftapas_50,0.02572798728942871,0.0,22872
NK,15,solve_ftapas_50,0.0031762123107910156,0.0,6634
ZKC,4,dynamic_cost,2.5272369384765625e-05,0.0,4167
ZKC,10,solve_ftapas_15,0.003929615020751953,0.0,9355
NK,20,greedy_simple,3.0517578125e-05,303.0,26815
ZKW,15,greedy_simple,1.71661376953125e-05,200.0,4250
ZKC,22,greedy_redux,5.459785461425781e-05,1205.0,20424
ZKC,25,dynamic_cost,0.0332951545715332,0.0,23661
ZKC,27,dynamic_cost,0.0409696102142334,0.0,24696
NK,22,greedy_redux,4.9591064453125e-05,29.0,29728
ZKW,20,dynamic_cost,0.00039076805114746094,0.0,7104
NK,15,dynamic_weight,0.23240232467651367,0.0,17632
NK,4,dynamic_weight,0.012987613677978516,0.0,1314
ZKW,4,dynamic_cost,1.8358230590820312e-05,0.0,2209
NK,20,dynamic_weight,1.025651454925537,0.0,20126
ZKC,25,greedy_simple,5.841255187988281e-05,1006.0,23269
NK,15,dynamic_weight,0.2370131015777588,0.0,1396
NK,27,dynamic_weight,1.0951106548309326,0.0,36134
NK,15,dynamic_cost,0.0042877197265625,0.0,13835
ZKC,4,branch_bound,9.703636169433594e-05,0.0,2593
ZKW,4,solve_ftapas_15,0.00031828880310058594,0.0,2835
ZKC,20,solve_ftapas_15,0.031890869140625,0.0,15743
NK,27,greedy_redux,5.1975250244140625e-05,0.0,18287
NK,4,greedy_redux,1.52587890625e-05,0.0,4254
NK,20,branch_bound,0.00031948089599609375,0.0,28544
NK,4,branch_bound,4.553794860839844e-05,0.0,0
ZKC,15,greedy_redux,2.8848648071289062e-05,1049.0,12220
ZKC,10,dynamic_weight,0.09772419929504395,0.0,7981
ZKC,27,greedy_simple,4.696846008300781e-05,879.0,27226
NK,25,dynamic_weight,1.1328649520874023,0.0,28718
ZKW,4,solve_ftapas_70,0.00032591819763183594,245.0,4919
ZKC,20,dynamic_weight,1.1794440746307373,0.0,18579
NK,15,greedy_redux,5.3882598876953125e-05,0.0,12988
NK,15,greedy_redux,4.482269287109375e-05,191.0,11642
ZKC,10,solve_ftapas_70,0.002219676971435547,41.0,9678
NK,20,solve_ftapas_30,0.038152217864990234,0.0,26743
ZKC,25,greedy_simple,5.817413330078125e-05,1238.0,23751
NK,22,dynamic_weight,0.5813279151916504,0.0,20988
NK,15,dynamic_weight,0.5334172248840332,0.0,16362
ZKW,4,dynamic_cost,3.695487976074219e-05,0.0,4302
NK,22,dynamic_weight,1.3261852264404297,0.0,25370
ZKC,10,solve_ftapas_70,0.0023567676544189453,29.0,9988
NK,27,dynamic_cost,0.027278423309326172,0.0,17288
NK,10,dynamic_cost,0.0005435943603515625,0.0,4683
ZKC,22,branch_bound,3.343398094177246,0.0,18808
ZKC,15,solve_ftapas_15,0.014310598373413086,6.0,13904
ZKW,10,solve_ftapas_70,0.0012292861938476562,0.0,2829
NK,15,dynamic_weight,0.5825333595275879,0.0,19868
ZKC,22,dynamic_weight,1.3838541507720947,0.0,19322
ZKC,10,solve_ftapas_30,0.0047321319580078125,11.0,10096
NK,20,dynamic_cost,0.034882545471191406,0.0,16580
ZKC,22,dynamic_cost,0.043047428131103516,0.0,19438
ZKC,27,solve_ftapas_70,0.04245495796203613,13.0,25346
ZKC,22,dynamic_cost,0.045034170150756836,0.0,20652
ZKC,10,solve_ftapas_15,0.009431123733520508,0.0,11079
ZKC,10,solve_ftapas_50,0.003084897994995117,62.0,8849
ZKW,22,greedy_redux,9.179115295410156e-05,0.0,6140
NK,15,greedy_redux,3.719329833984375e-05,0.0,1630
ZKW,4,solve_ftapas_15,0.0005376338958740234,0.0,2439
ZKC,10,solve_ftapas_70,0.0022356510162353516,130.0,9035
NK,25,dynamic_cost,0.06760668754577637,0.0,31279
ZKW,4,solve_ftapas_15,0.0005478858947753906,0.0,2729
NK,4,dynamic_weight,0.028097152709960938,0.0,3362
NK,15,branch_bound,0.0011250972747802734,0.0,16148
ZKC,25,branch_bound,42.62100696563721,0.0,25494
ZKW,10,dynamic_weight,0.20821809768676758,0.0,2605
NK,20,solve_ftapas_15,0.05562114715576172,88.0,19608
ZKC,22,branch_bound,2.6869120597839355,0.0,17807
NK,4,greedy_redux,3.62396240234375e-05,0.0,4155
NK,15,solve_ftapas_15,0.02167057991027832,1.0,15354
ZKC,4,greedy_simple,2.1219253540039062e-05,358.0,2538
ZKC,25,solve_ftapas_70,0.033829689025878906,38.0,23705
ZKC,27,greedy_simple,6.031990051269531e-05,157.0,26126
ZKW,4,solve_ftapas_30,0.00037169456481933594,0.0,3717
ZKC,25,greedy_simple,5.030632019042969e-05,697.0,25104
ZKC,10,greedy_simple,2.765655517578125e-05,0.0,9088
ZKC,27,branch_bound,130.41603589057922,0.0,24319
NK,15,solve_ftapas_30,0.014093637466430664,0.0,6968
