iid,dataset,size,key,elapsed,result,target
21,NK,27,solve_ftapas_15,0.288923978805542,23063,23063
561,ZKW,22,solve_ftapas_15,0.048253774642944336,10113,10113
267,NK,10,solve_ftapas_15,0.013543128967285156,6985,6985
1772,ZKW,4,solve_ftapas_15,0.0006420612335205078,3458,3458
370,ZKW,20,solve_ftapas_15,0.0699760913848877,3615,3615
312,NK,27,solve_ftapas_15,0.25131797790527344,21569,21570
441,NK,4,solve_ftapas_15,0.0009360313415527344,5646,5646
351,ZKC,4,solve_ftapas_15,0.0018239021301269531,3629,3629
200,NK,22,solve_ftapas_15,0.1691899299621582,31084,31084
298,NK,25,solve_ftapas_15,0.19580483436584473,17187,17187
300,NK,25,solve_ftapas_15,0.20574116706848145,24983,24983
471,ZKW,4,solve_ftapas_15,0.0006792545318603516,1407,1407
182,ZKC,4,solve_ftapas_15,0.0007700920104980469,2692,2696
400,NK,25,solve_ftapas_15,0.1964719295501709,25592,25592
260,ZKC,4,solve_ftapas_15,0.0007259845733642578,3309,3309
15,ZKC,25,solve_ftapas_15,0.24776411056518555,22598,22603
316,NK,4,solve_ftapas_15,0.0008859634399414062,1101,1101
221,NK,20,solve_ftapas_15,0.11660909652709961,10482,10482
446,ZKC,4,solve_ftapas_15,0.0007290840148925781,3583,3583
44,ZKC,20,solve_ftapas_15,0.1169741153717041,19193,19200
266,NK,4,solve_ftapas_15,0.0005979537963867188,1140,1140
317,NK,15,solve_ftapas_15,0.04074692726135254,13687,13687
426,NK,27,solve_ftapas_15,0.23526692390441895,12621,12621
104,ZKC,4,solve_ftapas_15,0.0007798671722412109,3304,3304
60,ZKW,22,solve_ftapas_15,0.08252215385437012,2995,2995
980,ZKW,27,solve_ftapas_15,0.22455883026123047,3262,3262
203,NK,25,solve_ftapas_15,0.23797297477722168,20679,20679
376,NK,15,solve_ftapas_15,0.058258056640625,20454,20454
500,NK,22,solve_ftapas_15,0.14684009552001953,15889,15889
1894,ZKW,10,solve_ftapas_15,0.004800081253051758,8173,8173
297,ZKC,4,solve_ftapas_15,0.0012810230255126953,4051,4051
446,NK,10,solve_ftapas_15,0.020502090454101562,10530,10530
167,NK,4,solve_ftapas_15,0.0013933181762695312,3352,3352
260,NK,15,solve_ftapas_15,0.042037248611450195,8533,8533
83,NK,20,solve_ftapas_15,0.11127400398254395,4168,4168
177,ZKC,22,solve_ftapas_15,0.17744207382202148,19038,19052
209,NK,10,solve_ftapas_15,0.0078067779541015625,7204,7204
373,NK,27,solve_ftapas_15,0.31423115730285645,36080,36080
37,ZKC,15,solve_ftapas_15,0.049981117248535156,15567,15567
90,NK,10,solve_ftapas_15,0.020202159881591797,1976,1976
340,NK,25,solve_ftapas_15,0.22160816192626953,15165,15165
989,ZKW,4,solve_ftapas_15,0.0006320476531982422,2880,2880
323,ZKC,25,solve_ftapas_15,0.2659614086151123,22820,22824
203,ZKC,10,solve_ftapas_15,0.009796857833862305,8738,8738
490,ZKC,4,solve_ftapas_15,0.0012578964233398438,3610,3610
833,ZKW,27,solve_ftapas_15,0.13128232955932617,5190,5190
204,NK,20,solve_ftapas_15,0.12681818008422852,5646,5646
233,ZKC,4,solve_ftapas_15,0.0007867813110351562,4298,4298
498,ZKC,10,solve_ftapas_15,0.012823104858398438,10420,10420
123,NK,15,solve_ftapas_15,0.05638599395751953,3475,3475
619,ZKW,4,solve_ftapas_15,0.0005748271942138672,3490,3490
534,ZKW,4,solve_ftapas_15,0.0008330345153808594,5008,5008
338,NK,25,solve_ftapas_15,0.20125484466552734,20847,20847
329,ZKC,10,solve_ftapas_15,0.012992143630981445,7671,7671
5,NK,25,solve_ftapas_15,0.21994781494140625,28265,28265
251,ZKC,27,solve_ftapas_15,0.30094313621520996,22650,22658
167,ZKW,4,solve_ftapas_15,0.0005228519439697266,3857,3857
301,ZKC,10,solve_ftapas_15,0.008756160736083984,8182,8182
207,ZKC,15,solve_ftapas_15,0.04601907730102539,13276,13276
492,NK,4,solve_ftapas_15,0.0010020732879638672,5318,5318
469,ZKC,4,solve_ftapas_15,0.0008842945098876953,4030,4030
520,ZKW,4,solve_ftapas_15,0.000576019287109375,6265,6265
1410,ZKW,20,solve_ftapas_15,0.05873608589172363,7250,7250
121,NK,27,solve_ftapas_15,0.3477771282196045,39212,39212
929,ZKW,15,solve_ftapas_15,0.030475139617919922,7150,7150
83,NK,22,solve_ftapas_15,0.18880796432495117,11944,11944
278,ZKC,20,solve_ftapas_15,0.13460469245910645,19071,19071
220,ZKC,20,solve_ftapas_15,0.117401123046875,15444,15444
445,NK,27,solve_ftapas_15,0.3189280033111572,33307,33307
137,NK,25,solve_ftapas_15,0.25434303283691406,26857,26857
421,NK,20,solve_ftapas_15,0.11486983299255371,17155,17155
63,ZKC,20,solve_ftapas_15,0.12087011337280273,17580,17580
315,NK,10,solve_ftapas_15,0.015072822570800781,8678,8678
244,ZKC,25,solve_ftapas_15,0.22143101692199707,19831,19833
404,NK,22,solve_ftapas_15,0.1460249423980713,26457,26457
451,NK,27,solve_ftapas_15,0.28934288024902344,30063,30063
67,NK,15,solve_ftapas_15,0.048660993576049805,11439,11439
397,ZKC,10,solve_ftapas_15,0.00976109504699707,7896,7896
284,NK,22,solve_ftapas_15,0.15467500686645508,25564,25576
23,ZKC,25,solve_ftapas_15,0.3163890838623047,25661,25661
83,ZKC,15,solve_ftapas_15,0.04818296432495117,13154,13154
80,NK,22,solve_ftapas_15,0.18826866149902344,25700,25700
397,ZKC,4,solve_ftapas_15,0.0009622573852539062,2977,2977
1476,ZKW,4,solve_ftapas_15,0.0006659030914306641,7201,7201
1412,ZKW,4,solve_ftapas_15,0.0005009174346923828,13840,13840
26,NK,22,solve_ftapas_15,0.20073914527893066,32125,32125
494,NK,25,solve_ftapas_15,0.20081877708435059,22575,22575
1410,ZKW,10,solve_ftapas_15,0.011466026306152344,3302,3302
250,NK,27,solve_ftapas_15,0.30518198013305664,30381,30381
1731,ZKW,10,solve_ftapas_15,0.01647210121154785,3276,3276
92,ZKC,4,solve_ftapas_15,0.0006318092346191406,1165,1165
148,ZKC,27,solve_ftapas_15,0.33153700828552246,23820,23833
246,NK,10,solve_ftapas_15,0.01370692253112793,13196,13196
1502,ZKW,4,solve_ftapas_15,0.0006091594696044922,3673,3673
226,NK,4,solve_ftapas_15,0.0008399486541748047,1360,1360
218,ZKC,20,solve_ftapas_15,0.15047407150268555,17848,17848
277,NK,15,solve_ftapas_15,0.04320216178894043,15858,15858
372,NK,20,solve_ftapas_15,0.14577388763427734,11289,11289
839,ZKW,4,solve_ftapas_15,0.0014348030090332031,4726,4726
292,ZKC,27,solve_ftapas_15,0.3784921169281006,23020,23034
209,NK,20,solve_ftapas_15,0.12400174140930176,21621,21621
402,NK,4,solve_ftapas_15,0.0007278919219970703,3686,3686
215,NK,25,solve_ftapas_15,0.2661421298980713,19176,19176
296,ZKC,27,solve_ftapas_15,0.3760528564453125,25988,25997
178,NK,15,solve_ftapas_15,0.046221017837524414,15713,15713
458,NK,4,solve_ftapas_15,0.0007119178771972656,1921,1921
108,NK,15,solve_ftapas_15,0.05445694923400879,23271,23281
280,NK,20,solve_ftapas_15,0.12898492813110352,25753,25753
425,NK,27,solve_ftapas_15,0.34520387649536133,14751,14751
307,NK,27,solve_ftapas_15,0.36614084243774414,26631,26631
34,ZKC,22,solve_ftapas_15,0.2198350429534912,22539,22539
259,ZKC,15,solve_ftapas_15,0.051412105560302734,13429,13429
426,ZKC,20,solve_ftapas_15,0.1509718894958496,16490,16518
8,ZKC,27,solve_ftapas_15,0.3782999515533447,23749,23755
239,ZKC,25,solve_ftapas_15,0.29488110542297363,25248,25248
230,ZKC,4,solve_ftapas_15,0.0007932186126708984,4145,4145
66,ZKC,25,solve_ftapas_15,0.24937129020690918,20806,20810
232,ZKC,4,solve_ftapas_15,0.0008909702301025391,2762,2810
15,NK,10,solve_ftapas_15,0.021725893020629883,6284,6284
329,ZKC,4,solve_ftapas_15,0.0008497238159179688,2657,2657
857,ZKW,20,solve_ftapas_15,0.08619976043701172,3815,3815
404,ZKC,22,solve_ftapas_15,0.18116307258605957,20552,20552
207,ZKC,20,solve_ftapas_15,0.1172800064086914,16914,16914
307,NK,20,solve_ftapas_15,0.11016106605529785,23013,23013
87,ZKC,25,solve_ftapas_15,0.25198793411254883,21348,21348
113,ZKC,22,solve_ftapas_15,0.13831090927124023,16918,16920
178,NK,10,solve_ftapas_15,0.014817953109741211,11821,11821
787,ZKW,4,solve_ftapas_15,0.0006170272827148438,1417,1417
1933,ZKW,4,solve_ftapas_15,0.000392913818359375,27127,27127
134,ZKC,4,solve_ftapas_15,0.0007870197296142578,3618,3618
407,ZKC,20,solve_ftapas_15,0.13277816772460938,18671,18671
446,ZKC,10,solve_ftapas_15,0.019582033157348633,8604,8604
237,NK,25,solve_ftapas_15,0.2922379970550537,25517,25517
12,NK,27,solve_ftapas_15,0.30027198791503906,31677,31677
419,NK,15,solve_ftapas_15,0.034003257751464844,9366,9366
212,ZKC,22,solve_ftapas_15,0.16785311698913574,19185,19185
393,ZKC,25,solve_ftapas_15,0.2146308422088623,19397,19405
1529,ZKW,4,solve_ftapas_15,0.0005860328674316406,4640,4640
329,NK,25,solve_ftapas_15,0.21387600898742676,26117,26117
174,NK,27,solve_ftapas_15,0.2915189266204834,17969,17969
191,NK,20,solve_ftapas_15,0.11373281478881836,5950,5950
313,ZKC,20,solve_ftapas_15,0.14505791664123535,17171,17171
120,NK,22,solve_ftapas_15,0.17790889739990234,27370,27370
162,ZKC,15,solve_ftapas_15,0.05339694023132324,10448,10457
803,ZKW,10,solve_ftapas_15,0.015921831130981445,4583,4583
31,ZKC,15,solve_ftapas_15,0.0485692024230957,13147,13147
408,NK,27,solve_ftapas_15,0.30482006072998047,10089,10089
1089,ZKW,4,solve_ftapas_15,0.001100778579711914,3582,3582
103,NK,4,solve_ftapas_15,0.0009453296661376953,1289,1289
1989,ZKW,27,solve_ftapas_15,0.17985892295837402,5712,5712
64,NK,25,solve_ftapas_15,0.24716401100158691,13229,13229
222,ZKC,4,solve_ftapas_15,0.0009071826934814453,2517,2549
1980,ZKW,4,solve_ftapas_15,0.0011548995971679688,11720,11720
1416,ZKW,4,solve_ftapas_15,0.0012469291687011719,4230,4230
42,ZKC,27,solve_ftapas_15,0.37901902198791504,26661,26670
370,ZKC,25,solve_ftapas_15,0.2780799865722656,22585,22598
373,ZKC,10,solve_ftapas_15,0.02401590347290039,9498,9498
459,ZKC,15,solve_ftapas_15,0.047231197357177734,13142,13142
240,NK,27,solve_ftapas_15,0.2648909091949463,14838,14838
497,ZKC,25,solve_ftapas_15,0.28935694694519043,23555,23555
41,ZKC,20,solve_ftapas_15,0.12140798568725586,18615,18615
2,NK,22,solve_ftapas_15,0.16335105895996094,18216,18216
995,ZKW,4,solve_ftapas_15,0.0007359981536865234,4192,4192
369,NK,4,solve_ftapas_15,0.0009572505950927734,3383,3383
94,ZKW,4,solve_ftapas_15,0.0008828639984130859,2188,2188
45,NK,27,solve_ftapas_15,0.294727087020874,25569,25569
148,ZKC,20,solve_ftapas_15,0.12709903717041016,19708,19708
332,NK,25,solve_ftapas_15,0.25368404388427734,35082,35082
122,ZKC,4,solve_ftapas_15,0.0008587837219238281,2916,2916
62,NK,25,solve_ftapas_15,0.313417911529541,41411,41411
28,ZKW,4,solve_ftapas_15,0.0007269382476806641,12485,12485
490,NK,20,solve_ftapas_15,0.1286330223083496,15100,15100
54,NK,22,solve_ftapas_15,0.12430596351623535,18122,18122
111,ZKC,15,solve_ftapas_15,0.056546926498413086,14960,14967
187,NK,22,solve_ftapas_15,0.1356523036956787,17095,17095
93,NK,10,solve_ftapas_15,0.012440204620361328,4739,4739
467,NK,20,solve_ftapas_15,0.11616110801696777,26098,26098
172,NK,27,solve_ftapas_15,0.3497178554534912,28908,28908
141,NK,22,solve_ftapas_15,0.16278886795043945,11694,11694
332,ZKC,4,solve_ftapas_15,0.0008330345153808594,4140,4140
304,ZKC,27,solve_ftapas_15,0.34430480003356934,23790,23790
411,NK,15,solve_ftapas_15,0.05363821983337402,7111,7111
37,NK,4,solve_ftapas_15,0.0009059906005859375,0,0
124,ZKW,4,solve_ftapas_15,0.0005061626434326172,7685,7685
104,NK,27,solve_ftapas_15,0.2945427894592285,27269,27269
1717,ZKW,4,solve_ftapas_15,0.0005741119384765625,8473,8473
145,ZKC,4,solve_ftapas_15,0.002801179885864258,3935,3935
492,ZKC,27,solve_ftapas_15,0.3721351623535156,25393,25393
218,NK,15,solve_ftapas_15,0.034497737884521484,8222,8222
915,ZKW,10,solve_ftapas_15,0.004730224609375,6169,6169
220,NK,4,solve_ftapas_15,0.0006451606750488281,2193,2193
1634,ZKW,4,solve_ftapas_15,0.0005609989166259766,3874,3874
190,ZKC,25,solve_ftapas_15,0.2679319381713867,21229,21233
342,NK,4,solve_ftapas_15,0.0020117759704589844,2637,2637
147,ZKC,20,solve_ftapas_15,0.1059119701385498,16843,16843
1887,ZKW,10,solve_ftapas_15,0.005084037780761719,4711,4711
235,ZKC,15,solve_ftapas_15,0.045305728912353516,14305,14305
427,NK,20,solve_ftapas_15,0.10250496864318848,19737,19737
210,ZKC,27,solve_ftapas_15,0.3429408073425293,22805,22805
492,NK,27,solve_ftapas_15,0.3584580421447754,16128,16128
146,ZKC,22,solve_ftapas_15,0.16386008262634277,22939,22941
435,ZKC,22,solve_ftapas_15,0.1123051643371582,16781,16781
466,NK,22,solve_ftapas_15,0.09961533546447754,9200,9200
39,NK,22,solve_ftapas_15,0.12396073341369629,23416,23422
340,NK,22,solve_ftapas_15,0.1238851547241211,22005,22005
456,ZKC,10,solve_ftapas_15,0.012794017791748047,11503,11512
237,ZKC,4,solve_ftapas_15,0.0008018016815185547,3768,3768
463,NK,27,solve_ftapas_15,0.20163893699645996,15233,15233
43,NK,22,solve_ftapas_15,0.11757016181945801,7300,7300
296,ZKC,20,solve_ftapas_15,0.11351704597473145,20096,20099
233,ZKC,27,solve_ftapas_15,0.29799485206604004,27209,27213
679,ZKW,4,solve_ftapas_15,0.0005099773406982422,10173,10173
398,ZKC,27,solve_ftapas_15,0.30574512481689453,27733,27739
1107,ZKW,20,solve_ftapas_15,0.04442715644836426,6629,6629
496,ZKC,15,solve_ftapas_15,0.038413047790527344,12661,12661
242,NK,10,solve_ftapas_15,0.012187004089355469,13477,13477
42,NK,15,solve_ftapas_15,0.039650917053222656,9945,9945
105,NK,25,solve_ftapas_15,0.18600177764892578,28182,28182
354,ZKC,22,solve_ftapas_15,0.16919898986816406,20164,20181
472,NK,15,solve_ftapas_15,0.05670285224914551,18428,18428
1295,ZKW,4,solve_ftapas_15,0.0005970001220703125,4861,4861
427,NK,10,solve_ftapas_15,0.00654292106628418,3089,3089
275,NK,15,solve_ftapas_15,0.05196022987365723,11143,11143
303,ZKC,27,solve_ftapas_15,0.32859277725219727,24829,24829
6,ZKW,15,solve_ftapas_15,0.041780948638916016,4823,4823
203,ZKC,22,solve_ftapas_15,0.20773100852966309,20160,20169
1671,ZKW,15,solve_ftapas_15,0.03466486930847168,4083,4083
89,NK,15,solve_ftapas_15,0.0505518913269043,17542,17542
186,ZKW,4,solve_ftapas_15,0.0006070137023925781,7881,7881
90,ZKC,25,solve_ftapas_15,0.246840238571167,20458,20468
457,ZKC,25,solve_ftapas_15,0.30060696601867676,25391,25391
45,ZKW,25,solve_ftapas_15,0.2611093521118164,1454,1454
454,NK,10,solve_ftapas_15,0.00976705551147461,10546,10546
400,NK,27,solve_ftapas_15,0.2799859046936035,25760,25760
220,ZKC,4,solve_ftapas_15,0.0007610321044921875,3522,3522
439,ZKC,22,solve_ftapas_15,0.17516183853149414,19904,19917
152,NK,15,solve_ftapas_15,0.047033071517944336,13036,13036
258,ZKC,4,solve_ftapas_15,0.0010750293731689453,4135,4135
375,ZKC,20,solve_ftapas_15,0.14497113227844238,18799,18820
303,ZKC,4,solve_ftapas_15,0.0007150173187255859,3235,3235
249,ZKC,4,solve_ftapas_15,0.0009989738464355469,2992,2992
218,NK,25,solve_ftapas_15,0.2346959114074707,21451,21451
485,NK,4,solve_ftapas_15,0.0012469291687011719,2122,2122
381,ZKC,4,solve_ftapas_15,0.0013921260833740234,2908,2908
196,NK,4,solve_ftapas_15,0.0007140636444091797,1991,1991
390,NK,25,solve_ftapas_15,0.1937849521636963,28210,28210
258,ZKC,25,solve_ftapas_15,0.21097278594970703,19551,19551
105,ZKC,22,solve_ftapas_15,0.16371512413024902,20630,20630
301,ZKC,27,solve_ftapas_15,0.3467881679534912,25562,25563
69,NK,4,solve_ftapas_15,0.001039743423461914,0,0
74,ZKC,25,solve_ftapas_15,0.2659168243408203,23029,23037
261,NK,22,solve_ftapas_15,0.16402387619018555,13268,13268
449,NK,27,solve_ftapas_15,0.32895803451538086,21033,21033
661,ZKW,4,solve_ftapas_15,0.0006079673767089844,3245,3245
212,ZKC,25,solve_ftapas_15,0.21546483039855957,18024,18024
169,ZKC,27,solve_ftapas_15,0.3508007526397705,27226,27226
31,NK,20,solve_ftapas_15,0.10769772529602051,24095,24095
494,ZKC,4,solve_ftapas_15,0.0008840560913085938,3577,3577
465,NK,25,solve_ftapas_15,0.22305703163146973,13342,13342
264,ZKW,10,solve_ftapas_15,0.005540132522583008,7528,7528
509,ZKW,4,solve_ftapas_15,0.0006682872772216797,1283,1283
179,ZKC,27,solve_ftapas_15,0.33850908279418945,26161,26161
451,ZKC,25,solve_ftapas_15,0.2474069595336914,22862,22868
26,NK,10,solve_ftapas_15,0.009656190872192383,10721,10721
1070,ZKW,4,solve_ftapas_15,0.0006363391876220703,2915,2915
484,ZKC,22,solve_ftapas_15,0.13361787796020508,21204,21211
164,NK,20,solve_ftapas_15,0.08004903793334961,7332,7332
278,ZKW,4,solve_ftapas_15,0.0014541149139404297,2112,2112
291,NK,27,solve_ftapas_15,0.30946898460388184,25948,25948
358,ZKC,22,solve_ftapas_15,0.1646411418914795,20086,20086
163,NK,27,solve_ftapas_15,0.2741689682006836,31450,31450
162,NK,22,solve_ftapas_15,0.13229966163635254,19044,19044
439,NK,4,solve_ftapas_15,0.0009310245513916016,0,0
266,NK,20,solve_ftapas_15,0.11146998405456543,11792,11792
208,NK,10,solve_ftapas_15,0.0067729949951171875,4356,4356
303,NK,10,solve_ftapas_15,0.009167194366455078,6515,6515
30,NK,15,solve_ftapas_15,0.03610515594482422,16148,16148
52,ZKC,27,solve_ftapas_15,0.27544212341308594,22971,22976
372,ZKC,4,solve_ftapas_15,0.0009789466857910156,2424,2424
498,ZKC,4,solve_ftapas_15,0.0007810592651367188,3559,3559
185,ZKC,27,solve_ftapas_15,0.32309794425964355,28017,28025
205,NK,20,solve_ftapas_15,0.0937659740447998,9156,9157
456,NK,25,solve_ftapas_15,0.2121748924255371,27043,27043
32,NK,10,solve_ftapas_15,0.008137226104736328,5418,5418
202,ZKC,25,solve_ftapas_15,0.24855494499206543,24566,24566
202,ZKW,4,solve_ftapas_15,0.0009391307830810547,6925,6925
1899,ZKW,4,solve_ftapas_15,0.0009629726409912109,3527,3527
1257,ZKW,4,solve_ftapas_15,0.0006699562072753906,4410,4410
281,ZKC,15,solve_ftapas_15,0.054802894592285156,13348,13348
132,NK,20,solve_ftapas_15,0.10459017753601074,13386,13386
55,NK,20,solve_ftapas_15,0.08986115455627441,20988,20988
647,ZKW,4,solve_ftapas_15,0.0006239414215087891,550,550
61,NK,22,solve_ftapas_15,0.15042400360107422,27326,27326
95,ZKC,22,solve_ftapas_15,0.1470801830291748,20285,20296
355,ZKC,15,solve_ftapas_15,0.04043006896972656,12343,12343
395,NK,27,solve_ftapas_15,0.23247098922729492,27302,27302
32,NK,20,solve_ftapas_15,0.09290289878845215,22409,22409
37,ZKC,27,solve_ftapas_15,0.27085375785827637,24537,24537
172,NK,4,solve_ftapas_15,0.0006799697875976562,3785,3785
97,NK,27,solve_ftapas_15,0.19916391372680664,26481,26481
473,NK,27,solve_ftapas_15,0.19168519973754883,27064,27064
768,ZKW,10,solve_ftapas_15,0.010867834091186523,6969,6969
189,ZKC,4,solve_ftapas_15,0.0008451938629150391,3510,3510
125,ZKC,20,solve_ftapas_15,0.11058306694030762,17393,17393
118,ZKC,25,solve_ftapas_15,0.22313714027404785,22519,22531
379,ZKC,15,solve_ftapas_15,0.03155398368835449,10522,10522
280,ZKC,22,solve_ftapas_15,0.15405797958374023,22029,22038
252,ZKC,15,solve_ftapas_15,0.05191516876220703,16993,16993
364,NK,27,solve_ftapas_15,0.19836711883544922,19004,19004
379,ZKC,22,solve_ftapas_15,0.14213109016418457,19771,19788
239,NK,15,solve_ftapas_15,0.0372929573059082,507,507
5,ZKW,4,solve_ftapas_15,0.0006518363952636719,3037,3037
358,NK,25,solve_ftapas_15,0.20439791679382324,17973,17973
267,ZKC,27,solve_ftapas_15,0.27308177947998047,22644,22644
15,NK,4,solve_ftapas_15,0.0018069744110107422,4117,4117
429,NK,10,solve_ftapas_15,0.010306119918823242,7753,7753
144,NK,10,solve_ftapas_15,0.008682966232299805,8981,8981
198,ZKC,15,solve_ftapas_15,0.041831254959106445,13976,13996
646,ZKW,4,solve_ftapas_15,0.0007381439208984375,3428,3428
214,ZKC,20,solve_ftapas_15,0.1260080337524414,19257,19258
359,ZKC,27,solve_ftapas_15,0.2656691074371338,24999,25007
127,NK,4,solve_ftapas_15,0.0008549690246582031,4413,4413
120,ZKC,15,solve_ftapas_15,0.044940948486328125,14837,14847
325,ZKC,15,solve_ftapas_15,0.04121708869934082,12576,12576
229,ZKC,15,solve_ftapas_15,0.0437312126159668,11270,11283
225,ZKC,10,solve_ftapas_15,0.011102914810180664,8052,8052
464,NK,15,solve_ftapas_15,0.03553915023803711,19630,19630
302,ZKC,4,solve_ftapas_15,0.0011601448059082031,3947,3947
433,ZKC,25,solve_ftapas_15,0.22063922882080078,24328,24344
315,NK,15,solve_ftapas_15,0.038960933685302734,11644,11644
1839,ZKW,15,solve_ftapas_15,0.02805924415588379,4106,4106
457,NK,27,solve_ftapas_15,0.27689385414123535,28789,28789
383,NK,27,solve_ftapas_15,0.2809901237487793,35012,35012
147,NK,20,solve_ftapas_15,0.09207606315612793,7412,7412
448,ZKC,15,solve_ftapas_15,0.04851818084716797,13650,13650
173,NK,27,solve_ftapas_15,0.25293493270874023,1531,1531
184,ZKC,22,solve_ftapas_15,0.14410996437072754,17807,17807
631,ZKW,4,solve_ftapas_15,0.0006439685821533203,2577,2577
177,NK,10,solve_ftapas_15,0.012737035751342773,8132,8132
276,NK,4,solve_ftapas_15,0.0007779598236083984,4054,4054
12,ZKC,10,solve_ftapas_15,0.016422033309936523,9567,9567
796,ZKW,20,solve_ftapas_15,0.05210399627685547,4856,4856
64,ZKC,25,solve_ftapas_15,0.18922090530395508,21159,21165
375,NK,4,solve_ftapas_15,0.0007188320159912109,0,0
198,NK,10,solve_ftapas_15,0.015809059143066406,11274,11274
392,NK,15,solve_ftapas_15,0.045014142990112305,18298,18298
492,NK,22,solve_ftapas_15,0.1283111572265625,13960,13960
348,ZKC,10,solve_ftapas_15,0.013405084609985352,10185,10194
159,NK,15,solve_ftapas_15,0.04131197929382324,11394,11394
16,NK,10,solve_ftapas_15,0.011373758316040039,3226,3226
21,ZKC,15,solve_ftapas_15,0.04460310935974121,12946,12964
380,ZKW,4,solve_ftapas_15,0.000637054443359375,4875,4875
183,ZKC,10,solve_ftapas_15,0.012493133544921875,9376,9376
54,ZKC,15,solve_ftapas_15,0.045304059982299805,14536,14541
310,ZKW,4,solve_ftapas_15,0.0008749961853027344,4631,4631
67,ZKC,20,solve_ftapas_15,0.10066390037536621,16819,16847
207,ZKC,22,solve_ftapas_15,0.14853191375732422,20213,20234
1055,ZKW,10,solve_ftapas_15,0.009138107299804688,2976,2976
303,ZKC,20,solve_ftapas_15,0.10439801216125488,16162,16162
316,ZKC,25,solve_ftapas_15,0.20589327812194824,21075,21076
116,ZKC,4,solve_ftapas_15,0.0008409023284912109,3665,3665
199,NK,25,solve_ftapas_15,0.22643733024597168,17644,17644
342,NK,10,solve_ftapas_15,0.012425422668457031,8327,8327
89,ZKC,10,solve_ftapas_15,0.01209402084350586,9673,9673
33,NK,22,solve_ftapas_15,0.13830208778381348,14168,14168
1892,ZKW,15,solve_ftapas_15,0.025125980377197266,6764,6764
262,ZKC,10,solve_ftapas_15,0.010117292404174805,8743,8771
367,ZKW,4,solve_ftapas_15,0.0010828971862792969,4735,4735
366,NK,15,solve_ftapas_15,0.04864192008972168,11593,11593
541,ZKW,10,solve_ftapas_15,0.007267951965332031,6501,6501
333,ZKW,10,solve_ftapas_15,0.0055348873138427734,8878,8878
1082,ZKW,10,solve_ftapas_15,0.004831075668334961,9129,9129
160,NK,10,solve_ftapas_15,0.01388692855834961,15810,15810
358,ZKC,25,solve_ftapas_15,0.1828327178955078,19381,19381
445,ZKC,27,solve_ftapas_15,0.31674695014953613,23189,23191
178,NK,25,solve_ftapas_15,0.1549549102783203,24408,24408
184,NK,27,solve_ftapas_15,0.26493310928344727,36149,36149
444,ZKC,25,solve_ftapas_15,0.21843791007995605,23475,23486
1779,ZKW,22,solve_ftapas_15,0.13805699348449707,1622,1622
476,NK,25,solve_ftapas_15,0.1980898380279541,7709,7709
314,NK,4,solve_ftapas_15,0.0009071826934814453,3137,3137
357,ZKC,15,solve_ftapas_15,0.042264699935913086,13824,13824
146,ZKW,4,solve_ftapas_15,0.0011539459228515625,4289,4289
1293,ZKW,4,solve_ftapas_15,0.001371145248413086,2431,2431
497,NK,15,solve_ftapas_15,0.04509401321411133,18358,18358
254,ZKC,4,solve_ftapas_15,0.0007398128509521484,3070,3070
18,NK,25,solve_ftapas_15,0.16796112060546875,21620,21620
1608,ZKW,20,solve_ftapas_15,0.09261703491210938,1762,1762
252,NK,10,solve_ftapas_15,0.014758110046386719,6854,6854
286,ZKC,10,solve_ftapas_15,0.014484167098999023,10181,10181
466,NK,20,solve_ftapas_15,0.0820317268371582,19744,19744
177,NK,15,solve_ftapas_15,0.0484926700592041,8217,8217
30,NK,20,solve_ftapas_15,0.09716320037841797,4627,4627
166,ZKW,4,solve_ftapas_15,0.0005598068237304688,5101,5101
299,ZKC,27,solve_ftapas_15,0.2616000175476074,22566,22566
196,ZKC,20,solve_ftapas_15,0.11172986030578613,19010,19010
473,ZKC,20,solve_ftapas_15,0.10299515724182129,16678,16688
469,NK,25,solve_ftapas_15,0.148514986038208,2557,2557
211,ZKC,27,solve_ftapas_15,0.2488689422607422,23634,23634
445,ZKC,15,solve_ftapas_15,0.035350799560546875,14024,14031
275,NK,10,solve_ftapas_15,0.009625911712646484,11762,11762
1919,ZKW,10,solve_ftapas_15,0.005711078643798828,5672,5672
131,NK,10,solve_ftapas_15,0.010818004608154297,12822,12822
1025,ZKW,15,solve_ftapas_15,0.0242617130279541,4151,4151
317,ZKW,4,solve_ftapas_15,0.0005896091461181641,5870,5870
122,ZKC,22,solve_ftapas_15,0.145949125289917,19351,19351
125,ZKC,15,solve_ftapas_15,0.03428387641906738,10846,10846
271,ZKC,27,solve_ftapas_15,0.2526581287384033,22277,22277
377,ZKC,20,solve_ftapas_15,0.11913204193115234,19063,19066
169,NK,27,solve_ftapas_15,0.22180509567260742,26990,26998
267,ZKC,10,solve_ftapas_15,0.009652853012084961,6755,6755
1396,ZKW,4,solve_ftapas_15,0.0007879734039306641,646,646
314,NK,15,solve_ftapas_15,0.0363008975982666,15347,15347
1694,ZKW,4,solve_ftapas_15,0.0006780624389648438,3817,3817
17,NK,22,solve_ftapas_15,0.12827086448669434,25923,25923
200,ZKW,4,solve_ftapas_15,0.0006048679351806641,3591,3591
98,NK,20,solve_ftapas_15,0.10042691230773926,26430,26430
39,ZKC,20,solve_ftapas_15,0.0931849479675293,15114,15114
