target,best_score,batch_size,mutation_rate,init_method,runtime
18186,18186,40,0.04,random,3.001944065093994
41596,40807,40,0.04,random,3.000830888748169
55841,55775,40,0.04,random,3.0013949871063232
38758,38289,40,0.04,random,3.000667095184326
43131,42449,40,0.04,random,3.0037827491760254
31840,31508,40,0.04,random,3.0056920051574707
43208,43208,40,0.04,random,3.007154941558838
50742,50557,40,0.04,random,3.0034632682800293
45119,44814,40,0.04,random,3.001271963119507
53207,53161,40,0.04,random,3.0087029933929443
39321,38020,40,0.04,random,3.000526189804077
46883,46883,40,0.04,random,3.00069522857666
33666,33111,40,0.04,random,3.0081052780151367
50603,50491,40,0.04,random,3.0007753372192383
43343,42863,40,0.04,random,3.0019237995147705
18007,18007,40,0.04,random,3.0018341541290283
52258,52161,40,0.04,random,3.000490188598633
27772,27223,40,0.04,random,3.0030221939086914
55122,54540,40,0.04,random,3.003887176513672
51393,51301,40,0.04,random,3.0033111572265625
56332,56332,40,0.04,random,3.005303144454956
19901,19643,40,0.04,random,3.0031630992889404
53330,52991,40,0.04,random,3.006622076034546
15470,15470,40,0.04,random,3.0032877922058105
34572,33787,40,0.04,random,3.0001866817474365
25628,24976,40,0.04,random,3.0056257247924805
38667,36526,40,0.08,random,3.006586790084839
44321,41459,40,0.08,random,3.0053839683532715
48073,47020,40,0.08,random,3.0005319118499756
49784,49017,40,0.08,random,3.0039329528808594
35770,32910,40,0.08,random,3.003600835800171
45176,42339,40,0.08,random,3.0031931400299072
50428,48087,40,0.08,random,3.0055267810821533
47153,47153,40,0.08,random,3.0054900646209717
39180,37227,40,0.08,random,3.005742073059082
41567,40419,40,0.08,random,3.002373695373535
13813,13813,40,0.08,random,3.0070018768310547
33621,31706,40,0.08,random,3.004878044128418
43182,40463,40,0.08,random,3.0070769786834717
45967,44618,40,0.08,random,3.0077760219573975
43222,40730,40,0.08,random,3.001732110977173
46847,44973,40,0.08,random,3.0047318935394287
59121,56624,40,0.08,random,3.0080509185791016
25679,23969,40,0.08,random,3.0068349838256836
43413,42570,40,0.08,random,3.0017411708831787
37444,35145,40,0.08,random,3.0008609294891357
47488,45562,40,0.08,random,3.005563735961914
40704,38739,40,0.08,random,3.0030760765075684
50757,48430,40,0.08,random,3.007714033126831
45571,43168,40,0.08,random,3.003601312637329
18186,17958,40,0.08,random,3.0012500286102295
41596,39184,40,0.08,random,3.0071349143981934
55841,54683,40,0.08,random,3.0001747608184814
31840,29886,40,0.08,random,3.004063844680786
43131,39278,40,0.08,random,3.0024571418762207
38758,37009,40,0.08,random,3.0017552375793457
43208,42042,40,0.08,random,3.0019760131835938
50742,49540,40,0.08,random,3.001948356628418
45119,44195,40,0.08,random,3.000141143798828
53207,52102,40,0.08,random,3.003109931945801
39321,36926,40,0.08,random,3.000849962234497
46883,46750,40,0.08,random,3.000080108642578
33666,31869,40,0.08,random,3.0006539821624756
50603,50184,40,0.08,random,3.0073771476745605
43343,41380,40,0.08,random,3.0082759857177734
18007,18007,40,0.08,random,3.0044689178466797
52258,50537,40,0.08,random,3.0085532665252686
27772,26113,40,0.08,random,3.003225803375244
55122,54147,40,0.08,random,3.003117084503174
51393,51047,40,0.08,random,3.0066428184509277
56332,55732,40,0.08,random,3.005699872970581
19901,19901,40,0.08,random,3.0043299198150635
53330,51180,40,0.08,random,3.0065300464630127
15470,15065,40,0.08,random,3.0069618225097656
25628,25085,40,0.08,random,3.00072979927063
34572,33080,40,0.08,random,3.0061659812927246
38667,36466,40,0.16,random,3.0060391426086426
44321,39298,40,0.16,random,3.007431983947754
48073,45298,40,0.16,random,3.006024122238159
49784,49210,40,0.16,random,3.006138801574707
35770,32063,40,0.16,random,3.008378744125366
45176,41242,40,0.16,random,3.003610849380493
50428,45725,40,0.16,random,3.004542112350464
47153,47105,40,0.16,random,3.0066049098968506
39180,35505,40,0.16,random,3.005713939666748
41567,37843,40,0.16,random,3.0001769065856934
13813,13582,40,0.16,random,3.0060811042785645
33621,30191,40,0.16,random,3.0083117485046387
43182,38443,40,0.16,random,3.0037200450897217
45967,43720,40,0.16,random,3.0061419010162354
43222,39908,40,0.16,random,3.002880096435547
46847,43180,40,0.16,random,3.002687931060791
59121,54106,40,0.16,random,3.005019187927246
25679,24422,40,0.16,random,3.001718044281006
43413,41814,40,0.16,random,3.004962921142578
37444,33712,40,0.16,random,3.005117893218994
47488,45495,40,0.16,random,3.0073001384735107
50757,46775,40,0.16,random,3.001452922821045
40704,38127,40,0.16,random,3.000511884689331
45571,40304,40,0.16,random,3.005272150039673
18186,17958,40,0.16,random,3.0034759044647217
41596,38646,40,0.16,random,3.002941131591797
55841,52300,40,0.16,random,3.0075368881225586
31840,28826,40,0.16,random,3.0052027702331543
43131,37632,40,0.16,random,3.0006160736083984
38758,36179,40,0.16,random,3.0022311210632324
43208,42032,40,0.16,random,3.002084970474243
50742,49394,40,0.16,random,3.0040409564971924
45119,42090,40,0.16,random,3.006077289581299
53207,50313,40,0.16,random,3.0041580200195312
39321,35646,40,0.16,random,3.0033750534057617
46883,46778,40,0.16,random,3.006732225418091
33666,30499,40,0.16,random,3.007503032684326
50603,48933,40,0.16,random,3.003037929534912
43343,40837,40,0.16,random,3.003959894180298
18007,17190,40,0.16,random,3.003160238265991
52258,50173,40,0.16,random,3.0021281242370605
27772,26566,40,0.16,random,3.008258104324341
55122,53414,40,0.16,random,3.0031509399414062
51393,50049,40,0.16,random,3.0055160522460938
56332,55732,40,0.16,random,3.0040969848632812
19901,19598,40,0.16,random,3.003666877746582
53330,51185,40,0.16,random,3.00373911857605
34572,33573,40,0.16,random,3.001124858856201
15470,15310,40,0.16,random,3.008608818054199
25628,25628,40,0.16,random,3.0056331157684326
38667,33856,40,0.32,random,3.0055758953094482
44321,38487,40,0.32,random,3.002000093460083
48073,44199,40,0.32,random,3.0072309970855713
49784,48784,40,0.32,random,3.0047318935394287
35770,34185,40,0.32,random,3.00008487701416
45176,38841,40,0.32,random,3.005491018295288
50428,45725,40,0.32,random,3.0081021785736084
47153,47153,40,0.32,random,3.000242233276367
39180,34220,40,0.32,random,3.003082036972046
41567,37954,40,0.32,random,3.0003278255462646
13813,7620,40,0.32,random,3.0016729831695557
33621,30418,40,0.32,random,3.0008740425109863
43182,37041,40,0.32,random,3.0006232261657715
45967,43030,40,0.32,random,3.004199266433716
43222,38128,40,0.32,random,3.0083329677581787
46847,42779,40,0.32,random,3.007430076599121
59121,53027,40,0.32,random,3.0082881450653076
25679,23583,40,0.32,random,3.0060667991638184
43413,43039,40,0.32,random,3.000447988510132
37444,33350,40,0.32,random,3.0082297325134277
47488,44267,40,0.32,random,3.001664876937866
50757,44434,40,0.32,random,3.0053470134735107
40704,36761,40,0.32,random,3.004940986633301
45571,39641,40,0.32,random,3.0061559677124023
18186,16336,40,0.32,random,3.0000290870666504
41596,37010,40,0.32,random,3.0071113109588623
55841,53492,40,0.32,random,3.0008668899536133
31840,29681,40,0.32,random,3.0010201930999756
43131,36633,40,0.32,random,3.002732992172241
38758,34302,40,0.32,random,3.003910779953003
43208,41664,40,0.32,random,3.0029280185699463
50742,48552,40,0.32,random,3.0047290325164795
45119,41832,40,0.32,random,3.001070976257324
53207,49862,40,0.32,random,3.0032331943511963
39321,34547,40,0.32,random,3.0039069652557373
46883,46883,40,0.32,random,3.0062551498413086
33666,29768,40,0.32,random,3.007218837738037
43343,39816,40,0.32,random,3.0012288093566895
50603,48632,40,0.32,random,3.005150318145752
18007,12304,40,0.32,random,3.000520944595337
52258,49884,40,0.32,random,3.0008912086486816
27772,25756,40,0.32,random,3.003145217895508
55122,53442,40,0.32,random,3.0046491622924805
51393,47732,40,0.32,random,3.004577875137329
56332,55751,40,0.32,random,3.001417875289917
19901,15912,40,0.32,random,3.007805824279785
53330,50950,40,0.32,random,3.0055060386657715
15470,13624,40,0.32,random,3.001132011413574
34572,30602,40,0.32,random,3.0045080184936523
25628,22268,40,0.32,random,3.007983684539795
44321,42961,80,0.0,random,3.004547119140625
48073,47220,80,0.0,random,3.0015108585357666
38667,37757,80,0.0,random,3.016731023788452
35770,34243,80,0.0,random,3.001650333404541
49784,49784,80,0.0,random,3.009024143218994
45176,45176,80,0.0,random,3.009003162384033
50428,50278,80,0.0,random,3.010185956954956
39180,38649,80,0.0,random,3.00850510597229
41567,41567,80,0.0,random,3.000258207321167
13813,13557,80,0.0,random,3.0040597915649414
47153,47153,80,0.0,random,3.0131101608276367
33621,32378,80,0.0,random,3.008676052093506
43182,41668,80,0.0,random,3.0087339878082275
45967,45624,80,0.0,random,3.0146188735961914
59121,58465,80,0.0,random,3.003371238708496
43222,41109,80,0.0,random,3.0101208686828613
46847,46368,80,0.0,random,3.015486001968384
43413,43367,80,0.0,random,3.0098023414611816
25679,24303,80,0.0,random,3.0173099040985107
37444,35377,80,0.0,random,3.008378028869629
47488,47488,80,0.0,random,3.00587797164917
50757,50047,80,0.0,random,3.0113332271575928
45571,45288,80,0.0,random,3.0012471675872803
40704,38555,80,0.0,random,3.0176072120666504
18186,17996,80,0.0,random,3.0102782249450684
41596,40131,80,0.0,random,3.0153679847717285
55841,55823,80,0.0,random,3.003580093383789
31840,31188,80,0.0,random,3.003326892852783
38758,38220,80,0.0,random,3.009111166000366
43131,40323,80,0.0,random,3.0118370056152344
50742,50742,80,0.0,random,3.001408100128174
43208,43208,80,0.0,random,3.0034711360931396
45119,44832,80,0.0,random,3.003180980682373
53207,53207,80,0.0,random,3.0071558952331543
39321,38021,80,0.0,random,3.014305830001831
18007,16991,80,0.0,random,3.002700090408325
46883,46883,80,0.0,random,3.0068581104278564
33666,32775,80,0.0,random,3.010723114013672
50603,50603,80,0.0,random,3.0080971717834473
43343,43092,80,0.0,random,3.0104260444641113
52258,52079,80,0.0,random,3.007004976272583
27772,27393,80,0.0,random,3.006350040435791
19901,18050,80,0.0,random,3.008348226547241
55122,54807,80,0.0,random,3.002009153366089
56332,56332,80,0.0,random,3.0066323280334473
51393,51393,80,0.0,random,3.014960289001465
53330,53023,80,0.0,random,3.0097670555114746
15470,13743,80,0.0,random,3.0085771083831787
34572,33938,80,0.0,random,3.0028059482574463
25628,25505,80,0.0,random,3.0059447288513184
44321,44321,80,0.01,random,3.012342929840088
38667,38667,80,0.01,random,3.0161540508270264
48073,48073,80,0.01,random,3.0075008869171143
35770,35770,80,0.01,random,3.007946014404297
49784,49784,80,0.01,random,3.0157999992370605
45176,45176,80,0.01,random,3.004546880722046
50428,50428,80,0.01,random,3.009284734725952
47153,47153,80,0.01,random,3.0027289390563965
41567,41473,80,0.01,random,3.0007448196411133
13813,13813,80,0.01,random,3.0017359256744385
39180,38907,80,0.01,random,3.0114147663116455
33621,33621,80,0.01,random,3.0041160583496094
43182,42928,80,0.01,random,3.001088857650757
43222,43056,80,0.01,random,3.0019819736480713
46847,46668,80,0.01,random,3.0121967792510986
25679,25679,80,0.01,random,3.0083000659942627
45967,45810,80,0.01,random,3.014143943786621
59121,59121,80,0.01,random,3.0102579593658447
43413,43384,80,0.01,random,3.010556936264038
37444,37269,80,0.01,random,3.0049309730529785
47488,47488,80,0.01,random,3.0078372955322266
45571,45476,80,0.01,random,3.001387119293213
40704,40704,80,0.01,random,3.009813070297241
50757,50757,80,0.01,random,3.0134618282318115
18186,17839,80,0.01,random,3.0156049728393555
41596,41596,80,0.01,random,3.010067939758301
55841,55841,80,0.01,random,3.0021870136260986
31840,31325,80,0.01,random,3.0061700344085693
43131,43131,80,0.01,random,3.0073578357696533
38758,38582,80,0.01,random,3.006964921951294
43208,43208,80,0.01,random,3.0095789432525635
50742,50742,80,0.01,random,3.009446144104004
45119,45119,80,0.01,random,3.011012077331543
53207,53207,80,0.01,random,3.004580020904541
39321,39219,80,0.01,random,3.0111849308013916
33666,33666,80,0.01,random,3.003721237182617
46883,46883,80,0.01,random,3.0046699047088623
43343,43192,80,0.01,random,3.0056099891662598
50603,50411,80,0.01,random,3.0102131366729736
18007,18007,80,0.01,random,3.014896869659424
52258,52258,80,0.01,random,3.013336181640625
27772,27680,80,0.01,random,3.0022096633911133
55122,55050,80,0.01,random,3.0032520294189453
51393,51393,80,0.01,random,3.0129919052124023
19901,19901,80,0.01,random,3.0085129737854004
56332,56332,80,0.01,random,3.0174567699432373
53330,53270,80,0.01,random,3.0087289810180664
15470,15470,80,0.01,random,3.007078170776367
34572,34418,80,0.01,random,3.012190103530884
25628,25628,80,0.01,random,3.0058040618896484
38667,38667,80,0.02,random,3.0006461143493652
44321,44321,80,0.02,random,3.00138521194458
48073,48073,80,0.02,random,3.00439715385437
49784,49784,80,0.02,random,3.0156750679016113
35770,35770,80,0.02,random,3.006047010421753
50428,50428,80,0.02,random,3.0016369819641113
47153,47153,80,0.02,random,3.0021939277648926
45176,45176,80,0.02,random,3.014549970626831
39180,39180,80,0.02,random,3.011242151260376
41567,41567,80,0.02,random,3.0140268802642822
13813,13813,80,0.02,random,3.0056519508361816
33621,33621,80,0.02,random,3.015263080596924
43222,43222,80,0.02,random,3.0014901161193848
45967,45967,80,0.02,random,3.004762887954712
43182,43182,80,0.02,random,3.015650749206543
46847,46847,80,0.02,random,3.0013539791107178
59121,59121,80,0.02,random,3.003321886062622
25679,25679,80,0.02,random,3.0030629634857178
43413,43413,80,0.02,random,3.016601085662842
37444,37444,80,0.02,random,3.010758876800537
50757,50757,80,0.02,random,3.0044190883636475
47488,47488,80,0.02,random,3.0076680183410645
40704,40704,80,0.02,random,3.0037362575531006
45571,45571,80,0.02,random,3.0146679878234863
18186,18186,80,0.02,random,3.011899948120117
41596,41596,80,0.02,random,3.0113511085510254
31840,31840,80,0.02,random,3.0035860538482666
55841,55841,80,0.02,random,3.005652904510498
43131,43017,80,0.02,random,3.004667043685913
38758,38629,80,0.02,random,3.0180861949920654
50742,50742,80,0.02,random,3.0068979263305664
43208,43208,80,0.02,random,3.015841007232666
45119,45119,80,0.02,random,3.009403944015503
39321,39321,80,0.02,random,3.0115020275115967
53207,53207,80,0.02,random,3.012260913848877
46883,46883,80,0.02,random,3.0075724124908447
33666,33666,80,0.02,random,3.0143861770629883
43343,43343,80,0.02,random,3.0035758018493652
50603,50603,80,0.02,random,3.0101118087768555
18007,18007,80,0.02,random,3.0002381801605225
27772,27637,80,0.02,random,3.006175994873047
52258,52258,80,0.02,random,3.0109009742736816
55122,55122,80,0.02,random,3.0101490020751953
51393,51393,80,0.02,random,3.007233142852783
56332,56332,80,0.02,random,3.003811836242676
19901,19901,80,0.02,random,3.0059521198272705
53330,53330,80,0.02,random,3.009265899658203
15470,15470,80,0.02,random,3.013456106185913
25628,25628,80,0.02,random,3.007761240005493
34572,34572,80,0.02,random,3.0152978897094727
38667,38114,80,0.04,random,3.0039868354797363
44321,43597,80,0.04,random,3.0067598819732666
48073,47913,80,0.04,random,3.0124998092651367
49784,49784,80,0.04,random,3.000262975692749
45176,43885,80,0.04,random,3.002016067504883
35770,34804,80,0.04,random,3.0167059898376465
50428,50152,80,0.04,random,3.0125439167022705
47153,47118,80,0.04,random,3.0123629570007324
39180,38746,80,0.04,random,3.010244131088257
41567,41082,80,0.04,random,3.002197027206421
13813,13680,80,0.04,random,3.0000929832458496
33621,32602,80,0.04,random,3.000777006149292
43182,42790,80,0.04,random,3.0076100826263428
45967,45750,80,0.04,random,3.0006840229034424
43222,42250,80,0.04,random,3.000852108001709
59121,59121,80,0.04,random,3.004175901412964
46847,46276,80,0.04,random,3.0107479095458984
25679,25104,80,0.04,random,3.014496088027954
43413,43306,80,0.04,random,3.003653049468994
37444,36206,80,0.04,random,3.0086770057678223
47488,47346,80,0.04,random,3.000716209411621
50757,50134,80,0.04,random,3.0012340545654297
45571,45276,80,0.04,random,3.001988172531128
40704,39746,80,0.04,random,3.012284994125366
18186,18186,80,0.04,random,3.00727915763855
41596,40359,80,0.04,random,3.0019378662109375
31840,31661,80,0.04,random,3.0053088665008545
55841,55635,80,0.04,random,3.011687994003296
43131,43017,80,0.04,random,3.0140559673309326
38758,38044,80,0.04,random,3.0041539669036865
43208,43088,80,0.04,random,3.0124130249023438
50742,50456,80,0.04,random,3.00285005569458
45119,44705,80,0.04,random,3.015605926513672
39321,38176,80,0.04,random,3.004220962524414
53207,52905,80,0.04,random,3.014465808868408
33666,32917,80,0.04,random,3.0104448795318604
46883,46883,80,0.04,random,3.0137033462524414
50603,50491,80,0.04,random,3.012683153152466
43343,43079,80,0.04,random,3.0034549236297607
18007,18007,80,0.04,random,3.0012600421905518
52258,51921,80,0.04,random,3.0025436878204346
27772,27233,80,0.04,random,3.0105819702148438
55122,55122,80,0.04,random,3.0129950046539307
51393,51047,80,0.04,random,3.0146970748901367
56332,56332,80,0.04,random,3.003415107727051
19901,19901,80,0.04,random,3.005403757095337
53330,52991,80,0.04,random,3.005999803543091
15470,15470,80,0.04,random,3.0080151557922363
34572,34467,80,0.04,random,3.003725051879883
25628,25183,80,0.04,random,3.0061099529266357
38667,36298,80,0.08,random,3.007150650024414
44321,41761,80,0.08,random,3.0111138820648193
48073,46198,80,0.08,random,3.0134270191192627
49784,49323,80,0.08,random,3.0044851303100586
35770,33422,80,0.08,random,3.0024609565734863
45176,42437,80,0.08,random,3.013108968734741
50428,48143,80,0.08,random,3.0128819942474365
47153,47118,80,0.08,random,3.001523017883301
39180,36922,80,0.08,random,3.011716842651367
41567,39406,80,0.08,random,3.0126237869262695
33621,31175,80,0.08,random,3.0019357204437256
13813,13252,80,0.08,random,3.0138609409332275
43182,40914,80,0.08,random,3.016101837158203
45967,44665,80,0.08,random,3.00945782661438
43222,41437,80,0.08,random,3.015352964401245
46847,44527,80,0.08,random,3.006186008453369
59121,55611,80,0.08,random,3.013681173324585
43413,42512,80,0.08,random,3.0092899799346924
25679,24987,80,0.08,random,3.0196099281311035
37444,34763,80,0.08,random,3.013338804244995
50757,48066,80,0.08,random,3.003023862838745
47488,46388,80,0.08,random,3.015411853790283
40704,38842,80,0.08,random,3.0102813243865967
45571,43800,80,0.08,random,3.0101680755615234
18186,18186,80,0.08,random,3.0063159465789795
41596,39573,80,0.08,random,3.011251926422119
55841,54084,80,0.08,random,3.012065887451172
31840,30277,80,0.08,random,3.004901885986328
43131,40592,80,0.08,random,3.009093999862671
38758,36300,80,0.08,random,3.0081899166107178
43208,42187,80,0.08,random,3.0080251693725586
50742,49527,80,0.08,random,3.0040838718414307
45119,44204,80,0.08,random,3.0065181255340576
53207,50875,80,0.08,random,3.0142250061035156
39321,38079,80,0.08,random,3.0127017498016357
46883,46883,80,0.08,random,3.000699281692505
33666,31632,80,0.08,random,3.0140089988708496
50603,48879,80,0.08,random,3.007235050201416
43343,41591,80,0.08,random,3.0059499740600586
18007,18007,80,0.08,random,3.012347936630249
27772,26250,80,0.08,random,3.0062291622161865
52258,51019,80,0.08,random,3.0147409439086914
55122,54106,80,0.08,random,3.00462007522583
51393,49795,80,0.08,random,3.016458034515381
56332,55881,80,0.08,random,3.0098791122436523
19901,19643,80,0.08,random,3.0053040981292725
53330,51341,80,0.08,random,3.003462791442871
15470,15373,80,0.08,random,3.0048787593841553
34572,33378,80,0.08,random,3.002207040786743
25628,25505,80,0.08,random,3.008072853088379
38667,35881,80,0.16,random,3.0025532245635986
44321,41282,80,0.16,random,3.0103280544281006
48073,45059,80,0.16,random,3.009342908859253
49784,49299,80,0.16,random,3.014648914337158
35770,32572,80,0.16,random,3.0013349056243896
45176,42492,80,0.16,random,3.0164878368377686
50428,45395,80,0.16,random,3.0168168544769287
47153,47153,80,0.16,random,3.0079140663146973
39180,36071,80,0.16,random,3.0019190311431885
41567,38768,80,0.16,random,3.011829137802124
13813,12646,80,0.16,random,3.004533052444458
33621,30807,80,0.16,random,3.00362229347229
43182,38829,80,0.16,random,3.008498191833496
45967,43504,80,0.16,random,3.0045628547668457
43222,39098,80,0.16,random,3.006119728088379
46847,44041,80,0.16,random,3.014561176300049
59121,54072,80,0.16,random,3.0007660388946533
25679,25312,80,0.16,random,3.0125060081481934
43413,42293,80,0.16,random,3.0105767250061035
37444,34348,80,0.16,random,3.0085208415985107
47488,45716,80,0.16,random,3.00711727142334
50757,46017,80,0.16,random,3.0000813007354736
45571,40759,80,0.16,random,3.0087268352508545
40704,37956,80,0.16,random,3.0156469345092773
18186,18186,80,0.16,random,3.0025510787963867
41596,37137,80,0.16,random,3.002676010131836
55841,54132,80,0.16,random,3.0012400150299072
43131,38130,80,0.16,random,3.005176067352295
31840,29326,80,0.16,random,3.007197141647339
38758,35697,80,0.16,random,3.004985809326172
50742,50070,80,0.16,random,3.006887197494507
43208,41609,80,0.16,random,3.0169589519500732
45119,42766,80,0.16,random,3.012547016143799
53207,50434,80,0.16,random,3.001598834991455
39321,34729,80,0.16,random,3.0046627521514893
46883,46883,80,0.16,random,3.0089991092681885
33666,30689,80,0.16,random,3.0116143226623535
43343,39441,80,0.16,random,3.001278877258301
50603,49459,80,0.16,random,3.013916015625
18007,18007,80,0.16,random,3.0160579681396484
52258,49781,80,0.16,random,3.012166976928711
27772,27458,80,0.16,random,3.0143799781799316
55122,53576,80,0.16,random,3.003571033477783
51393,49764,80,0.16,random,3.005835771560669
56332,55154,80,0.16,random,3.00711989402771
19901,19643,80,0.16,random,3.011370897293091
53330,51046,80,0.16,random,3.0043139457702637
15470,15080,80,0.16,random,3.0011520385742188
34572,34065,80,0.16,random,3.007091999053955
25628,25628,80,0.16,random,3.0111608505249023
38667,34767,80,0.32,random,3.0040030479431152
44321,38769,80,0.32,random,3.009629011154175
48073,45720,80,0.32,random,3.009459972381592
49784,49424,80,0.32,random,3.003587007522583
35770,32294,80,0.32,random,3.0072519779205322
45176,39228,80,0.32,random,3.0032918453216553
50428,45579,80,0.32,random,3.0011579990386963
47153,47153,80,0.32,random,3.010451316833496
39180,34966,80,0.32,random,3.0090370178222656
41567,38075,80,0.32,random,3.010657787322998
13813,9081,80,0.32,random,3.004729986190796
33621,30755,80,0.32,random,3.008070945739746
43182,37274,80,0.32,random,3.013546943664551
45967,43561,80,0.32,random,3.0079948902130127
43222,37447,80,0.32,random,3.0055251121520996
25679,24594,80,0.32,random,3.0025548934936523
46847,41990,80,0.32,random,3.0126070976257324
59121,53419,80,0.32,random,3.008507013320923
43413,43266,80,0.32,random,3.010998010635376
37444,33064,80,0.32,random,3.0130653381347656
47488,45775,80,0.32,random,3.014997959136963
50757,46548,80,0.32,random,3.0011301040649414
45571,38749,80,0.32,random,3.0076637268066406
40704,34800,80,0.32,random,3.011960983276367
18186,12182,80,0.32,random,3.009687662124634
41596,37612,80,0.32,random,3.0163049697875977
55841,55486,80,0.32,random,3.0037131309509277
31840,27742,80,0.32,random,3.0105671882629395
43131,36467,80,0.32,random,3.012403964996338
38758,34740,80,0.32,random,3.0015108585357666
50742,50277,80,0.32,random,3.004538059234619
43208,40728,80,0.32,random,3.0104868412017822
45119,41333,80,0.32,random,3.006803035736084
53207,49950,80,0.32,random,3.000620126724243
39321,34030,80,0.32,random,3.002032995223999
46883,46883,80,0.32,random,3.00521183013916
33666,30390,80,0.32,random,3.01434063911438
50603,49010,80,0.32,random,3.0084617137908936
43343,39024,80,0.32,random,3.0158040523529053
18007,12857,80,0.32,random,3.007268190383911
27772,25647,80,0.32,random,3.0043630599975586
52258,49371,80,0.32,random,3.0084798336029053
55122,52538,80,0.32,random,3.01521897315979
51393,50841,80,0.32,random,3.0056228637695312
19901,10924,80,0.32,random,3.002157211303711
56332,56132,80,0.32,random,3.0074350833892822
53330,50527,80,0.32,random,3.008463144302368
15470,9099,80,0.32,random,3.0086517333984375
34572,31994,80,0.32,random,3.0073471069335938
25628,22108,80,0.32,random,3.0147619247436523
44321,44065,160,0.0,random,3.0119988918304443
45176,45060,160,0.0,random,3.0008158683776855
48073,48073,160,0.0,random,3.01771879196167
38667,38438,160,0.0,random,3.0338850021362305
49784,49784,160,0.0,random,3.009657859802246
35770,35723,160,0.0,random,3.029428005218506
50428,50148,160,0.0,random,3.026510238647461
47153,47153,160,0.0,random,3.008183002471924
43182,43182,160,0.0,random,3.0007548332214355
13813,13466,160,0.0,random,3.030029773712158
33621,33154,160,0.0,random,3.0212888717651367
41567,41473,160,0.0,random,3.0305819511413574
39180,38751,160,0.0,random,3.0382330417633057
45967,45810,160,0.0,random,3.02549409866333
25679,25679,160,0.0,random,3.0079550743103027
43222,43222,160,0.0,random,3.030162811279297
59121,59121,160,0.0,random,3.017822027206421
37444,36883,160,0.0,random,3.013580083847046
43413,43384,160,0.0,random,3.013093948364258
46847,46668,160,0.0,random,3.0297157764434814
40704,40207,160,0.0,random,3.022412061691284
50757,50452,160,0.0,random,3.0187771320343018
45571,45429,160,0.0,random,3.0128819942474365
47488,47488,160,0.0,random,3.02526593208313
41596,41596,160,0.0,random,3.01304030418396
18186,17647,160,0.0,random,3.0278782844543457
55841,55841,160,0.0,random,3.0241360664367676
43131,42365,160,0.0,random,3.006852865219116
31840,31239,160,0.0,random,3.0208733081817627
38758,38355,160,0.0,random,3.0151379108428955
43208,43208,160,0.0,random,3.0261051654815674
53207,53207,160,0.0,random,3.0149009227752686
50742,50742,160,0.0,random,3.0262646675109863
45119,45119,160,0.0,random,3.023181915283203
33666,33666,160,0.0,random,3.0213611125946045
39321,38664,160,0.0,random,3.0306081771850586
46883,46883,160,0.0,random,3.022907018661499
18007,18007,160,0.0,random,3.022894859313965
50603,50603,160,0.0,random,3.017853021621704
52258,52094,160,0.0,random,3.0243401527404785
43343,43343,160,0.0,random,3.034862995147705
55122,55004,160,0.0,random,3.0001726150512695
51393,51301,160,0.0,random,3.009161949157715
19901,19534,160,0.0,random,3.0129497051239014
56332,56332,160,0.0,random,3.0009961128234863
27772,27038,160,0.0,random,3.032465934753418
15470,15102,160,0.0,random,3.0067379474639893
53330,53330,160,0.0,random,3.0159549713134766
34572,34523,160,0.0,random,3.007951021194458
25628,24784,160,0.0,random,3.0035879611968994
38667,38667,160,0.01,random,3.0009210109710693
48073,48073,160,0.01,random,3.003809928894043
44321,44071,160,0.01,random,3.0194332599639893
35770,35723,160,0.01,random,3.0184481143951416
49784,49784,160,0.01,random,3.027987003326416
50428,50428,160,0.01,random,3.0103118419647217
45176,45176,160,0.01,random,3.02848482131958
39180,39180,160,0.01,random,3.0127768516540527
47153,47153,160,0.01,random,3.0113718509674072
41567,41567,160,0.01,random,3.0281031131744385
13813,13813,160,0.01,random,3.014357805252075
33621,33621,160,0.01,random,3.0257678031921387
43182,43182,160,0.01,random,3.0177669525146484
43222,43222,160,0.01,random,3.013540029525757
46847,46847,160,0.01,random,3.007963180541992
45967,45967,160,0.01,random,3.022106885910034
59121,59121,160,0.01,random,3.0112698078155518
25679,25679,160,0.01,random,3.0256571769714355
43413,43384,160,0.01,random,3.0208990573883057
37444,37444,160,0.01,random,3.0103061199188232
47488,47488,160,0.01,random,3.0044612884521484
50757,50757,160,0.01,random,3.0101399421691895
40704,40667,160,0.01,random,3.028146743774414
45571,45571,160,0.01,random,3.022223949432373
18186,18186,160,0.01,random,3.0243709087371826
41596,41596,160,0.01,random,3.0077362060546875
43131,42991,160,0.01,random,3.005929946899414
31840,31706,160,0.01,random,3.0200061798095703
55841,55841,160,0.01,random,3.028028964996338
38758,38758,160,0.01,random,3.016761064529419
50742,50742,160,0.01,random,3.009943723678589
43208,43208,160,0.01,random,3.0268537998199463
45119,45119,160,0.01,random,3.020271062850952
46883,46883,160,0.01,random,3.005618095397949
39321,39321,160,0.01,random,3.0231168270111084
53207,53207,160,0.01,random,3.017906904220581
33666,33666,160,0.01,random,3.0084049701690674
50603,50603,160,0.01,random,3.0180540084838867
18007,18007,160,0.01,random,3.0148069858551025
43343,43343,160,0.01,random,3.029547929763794
27772,27772,160,0.01,random,3.008394956588745
52258,52258,160,0.01,random,3.014774799346924
55122,55122,160,0.01,random,3.0181219577789307
51393,51393,160,0.01,random,3.0286037921905518
