opcount,elapsed,optimizations,size,itype
15443,0.15592413099966507,"{'weight', 'residuals'}",20,NR
211,0.0020058129998687946,{'residuals'},10,NR
67108863,459.2267361469999,set(),25,ZR
67108863,470.815427303,set(),25,NR
16,0.00021534600000450155,{'weight'},20,ZR
18,0.00017929999967236654,{'residuals'},4,NR
871,0.008195971000077407,"{'weight', 'residuals'}",15,ZR
29,0.00025838500005193055,{'weight'},4,ZR
5,0.00013183099963498535,"{'weight', 'residuals'}",10,NR
853836,5.856659753999793,set(),22,NR
633234,5.930617385999994,"{'weight', 'residuals'}",22,ZR
19219,0.1583788259999892,{'residuals'},25,ZR
1042,0.008650468999803707,{'residuals'},22,ZR
1409411,12.58413342699987,{'residuals'},22,ZR
44,0.0007248960000652005,"{'weight', 'residuals'}",25,ZR
5,9.365200003230711e-05,{'residuals'},22,NR
9589,0.0925371369999084,"{'weight', 'residuals'}",15,ZR
11965,0.11094118199980585,"{'weight', 'residuals'}",15,ZR
823,0.008876408999640262,{'residuals'},10,ZR
29,0.0002610899996398075,{'residuals'},4,NR
1538,0.010081399000227975,set(),10,NR
7,0.00017712099997879704,{'weight'},20,NR
8,0.00015886800019870861,"{'weight', 'residuals'}",10,NR
65535,0.43949934599959306,set(),15,ZR
81416,0.6731924249997974,{'residuals'},20,NR
370361,3.2747715840000637,{'residuals'},20,ZR
467,0.003078379000271525,set(),15,ZR
4709,0.03286870599959002,{'weight'},25,ZR
15999,0.13820453500011354,{'residuals'},15,ZR
3,0.0002091439996547706,{'weight'},4,ZR
365,0.003632657999787625,{'residuals'},10,NR
206123,2.0109048690001146,"{'weight', 'residuals'}",20,ZR
1673,0.013583445000222127,{'weight'},10,ZR
4728365,33.28346593100014,{'weight'},25,NR
8388607,58.097994142999596,set(),22,NR
5407125,53.656089467999664,"{'weight', 'residuals'}",25,ZR
29,0.00023562400019727647,{'weight'},4,NR
23,0.00019832499992844532,set(),4,ZR
59628117,495.82599980099985,{'residuals'},25,NR
450543,3.954148776999773,{'residuals'},20,NR
4,8.096200008367305e-05,"{'weight', 'residuals'}",15,NR
38,0.000284134000139602,{'weight'},22,NR
20,0.00022425499992095865,{'weight'},22,ZR
1007,0.008546386000034545,{'residuals'},10,NR
2047,0.013825327000176912,set(),10,NR
133,0.0011374579999028356,{'residuals'},10,NR
2047,0.014142359999823384,set(),10,NR
553,0.0048443180003232555,"{'weight', 'residuals'}",22,NR
637,0.0044850199997199525,{'weight'},10,NR
14582,0.11895538299995678,{'residuals'},25,ZR
863,0.005933647999881941,{'weight'},15,NR
4,7.431700032611843e-05,{'residuals'},15,NR
6,7.945600009406917e-05,{'weight'},15,NR
30,0.0004050200000165205,"{'weight', 'residuals'}",20,NR
15,0.0001604419999239326,{'residuals'},4,ZR
3,3.953100031139911e-05,set(),25,NR
15,0.00016528299966012128,{'residuals'},4,NR
4,5.3994000154489186e-05,{'weight'},10,NR
7891813,70.1675860790001,{'residuals'},25,ZR
2513,0.016907952000110527,set(),22,ZR
10409,0.0893516669998462,{'residuals'},22,NR
5,7.265900012498605e-05,{'weight'},15,NR
36285,0.2593330600002446,{'weight'},15,NR
1142,0.007654962000287924,set(),10,NR
32817,0.2213150659999883,set(),15,ZR
844263,5.950665393000236,{'weight'},22,NR
15,0.0002741190000961069,{'residuals'},22,NR
11,0.00019243800034018932,{'residuals'},20,NR
4359393,43.11842546600019,"{'weight', 'residuals'}",25,ZR
255,0.001817222999761725,set(),15,ZR
19,0.00020390300005601603,{'residuals'},4,NR
5,8.936000040193903e-05,{'residuals'},10,NR
63809,0.6014733299998625,{'residuals'},20,NR
17,0.0003112960002908949,{'weight'},25,NR
1775983,13.379124222999963,{'weight'},20,NR
28947,0.1943081490003351,set(),22,ZR
11,0.00021516400011023507,{'residuals'},25,NR
993,0.008780712999850948,{'residuals'},10,ZR
40,0.000352171000031376,{'weight'},15,ZR
44,0.0003637099998741178,set(),15,ZR
3,4.04800002797856e-05,set(),4,NR
4700,0.040165825999793014,{'residuals'},22,ZR
2812,0.02434771699972771,{'residuals'},22,ZR
10,9.881300002234639e-05,{'weight'},4,ZR
140,0.000989282999853458,set(),15,ZR
1017,0.009053601999767125,{'residuals'},10,ZR
29,0.0002450039996801934,{'weight'},4,ZR
2,2.607199985504849e-05,set(),10,NR
1143,0.010679691999939678,{'residuals'},15,NR
8388607,58.884307871000146,set(),22,ZR
2097151,14.116269655999986,set(),20,NR
2,4.2084000142494915e-05,"{'weight', 'residuals'}",20,NR
3529581,34.37150902299982,"{'weight', 'residuals'}",25,ZR
5,0.00010454999983267044,"{'weight', 'residuals'}",22,NR
15,0.00016802800018922426,{'residuals'},4,NR
2097151,14.464051690999895,set(),20,NR
22,0.00021478999997270876,{'residuals'},4,ZR
26,0.0004284739998183795,"{'weight', 'residuals'}",22,NR
1926109,14.544041408999874,{'weight'},20,ZR
67108863,449.75236332600025,set(),25,NR
53,0.00045141200007492444,{'weight'},20,ZR
22967,0.19298395800024082,{'residuals'},15,NR
1581043,13.661841791999905,{'residuals'},22,ZR
9,0.00011127500010843505,"{'weight', 'residuals'}",4,ZR
601,0.0039161689996944915,set(),20,ZR
7,8.153900034812978e-05,"{'weight', 'residuals'}",4,NR
11,0.00011508800025694654,"{'weight', 'residuals'}",4,NR
56833347,433.83759384199993,{'weight'},25,ZR
14,0.00017688600019027945,set(),25,NR
57641,0.43629864400008955,{'weight'},15,ZR
31,0.00029744299990852596,set(),4,NR
4728,0.0396304539999619,{'residuals'},22,ZR
867,0.008082742000169674,{'residuals'},15,NR
1475023,13.337285907000023,{'residuals'},22,ZR
9,0.00016917999982979381,"{'weight', 'residuals'}",15,NR
8388607,56.567517857999974,set(),22,NR
6,0.00018873099998018006,{'weight'},22,NR
1874057,14.485218797000016,{'weight'},20,ZR
1031,0.0070690750003450376,set(),15,NR
49,0.0006836649999968358,{'residuals'},22,NR
1836239,16.296368042999802,{'residuals'},22,ZR
252617,2.4026583400000163,"{'weight', 'residuals'}",20,ZR
30,0.00023602700002811616,{'residuals'},4,NR
4143,0.03812806999985696,"{'weight', 'residuals'}",15,ZR
31,0.0002189010001529823,set(),4,ZR
65535,0.44616924399997515,set(),15,ZR
88,0.000912514999981795,"{'weight', 'residuals'}",20,ZR
4907827,46.28453543500018,"{'weight', 'residuals'}",25,ZR
2,3.8004000089131296e-05,"{'weight', 'residuals'}",20,NR
1077,0.007182425999872066,{'weight'},22,NR
4917,0.04601120899997113,"{'weight', 'residuals'}",15,ZR
2032071,15.403986489999625,{'weight'},20,NR
6,0.0001249849997293495,{'residuals'},15,NR
200,0.002170610000121087,{'residuals'},10,ZR
58,0.0007052949999888369,"{'weight', 'residuals'}",15,ZR
801,0.007166017000145075,{'residuals'},10,ZR
15,0.00045239300015964545,"{'weight', 'residuals'}",22,NR
2047,0.014476436000222748,set(),10,ZR
15,0.000343887999861181,"{'weight', 'residuals'}",20,ZR
127,0.0014310610004031332,{'residuals'},20,NR
1662,0.015107560000160447,"{'weight', 'residuals'}",25,ZR
27,0.00037777799980176496,"{'weight', 'residuals'}",20,ZR
51,0.00037429199983307626,{'weight'},25,NR
1757,0.01357189999998809,{'weight'},10,ZR
2,3.563599966582842e-05,"{'weight', 'residuals'}",4,NR
6,0.00012020199983453494,{'residuals'},25,NR
17389,0.15423576799958028,{'residuals'},15,ZR
55096823,473.82095449999997,{'residuals'},25,NR
9,0.00023598200004926184,{'weight'},22,NR
172,0.0012298679998821171,set(),10,ZR
829883,8.10149714399995,"{'weight', 'residuals'}",22,ZR
32277,0.30449777700005143,{'residuals'},20,NR
1,1.9643000086944085e-05,set(),4,NR
25,0.0003696660000969132,"{'weight', 'residuals'}",15,ZR
15,0.0001519829997960187,"{'weight', 'residuals'}",4,NR
3025,0.020043565000378294,set(),25,ZR
2473,0.016362400999696547,set(),22,ZR
464357,4.067668660999971,{'residuals'},20,ZR
6,0.00011613200013016467,{'residuals'},22,NR
8388607,57.2378141879999,set(),22,NR
4,6.213699998625088e-05,set(),4,ZR
11,0.00011919400003534975,{'residuals'},4,ZR
8388607,57.5394825329995,set(),22,ZR
59519669,450.18106856099985,{'weight'},25,ZR
100,0.0008414909998464282,{'residuals'},15,ZR
9,0.00010528599977988051,{'weight'},20,NR
1027456,8.961802861000251,{'residuals'},22,ZR
31747,0.21506010800021613,set(),15,NR
711,0.0048776450003060745,{'weight'},22,ZR
67108863,457.6433662759996,set(),25,ZR
8388607,57.08289033900019,set(),22,ZR
31,0.0002399420000074315,set(),4,ZR
31,0.00021637200006807689,set(),4,ZR
15,0.0001902330004668329,{'weight'},20,ZR
231,0.0022231220000321628,{'residuals'},20,NR
2097151,14.093037307000486,set(),20,ZR
65535,0.4445015629999034,set(),15,NR
31,0.0002465719999236171,set(),4,NR
341,0.0023921849997350364,{'weight'},10,NR
1746,0.012040472000080626,set(),25,ZR
9,0.00012667000009969342,{'weight'},15,NR
5,9.487399984209333e-05,"{'weight', 'residuals'}",4,ZR
453,0.004663755999899877,{'residuals'},15,NR
29,0.00036055500004295027,{'weight'},4,ZR
67108863,470.107074388,set(),25,ZR
23,0.00017845700040197698,{'weight'},4,ZR
387,0.0033784620000005816,{'residuals'},10,ZR
29,0.00023800000053597614,set(),10,ZR
14,0.00017477099936513696,set(),22,NR
4547,0.042716282000583305,{'weight'},22,NR
517,0.0036804069995923783,{'weight'},10,NR
56577,0.4311128749995987,{'weight'},15,ZR
62398017,474.804826736,{'weight'},25,ZR
41692,0.3871947790003105,"{'weight', 'residuals'}",22,ZR
420,0.004099841999959608,"{'weight', 'residuals'}",10,ZR
617,0.006059708000066166,"{'weight', 'residuals'}",10,ZR
67108863,462.56159420400036,set(),25,NR
197877,1.3725357339999391,{'weight'},22,NR
191823,1.610789343999386,{'residuals'},22,NR
9,0.00016901500021049287,{'residuals'},22,NR
1212083,8.881436249999751,{'weight'},22,NR
3784,0.019050723999498587,{'weight'},15,NR
19,0.0002493740003046696,"{'weight', 'residuals'}",15,NR
2165295,19.093775620000088,{'residuals'},22,ZR
1939747,14.928012547000435,{'weight'},20,ZR
1746,0.015291859999706503,{'residuals'},25,ZR
9499,0.09312462700017932,"{'weight', 'residuals'}",20,NR
30,0.0002858600000763545,{'weight'},20,ZR
21,0.00021484899934876012,{'residuals'},4,ZR
3924,0.03291189699939423,{'residuals'},22,ZR
9,0.00011478900069050724,"{'weight', 'residuals'}",4,NR
14985,0.10700457300026756,{'weight'},15,NR
95,0.000998237999738194,"{'weight', 'residuals'}",10,NR
2047,0.013854146000085166,set(),10,NR
3,4.6274000851553865e-05,{'weight'},25,NR
4887,0.04766819399992528,{'residuals'},25,NR
1361155,11.832157093000205,{'residuals'},22,ZR
1050237,9.834846841999934,"{'weight', 'residuals'}",22,ZR
1,2.1105000087118242e-05,set(),10,NR
432,0.004169902999819897,"{'weight', 'residuals'}",20,NR
16017,0.1507364349999989,{'residuals'},15,ZR
172,0.0012120430001232307,set(),15,ZR
73,0.0008839729998726398,"{'weight', 'residuals'}",15,NR
2097151,14.674681288999636,set(),20,ZR
23,0.0002643210000314866,{'weight'},22,NR
9319,0.09093815000051109,{'residuals'},22,NR
33,0.00042818499969143886,"{'weight', 'residuals'}",22,ZR
92,0.0008235699997385382,{'residuals'},10,ZR
12,0.00011246700069023063,{'weight'},15,NR
407,0.004510568999648967,"{'weight', 'residuals'}",15,NR
2097151,14.727768955000101,set(),20,ZR
4220361,36.204224538000744,{'residuals'},22,NR
116943,1.1732023539998409,"{'weight', 'residuals'}",25,NR
1657,0.010912843999903998,set(),15,NR
9,0.000164873999892734,{'residuals'},22,NR
581,0.00467326200032403,{'residuals'},10,NR
4,5.3851999837206677e-05,{'weight'},10,NR
3,3.8747999496990815e-05,set(),20,NR
21,0.00020219699945300817,{'weight'},15,ZR
1259,0.008201446999919426,set(),20,ZR
1857715,16.256821693999882,{'residuals'},22,ZR
164,0.0015900239995971788,"{'weight', 'residuals'}",20,ZR
1835,0.01407982999990054,{'weight'},10,ZR
10,0.00013768600001640152,{'weight'},15,NR
8,0.00012705900007858872,"{'weight', 'residuals'}",10,NR
8882997,80.41448411799956,{'residuals'},25,ZR
4371,0.04169350000029226,"{'weight', 'residuals'}",15,NR
13,0.0002258889999211533,"{'weight', 'residuals'}",15,NR
24998,0.21019000100022822,{'residuals'},22,ZR
18231,0.1588216239997564,{'residuals'},20,ZR
26,0.0003979639996032347,"{'weight', 'residuals'}",22,NR
11,0.00010221699994872324,set(),4,ZR
4821,0.049566809999305406,"{'weight', 'residuals'}",22,NR
1676,0.011291357000118296,set(),22,ZR
96,0.0008748040008867974,{'residuals'},10,ZR
515804,3.454730634999578,set(),25,NR
62201151,470.0666835459997,{'weight'},25,ZR
2097151,14.418137280999872,set(),20,ZR
849,0.007909881000159658,"{'weight', 'residuals'}",10,ZR
20,0.0002761510004347656,"{'weight', 'residuals'}",15,ZR
13721,0.1369488979999005,"{'weight', 'residuals'}",20,NR
8222,0.05605533099969762,set(),15,NR
8388607,56.85010164800042,set(),22,ZR
114,0.0007984260000739596,{'weight'},25,NR
21,0.00032814899986988166,"{'weight', 'residuals'}",20,ZR
4,5.422300000645919e-05,set(),4,ZR
7,0.00012206099927425385,"{'weight', 'residuals'}",10,ZR
27,0.00022574000013264595,{'weight'},4,ZR
3,3.937299970857566e-05,set(),4,NR
31,0.00037145700025575934,"{'weight', 'residuals'}",15,ZR
18,0.00032435600041935686,{'residuals'},25,NR
2,2.7084000066679437e-05,{'weight'},15,NR
27,0.00022545699994225288,{'weight'},4,ZR
10109,0.09623482200004219,"{'weight', 'residuals'}",15,ZR
5629691,42.34486292800011,{'weight'},22,NR
56313,0.4239620840007774,{'weight'},15,ZR
2047,0.013888647999920067,set(),10,ZR
1683,0.014218336999874737,{'residuals'},25,ZR
31,0.0002741569996942417,{'weight'},4,NR
11,0.0001438369999959832,{'weight'},22,NR
17,0.0003185200002917554,"{'weight', 'residuals'}",25,NR
8355307,63.760847649000425,{'weight'},22,NR
5,8.161599998857128e-05,"{'weight', 'residuals'}",4,NR
6579113,60.95381140799964,"{'weight', 'residuals'}",25,ZR
111,0.0008273639996332349,set(),10,ZR
6291409,54.061412686999574,{'residuals'},22,NR
63912885,494.932697836,{'weight'},25,ZR
58279,0.4499554860003627,{'weight'},15,ZR
2047,0.013834734999363718,set(),10,NR
5995,0.055868395999823406,"{'weight', 'residuals'}",20,NR
8388607,57.7701216989999,set(),22,ZR
21,0.00022162500044942135,{'residuals'},4,NR
126457,1.1469145499995648,{'residuals'},20,NR
31,0.00020833100006711902,set(),4,NR
2,3.399900015210733e-05,{'residuals'},4,NR
8,0.00015954799982864643,"{'weight', 'residuals'}",25,NR
6774,0.05762378199960949,{'residuals'},15,ZR
7,8.416299988311948e-05,{'weight'},10,NR
14,0.00025634699977672426,{'residuals'},25,NR
20646,0.15660148299957655,{'weight'},22,ZR
11,0.00015000499934103573,"{'weight', 'residuals'}",10,NR
1119791,11.056928734999929,"{'weight', 'residuals'}",22,ZR
65535,0.45433145300012256,set(),15,ZR
29247,0.28117561799990654,"{'weight', 'residuals'}",20,NR
2171815,21.32701155599989,"{'weight', 'residuals'}",25,ZR
3,4.9682000280881766e-05,{'weight'},10,NR
12,0.0001362390003123437,{'residuals'},4,ZR
51,0.0006069289993320126,"{'weight', 'residuals'}",22,ZR
10,0.00012379300005704863,set(),22,NR
16,0.00018041099974652752,{'weight'},15,ZR
1089977,9.77882802899967,{'residuals'},22,ZR
15083,0.10404127800029528,{'weight'},20,NR
553895,5.050222357000166,{'residuals'},20,ZR
2047,0.013959910000266973,set(),10,NR
729,0.006147869999949762,{'residuals'},10,NR
68,0.0007109730004231096,"{'weight', 'residuals'}",20,ZR
7859,0.07320836000053532,"{'weight', 'residuals'}",25,NR
6,7.599299988214625e-05,{'weight'},4,ZR
89983,0.8982325169999967,"{'weight', 'residuals'}",22,NR
405,0.003844254999421537,"{'weight', 'residuals'}",10,ZR
3614,0.027257988000201294,{'weight'},20,ZR
158,0.0012294120006117737,{'weight'},10,ZR
5,6.550899979629321e-05,set(),10,NR
8388607,58.667475268999624,set(),22,NR
435,0.00423093199970026,"{'weight', 'residuals'}",10,ZR
26,0.0002599340004962869,set(),15,NR
487,0.004755549999572395,"{'weight', 'residuals'}",10,ZR
31,0.0002807609998853877,set(),4,ZR
7622253,66.86516173200016,{'residuals'},25,ZR
2697,0.019475494000289473,{'weight'},15,ZR
13,0.00014340599955176003,"{'weight', 'residuals'}",4,NR
2097151,14.013659055000062,set(),20,NR
2097121,16.300193524999486,{'weight'},20,NR
3,6.860799931018846e-05,{'residuals'},25,NR
16,0.00011532000007719034,{'weight'},15,NR
17,0.0001888110000436427,"{'weight', 'residuals'}",4,ZR
1759,0.01382678699974349,{'weight'},10,ZR
2097151,14.459338360999936,set(),20,NR
19251,0.17152941600033955,{'residuals'},15,ZR
67108863,457.90834977099985,set(),25,ZR
8,0.00013050000052317046,"{'weight', 'residuals'}",10,NR
1571997,11.183770032000211,{'weight'},22,NR
6044,0.08162753999931738,{'residuals'},20,ZR
68,0.0005978140006845933,{'weight'},25,NR
6,5.933699958404759e-05,{'weight'},4,NR
9,0.00011590899975999491,"{'weight', 'residuals'}",4,NR
7191,0.0696840130003693,"{'weight', 'residuals'}",15,ZR
3,4.7147999794106e-05,{'weight'},20,NR
6,0.0001058409998222487,{'residuals'},15,NR
2097151,14.4400117160003,set(),20,ZR
9,0.00011295700005575782,"{'weight', 'residuals'}",4,NR
8,9.03489999473095e-05,"{'weight', 'residuals'}",4,NR
699,0.005261907999738469,{'weight'},15,NR
15,0.00017976700019062264,"{'weight', 'residuals'}",4,ZR
8343465,64.67618479599969,{'weight'},22,NR
1822703,13.917911845000162,{'weight'},20,NR
21,0.00021376799941208446,{'residuals'},4,ZR
31,0.0002916020002885489,set(),4,NR
38,0.0002878519999285345,{'weight'},15,NR
515,0.005085648000203946,"{'weight', 'residuals'}",10,ZR
8388607,57.43386795400056,set(),22,NR
1413,0.012811393000447424,"{'weight', 'residuals'}",20,NR
53,0.0005856090001543635,"{'weight', 'residuals'}",20,ZR
24,0.00027450899960967945,{'weight'},22,ZR
66060035,564.4105444730003,{'residuals'},25,NR
34348,0.22760895300052653,set(),15,ZR
102,0.0008494969997627777,{'residuals'},10,NR
267,0.0024292569996759994,"{'weight', 'residuals'}",22,ZR
1687561,11.15604497699951,set(),25,NR
34,0.00043756400009442586,"{'weight', 'residuals'}",15,ZR
701,0.007472268000128679,{'residuals'},25,NR
11165,0.08087427399914304,{'weight'},22,ZR
520,0.003424300000006042,set(),15,NR
3,3.982599992014002e-05,set(),4,ZR
67108863,460.01445985600003,set(),25,NR
18,0.000960510000368231,{'residuals'},25,NR
2,3.210900013073115e-05,{'residuals'},10,NR
14,0.0001529020000816672,{'weight'},10,ZR
21,0.0003789989996221266,"{'weight', 'residuals'}",4,NR
189,0.0013812240003971965,{'weight'},22,ZR
2,2.631899951666128e-05,{'weight'},4,NR
28045,0.24031426300007297,{'residuals'},25,ZR
8388607,58.899155041000085,set(),22,ZR
564077,4.922168410999802,{'residuals'},20,ZR
184,0.0012722589999611955,set(),15,ZR
2,2.6560000151221175e-05,{'weight'},10,NR
800,0.0054175620007299585,set(),20,ZR
2047,0.013475278000441904,set(),10,ZR
1,1.6853000488481484e-05,{'residuals'},4,NR
2047,0.013665872999808926,set(),10,ZR
2,2.580699947429821e-05,set(),10,NR
1683,0.011109027000202332,set(),25,ZR
8,0.00010498299980099546,{'weight'},20,NR
14,0.00025615400045353454,"{'weight', 'residuals'}",22,NR
4,6.888899952173233e-05,"{'weight', 'residuals'}",10,NR
1194,0.010014012999818078,{'residuals'},20,ZR
359,0.002384045000326296,set(),15,ZR
345,0.003531333999490016,"{'weight', 'residuals'}",10,ZR
9,0.00013847700029145926,"{'weight', 'residuals'}",4,NR
20,0.00019586899998103036,set(),4,ZR
3272,0.021809751000546385,set(),22,ZR
2097151,14.250988425000287,set(),20,ZR
349,0.0030754570007047732,"{'weight', 'residuals'}",20,NR
700943,6.073904292999941,{'residuals'},22,ZR
5,6.59199995425297e-05,{'weight'},4,NR
136,0.0009981599996535806,set(),10,ZR
67108863,463.60658977300045,set(),25,NR
7,9.22110002647969e-05,{'weight'},20,NR
9,0.00010713699975894997,{'weight'},15,NR
21,0.00021596599981421605,{'residuals'},4,ZR
221,0.002156948999981978,"{'weight', 'residuals'}",10,NR
9179,0.08458614400024089,{'residuals'},22,NR
13,0.00016426499951194273,"{'weight', 'residuals'}",4,ZR
1953,0.01512340600038442,{'weight'},10,NR
254,0.002518550999411673,"{'weight', 'residuals'}",25,ZR
8133369,67.41506494199984,{'residuals'},22,NR
67108863,451.4271323949997,set(),25,NR
15,0.00018635800006450154,set(),22,NR
10508687,92.9799849810006,{'residuals'},25,ZR
4,7.192600060079712e-05,{'residuals'},4,ZR
1563169,13.719452397000168,{'residuals'},22,ZR
2,3.6268999792810064e-05,"{'weight', 'residuals'}",10,NR
52,0.0004416510000737617,{'weight'},15,ZR
11,0.00019862299996020738,{'residuals'},20,NR
15895,0.13779554500069935,{'residuals'},15,ZR
1080,0.00901570099995297,{'residuals'},10,NR
530,0.0037864970008740784,{'weight'},15,NR
2631,0.022322323000480537,{'residuals'},15,NR
7898505,58.867762408999624,{'weight'},22,ZR
1289,0.012094712999896728,"{'weight', 'residuals'}",15,NR
1563389,13.899364760000026,{'residuals'},22,NR
8388607,56.877454080999996,set(),22,ZR
31,0.0002596360000097775,{'weight'},4,NR
827,0.007380519000435015,{'residuals'},10,ZR
1851,0.013777728000604839,{'weight'},10,NR
1284,0.011585866000132228,set(),10,NR
8388607,57.225916825999775,set(),22,NR
4,8.751199948164867e-05,"{'weight', 'residuals'}",25,NR
97,0.0009520789999442059,"{'weight', 'residuals'}",22,ZR
1975,0.014634709000347357,{'weight'},10,ZR
5,9.63200000114739e-05,"{'weight', 'residuals'}",15,NR
643,0.00576206200003071,"{'weight', 'residuals'}",10,ZR
902991,7.6214506240003175,{'residuals'},20,NR
765,0.007078870999976061,{'residuals'},10,ZR
1131,0.01147605099959037,{'weight'},25,ZR
1625,0.014252305999434611,{'weight'},10,ZR
23,0.00024962000043160515,"{'weight', 'residuals'}",4,NR
3,4.359800004749559e-05,{'weight'},4,NR
26,0.0002767590003713849,{'weight'},25,ZR
31,0.0005342070007827715,{'residuals'},15,NR
13,0.0001469270000598044,"{'weight', 'residuals'}",4,NR
23,0.00024599100015620934,{'residuals'},4,ZR
18,0.0003269079998062807,set(),20,NR
7,0.00015536299997620517,"{'weight', 'residuals'}",25,NR
22844993,195.37759373900008,{'residuals'},25,NR
275,0.0025379720000273664,"{'weight', 'residuals'}",10,ZR
16169,0.1399037880000833,{'residuals'},15,ZR
2107957,18.784471474000384,{'residuals'},22,ZR
2142,0.015223899999909918,{'weight'},25,ZR
31,0.00027211399992665974,{'weight'},4,NR
128997,0.944652760000281,{'weight'},22,ZR
7138,0.04874488899986318,set(),25,ZR
329,0.0024507390007784124,{'weight'},22,ZR
9,0.00017583099997864338,"{'weight', 'residuals'}",22,NR
13,0.0001483509995523491,{'weight'},25,NR
2317,0.01965296300022601,{'residuals'},20,NR
67108863,448.72178535199964,set(),25,NR
20440,0.16618440299953363,{'residuals'},25,ZR
5463,0.049810054999397835,"{'weight', 'residuals'}",20,ZR
3,5.0456999815651216e-05,{'residuals'},4,NR
1212609,11.636144414999762,"{'weight', 'residuals'}",25,NR
465,0.003291076000095927,set(),22,NR
12129,0.11511255200002779,"{'weight', 'residuals'}",15,ZR
4491,0.03923640099947079,set(),25,ZR
4,6.242000017664395e-05,{'weight'},20,NR
11,0.0001581209999130806,"{'weight', 'residuals'}",15,NR
65535,0.4910672340001838,set(),15,ZR
44569,0.33049397300055716,{'weight'},15,NR
10,0.00016660199980833568,"{'weight', 'residuals'}",22,NR
1875,0.014336784000079206,{'weight'},10,NR
2,3.042899970751023e-05,set(),20,NR
6,9.686500015959609e-05,{'weight'},4,ZR
59893,0.4419435890004024,{'weight'},15,ZR
6,0.00010705300064728362,"{'weight', 'residuals'}",15,NR
43,0.001252308999937668,"{'weight', 'residuals'}",22,ZR
2819157,28.080476344999624,"{'weight', 'residuals'}",25,ZR
57247,0.4416749029996936,{'weight'},15,ZR
43,0.00030717200024810154,{'weight'},15,NR
17,0.00022739400083082728,{'weight'},25,NR
27,0.0002246590001959703,{'weight'},4,NR
47,0.0005708440003218129,"{'weight', 'residuals'}",20,ZR
23,0.00023730300017632544,{'residuals'},4,NR
10,0.00019993100067949854,"{'weight', 'residuals'}",25,NR
65535,0.47043776200007414,set(),15,ZR
138803,0.9793731919999118,{'weight'},25,NR
18,0.00014825899961579125,set(),4,NR
24923,0.21783410999978514,{'residuals'},15,ZR
765,0.006961662999856344,"{'weight', 'residuals'}",15,NR
1992397,13.319626141999834,set(),25,NR
10,0.00011900000026798807,{'weight'},10,ZR
1804,0.015352243000052113,{'residuals'},20,NR
30,0.00032385499980591703,"{'weight', 'residuals'}",10,ZR
483,0.005382844000450859,"{'weight', 'residuals'}",22,NR
17,0.00021800900049129268,{'weight'},22,ZR
2047,0.014122126000074786,set(),10,ZR
1908303,14.28335943500042,{'weight'},20,ZR
26,0.0001332930005446542,{'residuals'},4,NR
10,9.778999992704485e-05,"{'weight', 'residuals'}",22,NR
155845,1.5337823270001536,"{'weight', 'residuals'}",20,ZR
21,0.00034974299978784984,"{'weight', 'residuals'}",4,ZR
25,0.0002956509997602552,{'residuals'},4,ZR
1081,0.009153910000350152,{'residuals'},10,NR
969,0.01012129399987316,"{'weight', 'residuals'}",20,NR
2028049,15.338951237999936,{'weight'},20,ZR
59985957,454.64018713399946,{'weight'},25,ZR
62467,0.4780746790002013,{'weight'},15,ZR
3,4.811000053450698e-05,set(),4,NR
3,5.5282999710470904e-05,"{'weight', 'residuals'}",4,NR
81,0.0006464099997174344,{'weight'},22,ZR
235,0.002825063000273076,"{'weight', 'residuals'}",25,NR
31,0.00024825399941619253,set(),4,ZR
23,0.0002443229996060836,{'residuals'},4,NR
6,0.00011249599992879666,"{'weight', 'residuals'}",4,ZR
9,0.00016269699972326634,{'residuals'},15,NR
3553,0.025314946999969834,{'weight'},15,NR
5,0.00030714400054421276,"{'weight', 'residuals'}",20,NR
9,0.00013420100003713742,set(),15,NR
2097093,16.040386452999883,{'weight'},20,NR
170,0.0012152489998698002,{'weight'},22,ZR
21503,0.18305173499993543,{'residuals'},15,ZR
65451,0.5636427740000727,{'residuals'},15,NR
16,0.00019703399993886705,set(),22,NR
58879,0.60060087400052,"{'weight', 'residuals'}",25,NR
1856639,16.46180318000006,{'residuals'},22,ZR
32,0.0002996359999087872,{'weight'},22,ZR
1970039,14.683849705000284,{'weight'},20,ZR
25,0.00025279700003011385,{'residuals'},4,ZR
2047,0.013406991999545426,set(),10,NR
8388607,57.128855398999804,set(),22,ZR
1394343,13.16904199199962,"{'weight', 'residuals'}",22,ZR
4272,0.02797330600060377,set(),15,ZR
45,0.0004262770007699146,{'residuals'},10,ZR
911,0.007795627000632521,{'residuals'},22,NR
10,0.00018822599940904183,"{'weight', 'residuals'}",22,NR
116,0.0008204329997170134,set(),15,ZR
224,0.0020700499999293243,{'residuals'},10,ZR
8077689,61.0359312139999,{'weight'},22,ZR
63009,0.4803930819998641,{'weight'},15,NR
8725,0.07473789199957537,{'residuals'},22,ZR
89,0.0006029539999872213,set(),10,ZR
2471,0.020353972000521026,{'residuals'},22,ZR
231,0.0020569810003507882,"{'weight', 'residuals'}",15,ZR
119802,1.013309068000126,{'residuals'},25,ZR
46437489,359.98186025799987,{'weight'},25,NR
4,6.399099947884679e-05,{'weight'},25,NR
15624,0.13259034299971972,{'residuals'},22,ZR
13,0.00014976000056776684,{'weight'},10,ZR
2034,0.014261404000535549,set(),25,ZR
